#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
d_dahaizi_adj;Dahaizian;;dahaizer;;;;;;;;;;;x
d_dahexi;Takua;Dahexi;Dahexi;;Dahexi;;;;;;;;;x
d_dahexi_adj;Takuan;;dahexer;;;;;;;;;;;x
d_dai_li;Dai Li;;dahexer;;;;;;;;;;;x
d_dai_li_adj;Dai Li;;dahexer;;;;;;;;;;;x
d_dalian;Dalian;Dalian;Dalian;;Dalian;;;;;;;;;x
d_dalian_adj;Dalianian;;dalianer;;;;;;;;;;;x
d_dandong;Weida;Dandong;Dandong;;Dandong;;;;;;;;;x
d_dandong_adj;Weida;;dandonger;;;;;;;;;;;x
d_daqing;Embara;Daqing;Daqing;;Daqing;;;;;;;;;x
d_daqing_adj;Embara;;daqinger;;;;;;;;;;;x
d_dashao;Dashao;Dashao;Dashao;;Dashao;;;;;;;;;x
d_dashao_adj;Dashian;;dasher;;;;;;;;;;;x
d_earth_spirituality;Earth Sages;Earth Sages;Earth Sages;;Earth Sages;;;;;;;;;x
d_earth_spirituality_adj;Earth Sage;Earth Sage;Earth Sage;;Earth Sage;;;;;;;;;x
d_east_side;East Side;East Side;East Side;;East Side;;;;;;;;;x
d_east_side_adj;East Sidean;;East Sider;;;;;;;;;;;x
d_eastern_air_temple;Eastern Air Temple;Eastern Air Temple;Eastern Air Temple;;Eastern Air Temple;;;;;;;;;x
d_eastern_air_temple_adj;Eastern Air Temple;;Eastern Air Templer;;;;;;;;;;;x
d_ember;Ember;Ember;Ember;;Ember;;;;;;;;;x
d_ember_adj;Ember;;emberer;;;;;;;;;;;x
d_fang_yu;Fang Yu;Fang Yu;Fang Yu;;Fang Yu;;;;;;;;;x
d_fang_yu_adj;Fang Yian;;Fang Yer;;;;;;;;;;;x
d_far_islands;Far Islands;Far Islands;Far Islands;;Far Islands;;;;;;;;;x
d_far_islands_adj;Far Islander;;Far Islandser;;;;;;;;;;;x
d_fire_sages;Fire Sages;Far Islands;Far Islands;;Far Islands;;;;;;;;;x
d_fire_sages_adj;Fire Sage;Far Islands;Far Islands;;Far Islands;;;;;;;;;x
d_frozen_sea;Frozen Sea;Frozen Sea;Frozen Sea;;Frozen Sea;;;;;;;;;x
d_frozen_sea_adj;Frozen Sea;;Frozen Ser;;;;;;;;;;;x
d_full_moon_coast;Full Moon Coast;Full Moon Coast;Full Moon Coast;;Full Moon Coast;;;;;;;;;x
d_full_moon_coast_adj;Full Moon Coast;;Full Moon Coaster;;;;;;;;;;;x
d_gangxi;Gangxi;Gangxi;Gangxi;;Gangxi;;;;;;;;;x
d_gangxi_adj;Gangxian;;gangxer;;;;;;;;;;;x
d_gansu;Mori;Gansu;Gansu;;Gansu;;;;;;;;;x
d_gansu_adj;Mori;;ganser;;;;;;;;;;;x
d_gao_si_wong;Xumupai;Gao Si Wong;Gao Si Wong;;Gao Si Wong;;;;;;;;;x
d_gao_si_wong_adj;Xumupai;;Gao Si Wonger;;;;;;;;;;;x
d_gaolan;Gaolan;Gaolan;Gaolan;;Gaolan;;;;;;;;;x
d_gaolan_adj;Gaolan;;gaolaner;;;;;;;;;;;x
d_gaoling;Gaoling;Gaoling;Gaoling;;Gaoling;;;;;;;;;x
d_gaoling_adj;Gaoling;;gaolinger;;;;;;;;;;;x
d_gaoyou;Gaoyou;Gaoyou;Gaoyou;;Gaoyou;;;;;;;;;x
d_gaoyou_adj;Gaoian;;gaoer;;;;;;;;;;;x
d_gorakhpur;Gorakhpur;Gorakhpur;Gorakhpur;;Gorakhpur;;;;;;;;;x
d_gorakhpur_adj;Gorakhpurian;;gorakhpurer;;;;;;;;;;;x
d_gaya;Gaya;Gaya;Gaya;;Gaya;;;;;;;;;x
d_gaya_adj;Gayan;;Gayan;;;;;;;;;;;x
d_lotsawa;Lotsawa;Lotsawa;Lotsawa;;Lotsawa;;;;;;;;;x
d_lotsawa_adj;Lotsawan;;Lotsawan;;;;;;;;;;;x
d_haiyang;Haiyang;Haiyang;Haiyang;;Haiyang;;;;;;;;;x
d_haiyang_adj;Haiyangian;;haiyanger;;;;;;;;;;;x
d_han_tui;Han Tui;Han Tui;Han Tui;;Han Tui;;;;;;;;;x
d_han_tui_adj;Han Tui;;Han Ter;;;;;;;;;;;x
d_hejiagou;Hejiagou;Hejiagou;Hejiagou;;Hejiagou;;;;;;;;;x
d_hejiagou_adj;Hejiagian;;hejiager;;;;;;;;;;;x
d_hepu;Hepu;Hepu;Hepu;;Hepu;;;;;;;;;x
d_hepu_adj;Hepian;;heper;;;;;;;;;;;x
d_hono_island;Hono Island;Hono Island;Hono Island;;Hono Island;;;;;;;;;x
d_hono_island_adj;Hono Islander;;Hono Islander;;;;;;;;;;;x
d_huicheng;Huicheng;Huicheng;Huicheng;;Huicheng;;;;;;;;;x
d_huicheng_adj;Huicheng;;huichenger;;;;;;;;;;;x
d_huping;Huzhou;Huping;Huping;;Huping;;;;;;;;;x
d_huping_adj;Huzhou;;hupinger;;;;;;;;;;;x
d_ice_shores;Ice Shores;Ice Shores;Ice Shores;;Ice Shores;;;;;;;;;x
d_ice_shores_adj;Ice Shore;;Ice Shoreser;;;;;;;;;;;x
d_inako;Inako;Inako;Inako;;Inako;;;;;;;;;x
d_inako_adj;Inakian;;inaker;;;;;;;;;;;x
d_jilin;Shinu;Jilin;Jilin;;Jilin;;;;;;;;;x
d_jilin_adj;Shinu;;jiliner;;;;;;;;;;;x
d_jinchang;Jinchang;Jinchang;Jinchang;;Jinchang;;;;;;;;;x
d_jinchang_adj;Jinchang;;jinchanger;;;;;;;;;;;x
d_jinhui;Jinhui;Jinchang;Jinchang;;Jinchang;;;;;;;;;x
d_jinhui_adj;Jinhui;;jinchanger;;;;;;;;;;;x
d_kangerdluk;Kangerdluk;Kangerdluk;Kangerdluk;;Kangerdluk;;;;;;;;;x
d_kangerdluk_adj;Kangerdluk;;kangerdluker;;;;;;;;;;;x
d_kangmar;Kangmar;Kangmar;Kangmar;;Kangmar;;;;;;;;;x
d_kangmar_adj;Kangmar;;kangmarer;;;;;;;;;;;x
d_kargilik;Kargilik;Kargilik;Kargilik;;Kargilik;;;;;;;;;x
d_kargilik_adj;Kargilik;;kargiliker;;;;;;;;;;;x
d_ma'inka_and_ishigaki;Ma'inka and Ishigaki;Ma'inka and Ishigaki;Ma'inka and Ishigaki;;Ma'inka and Ishigaki;;;;;;;;;x
d_ma'inka_and_ishigaki_adj;Ishigaki;;Ma'inka and Ishigaker;;;;;;;;;;;x
d_kuqa;Dahalacun;Kuqa;Kuqa;;Kuqa;;;;;;;;;x
d_kuqa_adj;Dahalacun;;kuqer;;;;;;;;;;;x
d_kyoshi_island;Kyoshi Island;Kyoshi Island;Kyoshi Island;;Kyoshi Island;;;;;;;;;x
d_kyoshi_island_adj;Kyoshi Islander;;Kyoshi Islander;;;;;;;;;;;x
d_kyoshi_warriors;Kyoshi Warriors;Kyoshi Island;Kyoshi Island;;Kyoshi Island;;;;;;;;;x
d_kyoshi_warriors_adj;Kyoshi Warrior;;Kyoshi Islander;;;;;;;;;;;x
d_laogai;Laogai;Laogai;Laogai;;Laogai;;;;;;;;;x
d_laogai_adj;Laogai;;laoger;;;;;;;;;;;x
d_lengbin;Lengbin;Lengbin;Lengbin;;Lengbin;;;;;;;;;x
d_lengbin_adj;Lengbin;;lengbiner;;;;;;;;;;;x
d_lhari_islands;Lhari Islands;Lhari Islands;Lhari Islands;;Lhari Islands;;;;;;;;;x
d_lhari_islands_adj;Lhari Islander;;Lhari Islandser;;;;;;;;;;;x
d_liaoyang;Xingwen;Liaoyang;Liaoyang;;Liaoyang;;;;;;;;;x
d_liaoyang_adj;Xingwen;;liaoyanger;;;;;;;;;;;x
d_lingshan;Lingshan;Lingshan;Lingshan;;Lingshan;;;;;;;;;x
d_lingshan_adj;Lingshan;;lingshaner;;;;;;;;;;;x
d_linkou_island;Linkou Island;Linkou Island;Linkou Island;;Linkou Island;;;;;;;;;x
d_linkou_island_adj;Linkou Islander;;Linkou Islander;;;;;;;;;;;x
d_lower_sikouzi;Lower Sikouzi;Lower Sikouzi;Lower Sikouzi;;Lower Sikouzi;;;;;;;;;x
d_lower_sikouzi_adj;Lower Sikouzi;;Lower Sikouzer;;;;;;;;;;;x
d_luzhu_island;Luzhu Island;Luzhu Island;Luzhu Island;;Luzhu Island;;;;;;;;;x
d_luzhu_island_adj;Luzhu Islander;;Luzhu Islander;;;;;;;;;;;x
d_maizuru;Maizuru;Maizuru;Maizuru;;Maizuru;;;;;;;;;x
d_maizuru_adj;Maizurian;;maizurer;;;;;;;;;;;x
d_mengxiang;Mengxiang;Mengxiang;Mengxiang;;Mengxiang;;;;;;;;;x
d_mengxiang_adj;Mengxiang;;mengxianger;;;;;;;;;;;x
d_middle_ring;Middle Ring;Middle Ring;Middle Ring;;Middle Ring;;;;;;;;;x
d_middle_ring_adj;Middle Ring;;Middle Ringer;;;;;;;;;;;x
d_mojiang;Mojiang;Mojiang;Mojiang;;Mojiang;;;;;;;;;x
d_mojiang_adj;Mojiang;;mojianger;;;;;;;;;;;x
d_nabari;Nabari;Nabari;Nabari;;Nabari;;;;;;;;;x
d_nabari_adj;Nabarian;;nabarer;;;;;;;;;;;x
d_nan;Nan;Nan;Nan;;Nan;;;;;;;;;x
d_nan_adj;Nanian;;naner;;;;;;;;;;;x
d_nanbuamu;Nanbuamu;Nanbuamu;Nanbuamu;;Nanbuamu;;;;;;;;;x
d_nanbuamu_adj;Nanbuamu;;nanbuamer;;;;;;;;;;;x
d_nanchang;Boshan;Nanchang;Nanchang;;Nanchang;;;;;;;;;x
d_nanchang_adj;Boshan;;nanchanger;;;;;;;;;;;x
d_ningxia;Ningxia;Ningxia;Ningxia;;Ningxia;;;;;;;;;x
d_ningxia_adj;Ningxian;;ningxer;;;;;;;;;;;x
d_nongchang;Nongchang;Nongchang;Nongchang;;Nongchang;;;;;;;;;x
d_nongchang_adj;Nongchang;;nongchanger;;;;;;;;;;;x
d_north_huidong;North Huidong;North Huidong;North Huidong;;North Huidong;;;;;;;;;x
d_north_huidong_adj;North Huidong;;North Huidonger;;;;;;;;;;;x
d_north_plain;North Plain;North Plain;North Plain;;North Plain;;;;;;;;;x
d_north_plain_adj;North Plain;;North Plainer;;;;;;;;;;;x
d_northen_water_tribe;Northern Water Tribe;Northen Water Tribe;Northen Water Tribe;;Northen Water Tribe;;;;;;;;;x
d_northen_water_tribe_adj;Northern Water Tribe;;Northen Water Triber;;;;;;;;;;;x
d_northern_air_temple;Northern Air Temple;Northern Air Temple;Northern Air Temple;;Northern Air Temple;;;;;;;;;x
d_northern_air_temple_adj;Northern Air Temple;;Northern Air Templer;;;;;;;;;;;x
d_omashu;Omashu;Omashu;Omashu;;Omashu;;;;;;;;;x
d_omashu_adj;Omashu;;omasher;;;;;;;;;;;x
d_ordos;Ordos;Ordos;Ordos;;Ordos;;;;;;;;;x
d_ordos_adj;Ordosian;;ordoser;;;;;;;;;;;x
d_outer_pole;Polar Sea;Outer Pole;Outer Pole;;Outer Pole;;;;;;;;;x
d_outer_pole_adj;Polar Sea;;Outer Poler;;;;;;;;;;;x
d_pangou;Pangou;Pangou;Pangou;;Pangou;;;;;;;;;x
d_pangou_adj;Pangian;;panger;;;;;;;;;;;x
d_penghu_islands;Penghu Islands;Penghu Islands;Penghu Islands;;Penghu Islands;;;;;;;;;x
d_penghu_islands_adj;Penghu Islander;;Penghu Islandser;;;;;;;;;;;x
d_pubei;Pubei;Pubei;Pubei;;Pubei;;;;;;;;;x
d_pubei_adj;Pubian;;puber;;;;;;;;;;;x
d_qianbaq_aniu;Qianbaq Aniu;Qianbaq Aniu;Qianbaq Aniu;;Qianbaq Aniu;;;;;;;;;x
d_qianbaq_aniu_adj;Qianbaq Anian;;Qianbaq Aner;;;;;;;;;;;x
d_qinnan;Qinnan;Qinnan;Qinnan;;Qinnan;;;;;;;;;x
d_qinnan_adj;Qinnanian;;qinnaner;;;;;;;;;;;x
d_riluodi;Riluodi;Riluodi;Riluodi;;Riluodi;;;;;;;;;x
d_riluodi_adj;Riluodian;;riluoder;;;;;;;;;;;x
d_ruicheng;Siwan;Ruicheng;Ruicheng;;Ruicheng;;;;;;;;;x
d_ruicheng_adj;Siwan;;ruichenger;;;;;;;;;;;x
d_sandu;Sandu;Sandu;Sandu;;Sandu;;;;;;;;;x
d_sandu_adj;Sandian;;sander;;;;;;;;;;;x
d_senlin;Senlin;Senlin;Senlin;;Senlin;;;;;;;;;x
d_senlin_adj;Senlinian;;senliner;;;;;;;;;;;x
d_shimane;Shimane;Shimane;Shimane;;Shimane;;;;;;;;;x
d_shimane_adj;Shimanean;;shimaner;;;;;;;;;;;x
d_sinuiju;Sinuiju;Sinuiju;Sinuiju;;Sinuiju;;;;;;;;;x
d_sinuiju_adj;Sinuijian;;sinuijer;;;;;;;;;;;x
d_sitou;Nuhai;Sitou;Sitou;;Sitou;;;;;;;;;x
d_sitou_adj;Nuhai;;siter;;;;;;;;;;;x
d_south_huidong;South Huidong;South Huidong;South Huidong;;South Huidong;;;;;;;;;x
d_south_huidong_adj;South Huidong;;South Huidonger;;;;;;;;;;;x
d_south_islands;Karokou Island;South Islands;South Islands;;South Islands;;;;;;;;;x
d_south_islands_adj;Karokou Islander;;South Islandser;;;;;;;;;;;x
d_southen_water_tribe;Umiak;Southen Water Tribe;Southen Water Tribe;;Southen Water Tribe;;;;;;;;;x
d_southen_water_tribe_adj;Umiak;;Southen Water Triber;;;;;;;;;;;x
d_southern_air_islands;Southern Air Islands;Southern Air Islands;Southern Air Islands;;Southern Air Islands;;;;;;;;;x
d_southern_air_islands_adj;Southern Air Islander;;Southern Air Islandser;;;;;;;;;;;x
d_sunan;Xigousi;Sunan;Sunan;;Sunan;;;;;;;;;x
d_sunan_adj;Xigousi;;sunaner;;;;;;;;;;;x
d_tenri;Tenri;Tenri;Tenri;;Tenri;;;;;;;;;x
d_tenri_adj;Tenrian;;tenrer;;;;;;;;;;;x
d_the_swamp;The Swamp;The Swamp;The Swamp;;The Swamp;;;;;;;;;x
d_the_swamp_adj;Swamp;;The Swamper;;;;;;;;;;;x
d_tianjun;Tianjun;Tianjun;Tianjun;;Tianjun;;;;;;;;;x
d_tianjun_adj;Tianjun;;tianjuner;;;;;;;;;;;x
d_tiedong;Tiedong;Tiedong;Tiedong;;Tiedong;;;;;;;;;x
d_tiedong_adj;Tiedong;;tiedonger;;;;;;;;;;;x
d_tongdoa;Tongdoa;Tongdoa;Tongdoa;;Tongdoa;;;;;;;;;x
d_tongdoa_adj;Tongdoan;;tongder;;;;;;;;;;;x
d_uda;Uda;Uda;Uda;;Uda;;;;;;;;;x
d_uda_adj;Udan;;uder;;;;;;;;;;;x
d_ulan;Sandoa;Sandoa;Sandoa;;Sandoa;;;;;;;;;x
d_ulan_adj;Sandoa;;Sandoa;;;;;;;;;;;x
d_upper_ring;Upper Ring;Upper Ring;Upper Ring;;Upper Ring;;;;;;;;;x
d_upper_ring_adj;Upper Ring;;Upper Ringer;;;;;;;;;;;x
d_upper_sikouzi;Upper Sikouzi;Upper Sikouzi;Upper Sikouzi;;Upper Sikouzi;;;;;;;;;x
d_upper_sikouzi_adj;Upper Sikouzi;;Upper Sikouzer;;;;;;;;;;;x
d_wafang;Wafang;Wafang;Wafang;;Wafang;;;;;;;;;x
d_wafang_adj;Wafangian;;wafanger;;;;;;;;;;;x
d_weinan;Weinan;Weinan;Weinan;;Weinan;;;;;;;;;x
d_weinan_adj;Weinanian;;weinaner;;;;;;;;;;;x
d_west_air_islands;Western Air Islands;Western Air Islands;Western Air Islands;;Western Air Islands;;;;;;;;;x
d_west_air_islands_adj;Western Air Islander;;Western Air Islandser;;;;;;;;;;;x
d_eastern_air_islands;Eastern Air Island;Eastern Air Island;Eastern Air Islands;;Eastern Air Island;;;;;;;;;x
d_eastern_air_islands_adj;Eastern Air Islander;;Eastern Air Islandser;;;;;;;;;;;x
d_gyat;Gyat Ri;Gyat Ri;Gyat Ri;;Gyat Ri;;;;;;;;;x
d_gyat_adj;Gyat Ri's;;Gyat Ri's Gyat Ri's;;;;;;;;;;;x
d_lingpa_shan;Lingpa Shan;Lingpa Shan;Lingpa Shan;;Lingpa Shan;;;;;;;;;x
d_lingpa_shan_adj;Lingpa Shanan;;Lingpa Shanan Lingpa Shanan;;;;;;;;;;;x
d_lhawang;Rilhawang;Rilhawang;Rilhawang;;Rilhawang;;;;;;;;;x
d_lhawang_adj;Lhawangese;;Lhawangese;;;;;;;;;;;x
d_ngawang;Ringawang;Ringawang;Ringawang;;Ringawang;;;;;;;;;x
d_ngawang_adj;Ngawangese;;Ngawangese;;;;;;;;;;;x
d_western_air_temple;Western Air Temple;Western Air Temple;Western Air Temple;;Western Air Temple;;;;;;;;;x
d_western_air_temple_adj;Western Air Temple;;Western Air Templer;;;;;;;;;;;x
d_xainza;Xainza;Xainza;Xainza;;Xainza;;;;;;;;;x
d_xainza_adj;Xainzan;;xainzer;;;;;;;;;;;x
d_xi_si_wong;Xi Si Wong;Xi Si Wong;Xi Si Wong;;Xi Si Wong;;;;;;;;;x
d_xi_si_wong_adj;Xi Si Wong;;Xi Si Wonger;;;;;;;;;;;x
d_xiadian;Wuxuan;Xiadian;Xiadian;;Xiadian;;;;;;;;;x
d_xiadian_adj;Wuxuan;;xiadianer;;;;;;;;;;;x
d_xijiang;Xijiang;Xijiang;Xijiang;;Xijiang;;;;;;;;;x
d_xijiang_adj;Xijiangian;;xijianger;;;;;;;;;;;x
d_xingan;Xingan;Xingan;Xingan;;Xingan;;;;;;;;;x
d_xingan_adj;Xinganian;;xinganer;;;;;;;;;;;x
d_xingping_shi;Xingping Shi;Xingping Shi;Xingping Shi;;Xingping Shi;;;;;;;;;x
d_xingping_shi_adj;Xingping Shian;;Xingping Sher;;;;;;;;;;;x
d_xinzhou;Xinzhou;Xinzhou;Xinzhou;;Xinzhou;;;;;;;;;x
d_xinzhou_adj;Xinzhian;;xinzher;;;;;;;;;;;x
d_xiong_lin;Weisheme;Xiong Lin;Xiong Lin;;Xiong Lin;;;;;;;;;x
d_xiong_lin_adj;Weisheme;;Xiong Liner;;;;;;;;;;;x
d_yahazhen;Yahazhen;Yahazhen;Yahazhen;;Yahazhen;;;;;;;;;x
d_yahazhen_adj;Yahazhenian;;yahazhener;;;;;;;;;;;x
d_yamazoe;Yamazoe;Yamazoe;Yamazoe;;Yamazoe;;;;;;;;;x
d_yamazoe_adj;Yamazoean;;yamazer;;;;;;;;;;;x
d_yanbian;Aikou;Yanbian;Yanbian;;Yanbian;;;;;;;;;x
d_yanbian_adj;Aikou;;yanbianer;;;;;;;;;;;x
d_yantai;Yantai;Yantai;Yantai;;Yantai;;;;;;;;;x
d_yantai_adj;Yantian;;yanter;;;;;;;;;;;x
d_yematan;Kouzi;Yematan;Yematan;;Yematan;;;;;;;;;x
d_yematan_adj;Kouzi;;yemataner;;;;;;;;;;;x
d_yengisar;Yengisar;Yengisar;Yengisar;;Yengisar;;;;;;;;;x
d_yengisar_adj;Yengisarian;;yengisarer;;;;;;;;;;;x
d_yibin;Yibin;Yibin;Yibin;;Yibin;;;;;;;;;x
d_yibin_adj;Yibinian;;yibiner;;;;;;;;;;;x
d_yizhidifang;Maojiawa;Yizhidifang;Yizhidifang;;Yizhidifang;;;;;;;;;x
d_yizhidifang_adj;Maojiawa;;yizhidifanger;;;;;;;;;;;x
d_yongji;Kutobao;Yongji;Yongji;;Yongji;;;;;;;;;x
d_yongji_adj;Kutobao;;yongjer;;;;;;;;;;;x
d_yu_dao;Yu Dao;Yu Dao;Yu Dao;;Yu Dao;;;;;;;;;x
d_yu_dao_adj;Yu Dian;;Yu Der;;;;;;;;;;;x
d_yuantaizi;Yuantaizi;Yuantaizi;Yuantaizi;;Yuantaizi;;;;;;;;;x
d_yuantaizi_adj;Yuantaizian;;yuantaizer;;;;;;;;;;;x
d_zaofu;Zaofu;Zaofu;Zaofu;;Zaofu;;;;;;;;;x
d_zaofu_adj;Zaofu;;zaofer;;;;;;;;;;;x
d_zhaoyang;Zhaoyang;Zhaoyang;Zhaoyang;;Zhaoyang;;;;;;;;;x
d_zhaoyang_adj;Zhaoyangian;;zhaoyanger;;;;;;;;;;;x
d_zhaozedong;Zhaozedong;Zhaozedong;Zhaozedong;;Zhaozedong;;;;;;;;;x
d_zhaozedong_adj;Zhaozedongian;;zhaozedonger;;;;;;;;;;;x
d_zijin_xian;Zijin Xian;Zijin Xian;Zijin Xian;;Zijin Xian;;;;;;;;;x
d_zijin_xian_adj;Zijin Xianian;;Zijin Xianer;;;;;;;;;;;x
d_zizhixian;Zizhixian;Zizhixian;Zizhixian;;Zizhixian;;;;;;;;;x
d_zizhixian_adj;Zizhixianian;;zizhixianer;;;;;;;;;;;x
d_whaletail_island;Whaletail Island;;;;;;;;;;;x
d_nah;Nah;Nah;Nah;;Nah;;;;;;;;;x
d_nah_adj;Nah;Nah;Nah;;Nah;;;;;;;;;x
d_day;Day;Day;Day;;Day;;;;;;;;;x
d_day_adj;Day;Day;Day;;Day;;;;;;;;;x
d_yonaguni;Yonaguni;Yonaguni;Yonaguni;;Yonaguni;;;;;;;;;x
d_yonaguni_adj;Yonaguni;Yonaguni;Yonaguni;;Yonaguni;;;;;;;;;x
d_tong;Tong;Tong;Tong;;Tong;;;;;;;;;x
d_tong_adj;Tong;Tong;Tong;;Tong;;;;;;;;;x
d_feihe;Feixia;Feixia;Feixia;;Feixia;;;;;;;;;x
d_feihe_adj;Feixia;Feixia;Feixia;;Feixia;;;;;;;;;x
d_taki;Taki;Taki;Taki;;Taki;;;;;;;;;x
d_taki_adj;Taki;Taki;Taki;;Taki;;;;;;;;;x
d_daimahn;Daimahn;Daimahn;Daimahn;;Daimahn;;;;;;;;;x
d_daimahn_adj;Daimahn;Daimahn;Daimahn;;Daimahn;;;;;;;;;x
d_yamayoko;Yamayoko;Yamayoko;Yamayoko;;Yamayoko;;;;;;;;;x
d_yamayoko_adj;Yamayoko;Yamayoko;Yamayoko;;Yamayoko;;;;;;;;;x
d_avatar;Avatar's Court;Avatar's Court;Avatar's Court;;Avatar's Court;;;;;;;;;x
d_avatar_adj;Avatar's Court;Avatar's Court;Avatar's Court;;Avatar's Court;;;;;;;;;x
d_red_river_pirates;Red River Pirates;Taki;Taki;;Taki;;;;;;;;;x
d_red_river_pirates_adj;Red River Pirate;Taki;Taki;;Taki;;;;;;;;;x
d_ishigaki_pirates;Ishigaki Pirates;Taki;Taki;;Taki;;;;;;;;;x
d_ishigaki_pirates_adj;Ishigaki Pirate;Taki;Taki;;Taki;;;;;;;;;x
d_bluesharks;Bluesharks;Taki;Taki;;Taki;;;;;;;;;x
d_bluesharks_adj;Blueshark;Taki;Taki;;Taki;;;;;;;;;x
d_outer_isles_warriors;Outer Isle Warriors;Taki;Taki;;Taki;;;;;;;;;x
d_outer_isles_warriors_adj;Outer Isle;Taki;Taki;;Taki;;;;;;;;;x
d_south_cove_fleet;South Cove Fleet;Taki;Taki;;Taki;;;;;;;;;x
d_south_cove_fleet_adj;South Cove;Taki;Taki;;Taki;;;;;;;;;x
d_kanzaki_company;Kanzaki Company;Taki;Taki;;Taki;;;;;;;;;x
d_kanzaki_company_adj;Kanzaki;Taki;Taki;;Taki;;;;;;;;;x
d_sakiyama_swords;Sakiyama Swords;Taki;Taki;;Taki;;;;;;;;;x
d_sakiyama_swords_adj;Sakiyama;Taki;Taki;;Taki;;;;;;;;;x
d_hono_fighters;Hono Fighters;Taki;Taki;;Taki;;;;;;;;;x
d_hono_fighters_adj;Hono;Taki;Taki;;Taki;;;;;;;;;x
d_islander_armada;Islander Armada;Taki;Taki;;Taki;;;;;;;;;x
d_islander_armada_adj;Islander Armada;Taki;Taki;;Taki;;;;;;;;;x
d_bunjin_fleet;Bunjin Fleet;Taki;Taki;;Taki;;;;;;;;;x
d_bunjin_fleet_adj;Bunjin;Taki;Taki;;Taki;;;;;;;;;x
d_nansen_fleet;Nansen Fleet;Taki;Taki;;Taki;;;;;;;;;x
d_nansen_fleet_adj;Nansen;Taki;Taki;;Taki;;;;;;;;;x
d_gaolan_company;Gaolan Company;Taki;Taki;;Taki;;;;;;;;;x
d_gaolan_company_adj;Gaolan;Taki;Taki;;Taki;;;;;;;;;x
d_sunan_riders;Sunan Riders;Taki;Taki;;Taki;;;;;;;;;x
d_sunan_riders_adj;Sunan;Taki;Taki;;Taki;;;;;;;;;x
d_mucan_guard;Mucan Guard;Taki;Taki;;Taki;;;;;;;;;x
d_mucan_guard_adj;Mucan;Taki;Taki;;Taki;;;;;;;;;x
d_yanxicun_spears;Yanxicun Spears;Taki;Taki;;Taki;;;;;;;;;x
d_yanxicun_spears_adj;Yanxicun;Taki;Taki;;Taki;;;;;;;;;x
d_xiwan_watch;Xiwan Watch;Taki;Taki;;Taki;;;;;;;;;x
d_xiwan_watch_adj;Xiwan;Taki;Taki;;Taki;;;;;;;;;x
d_garsai_chargers;Garsai Chargers;Taki;Taki;;Taki;;;;;;;;;x
d_garsai_chargers_adj;Garsai;Taki;Taki;;Taki;;;;;;;;;x
d_si_gou_guides;Si Gou Guides;Taki;Taki;;Taki;;;;;;;;;x
