#####                                          #####
##                                                ##
##        Bookmark localisation loc file          ##
##  Written for T4N - Restored by TypicalCrusader ##
##                                                ##
#####                                          #####


ERA_CHAR_INFO_31;The 50th Earth Queen Ji Houa, Monarch of Ba Sing Se, Queen of the Earth Kingdom and rightful ruler of it's territories. Under her father's reign, generations of stagnant peace was shattered by the Fire Nation's ruthless incursion into Earth Kingdom territory. After so many years of the Royal Court ignoring the crisis, war has finally arrived and foreign invaders sweep across the lands. A strong monarch must take control once again to steer the Earth Kingdom to survival.;;;;;;;;;;;;x
ERA_CHAR_INFO_34;The great and renown Avatar Kyoshi, born a peasant on the most distant shores of the Earth Kingdom, Kyoshi lived for over centuries, seeing many world shaping events pass. Perhaps one of the most lawful of Avatars, Kyoshi restored the order which her predecessor, Avatar Kurak, neglected. The Avatar's power was so great, it was said she split what is now known as Kyoshi Island from the mainland when she defeated Chin the Conqueror.;;;;;;;;;;;;x
ERA_CHAR_INFO_52018;Firelord Zoryu has become the new Firelord after his father, Chaeryu's death. However tensions are high, as his illegitimate half-brother, Chaejin, claims the throne. Will you decide who comes out ontop?.;;;;;;;;;;;;x
ERA_CHAR_INFO_54003;After an unsuccessful bid for the throne, Chaejin was imprisoned during the Camellia-Peony War. However, Chaejin has yet to give up his claim, and has escaped imprisonment with the help of his followers. Fire nobles around the island have chosen there sides, will you win this second Camellia-Peony War?;;;;;;;;;;;;x
BM_AVATAR_ROKU;Avatar Roku;;;;;;;;;;;;x
BM_AVATAR_ROKU_ERA;Avatar Roku;;;;;;;;;;;;x
BM_BM_AVATAR_ROKU_DESC;On the 16th birthday of Prince Sozin and his best friend Roku, the fire priests come and, in the midst of the festivities, announce Roku as the new Avatar. Roku must go away to learn to master the four elements, and Prince Sozin begins to be trained to rule the nation. Now the two best friends must go their separate ways.\n§YYou can start playing Roku only on the Era screen!§!;;;;;;;;;;;x
BM_SOZIN;Sozin's Coronation;;;;;;;;;;;;x
BM_SOZIN_ERA;Sozin's Coronation;;;;;;;;;;;;x
BM_SOZIN_ERA_INFO;With the passing of his father, Sozin was crowned as Fire Lord, leader of the advanced and prosperous Fire Nation. Meanwhile, the Earth Kingdom continues to fracture under the watch of yet another Earth King who is a mere puppet of Ba Sing Se's treacherous royal court. As Sozin's friend, Avatar Roku, travels the world to learn the four elements, a celestial body once again hurtles towards the world, a comet said to pass through the skies once a century, always bringing the greatest of change as it burns through the skies...;;;;;;;;;;;;x
BM_BM_SOZIN_DESC;With the passing of his father, Sozin was crowned as Fire Lord, leader of the advanced and prosperous Fire Nation. Meanwhile, the Earth Kingdom continues to fracture under the watch of yet another Earth King who is a mere puppet of Ba Sing Se's treacherous royal court. As Sozin's friend, Avatar Roku, travels the world to learn the four elements, a celestial body once again hurtles towards the world, a comet said to pass through the skies once a century, always bringing the greatest of change as it burns through the skies...;;;;;;;;;;;;x
BM_HUNDRED;The Hundred Year War;;;;;;;;;;;;x
BM_BM_HUNDRD_DESC;When Avatar Roku vanished, there was none left to oppose Firelord Sozin's ambitions to unite the entirety of the world under his rule. After decades preparing for total war, the Fire Nation struck in the cosmic event quickly becoming known as Sozin's Comet. With their firebending powers enhanced tenfold, the Fire Nation annihilated the Air Nomads in a merciless campaign that heralded the beginning of their great war.\n\nNow as the Fire Nation makes extraordinary gains against an unprepared Earth Kingdom, a new Avatar is nowhere to be found, believed perished with the Air Nomads. As the world descends into warfare unlike anything witnessed before, time will only tell if the Avatar ever returnsi?1;;;;;;;;;;;;x
BM_HUNDRED_ERA;Interregnum;;;;;;;;;;;;x
BM_AZULON;Azulon's Inheritance;;;;;;;;;;;;x
BM_BM_AZULON_DESC;Ever since Sozin invaded the Earth Kingdom, immeasurable bloodshed and destruction has spread across the globe. Now, the newly ascended Firelord Azulon knows the war his father started has dragged out longer than anyone thought possible. The Earth Kingdom has grown stronger and more unified under the military command of the Council of Five, an elite cadre of their best commanders. Meanwhile, in the freezing Arctic seas, the Fire Nation has suffering a humiliating defeat by the Northern Water Tribes. As the dream of global hegemony fades, Firelord Azulon is determined to prepare his people for a struggle that may outlast even his lifetime.;;;;;;;;;;;;x
BM_PRELUDE;Before the Storm;;;;;;;;;;;;x
BM_BM_PRELUDE_DESC;The war waged between Fire Nation and Earth Kingdom has now raged for almost ninety years. Despite the careful plans of Firelord Azulon, the war reaches yet another stalemate as his armies finally come within sight of Ba Sing Se's towering and unassailable walls. As skirmishes continue across the continent, the Earth Kingdom's strength cannot be broken as long as its great capital stands. Yet, maybe even this will not go unchallenged, as a new champion of the Fire Nation, Crown Prince Iroh, slayer of the last dragons, dreams of conquering the insurmountable.;;;;;;;;;;;;x
BM_IROH;Dragon of the West;;;;;;;;;;;;x
BM_BM_IROH_DESC;After decades of warfare and devastation, Azulon's wise rule has ensured the Fire Nation's continued victory in the war against the Earth Kingdom. Now, Azulon's son, Crown Prince Iroh prepares to launch a final siege of the great city of Ba Sing Se. Those towering walls which surround the Earth Kingdom capital have never been breached in all history, but Prince Iroh is perhaps one of the greatest commanders the Fire Nation has even seen, already widely known and feared as the infamous 'Dragon of the West'.;;;;;;;;;;;;x
BM_AIRBENDER;The Last Airbender;;;;;;;;;;;;x
BM_AIRBENDER_ERA;The Last Airbender;;;;;;;;;;;;x
BM_AIRBENDER_ERA_INFO;With the deaths of both Prince Lu-Ten and Firelord Azulon, the ruthless Prince Ozai has taken the title of Firelord as his nation almost reaches victory in a war that has almost now spanned a century. Despite the losses suffered in the failed Siege of Ba Sing Se, the Fire Nation's army has continued to advance, the Earth Kingdom strongholds falling one by one. Meanwhile, the Navy prepares itself to once again attempt an invasion of the Northern Water Tribe. An era of Fire Nation domination looks certain, but news spreads that not only has the missing Avatar returned, but is an Airbender, long thought extinct for almost a century.;;;;;;;;;;;;x
BM_BM_AIRBENDER_DESC;With the deaths of both Prince Lu-Ten and Firelord Azulon, the ruthless Prince Ozai has taken the throne as the Fire Nation almost reaches victory in a war that has now spanned a century. Despite the losses suffered in the failed Siege of Ba Sing Se, the Firelord's army has continued to advance, the Earth Kingdom strongholds falling one by one before them. Meanwhile, the Navy prepares itself to once again attempt an invasion of the Northern Water Tribe. An era of Fire Nation domination looks certain, but news spreads that not only has the missing Avatar returned, but is one of the Airbenders, a people long thought extinct since the early days of the war.;;;;;;;;;;;;x
BM_ZUKO;The Disharmony;;;;;;;;;;;;x
BM_BM_ZUKO_DESC;Avatar Aang has defeated Firelord Ozai, and the Firelord's once dishonoured son, Prince Zuko, has seized the throne and has declared an end to the long war between nations. In the wake of this sudden and unexpected peace, uncertainty grips the entire world. While the Avatar has returned, it is unknown whether this truce is but a short lull in a conflict that has lasted generations. The newly crowned Firelord Zuko faces ambitious enemies both at home and abroad, both in the form of his father's loyalists and the Earth Kingdom's unyielding opposition to the continued presence of Fire Nation colonies in their homeland.;;;;;;;;;;;;x
BM_REPUBLIC;The Republic;;;;;;;;;;;;x
BM_BM_REPUBLIC_DESC;After years of skirmishes and hostilities following the end of the Hundred Year War, stability is slowly beginning to return. To solve the crisis created by the Fire Nation's colonies in the Earth Kingdom, a solution has been reached in which a new nation would be created, independent of both countries. This United Republic of Nations would be ruled by a council composed of representatives from all nations, governed from the newly founded Republic City, and serve as a place where people of all nations can live in harmony.;;;;;;;;;;;;x
BM_LEGEND;Avatar Korra;;;;;;;;;;;;x
BM_LEGEND_ERA;Avatar Korra;;;;;;;;;;;;x
BM_LEGEND_ERA_INFO;After half a century of relative peace in the world, chaos again threatens the delicate balance. The Earth Kingdom which has stood for many millennia, has become a shadow of itself, as more and more territories break free of the tyrannical Earth Queen's rule. All this while a new, powerful militant group called the Equalists, emerge out of the continuing unrest in Republic City. Dissent grows around the world, and conflict appears certain. As the world edges closer to a new era, the successor to Avatar Aang, the young Avatar Korra, arrives in Republic City.;;;;;;;;;;;;x
BM_BM_LEGEND_DESC;After half a century of relative peace in the world, chaos again threatens the delicate balance. The Earth Kingdom which has stood for many millennia, has become a shadow of itself, as more and more territories break free of the tyrannical Earth Queen's rule. All this while a new, powerful militant group called the Equalists, emerge out of the continuing unrest in Republic City. Dissent grows around the world, and conflict appears certain. As the world edges closer to a new era, the successor to Avatar Aang, the young Avatar Korra, arrives in Republic City.;;;;;;;;;;;;x
BM_EMPIRE;The Earth Empire;;;;;;;;;;;;x
BM_BM_EMPIRE_DESC;After the assassination of the Earth Queen and the burning of Ba Sing Se, the Earth Kingdom ceased to be. With the Avatar once again absent from world affairs, the former territories and states of the Earth Kingdom have descended into anarchy. As lawlessness spreads across the continent, a charismatic and young commander by the name of Kuvira is quickly becoming known as the 'Great Uniter' after seizing control of the old capital of Ba Sing Se. Promising to bring order to a nation in chaos, Kuvira amasses more followers by the day. The world watches on with trepidation to see whether the Great Uniter will truly restore peace, or simply leave a trail of destruction.;;;;;;;;;;;;x
BM_CHIN;Fall of Chin;;;;;;;;;;;;x
BM_CHIN_ERA;Avatar Kyoshi;;;;;;;;;;;;x
BM_BM_CHIN_DESC;With the death of feared and renown tyrant Chin the Conqueror, his empire has shattered into innumerable fiefdoms and warlords fighting over what remains. These are times of turmoil, as while many kingdoms who swore allegiance to Chin declare their independence, the remnant of Chin's fearsome army desperately attempt to retain control of their dwindling territory. Amongst this chaos, Avatar Kyoshi has led her people to settle upon a newly created island named in honour of her victory over Chin. All while the Earth King in Ba Sing Se plans to reconquer his lost kingdom.;;;;;;;;;;;;x
BM_CHIN_ERA_INFO;Description;;;;;;;;;;;;x
BM_REBELLION;Ba Sing Se Rebellion;;;;;;;;;;;;x
BM_BM_REBELLION_DESC;The Earth King's attempt to reunite the entirety of the Earth Kingdom under his rule has gone spectacularly awry. As resistance from the many vassal kings and local nobility intensifies, the Kingdom's treasury is near empty, and the peasants in the great capital city of Ba Sing Se are rioting as new, harsh taxes are imposed. As the unrest continues, the Earth King has summoned Avatar Kyoshi to Ba Sing Se to resolve this crisis.;;;;;;;;;;;;x
BM_UNIFICATION;The Fire Nation;;;;;;;;;;;;x
BM_BM_UNIFICATION_DESC;Centuries ago, the once grand civilisation of the Sun Warriors began a slow and certain decline into extinction. Since then, the Fire Islands on which their kingdom once rested, have been a battleground between warlords and tribal chiefs warring for supremacy. That has all changed as one lord has taken control of a vast swathe of the main island, defeating the warlords there and establishing a new nation, a Fire Nation, with the sole objective of unifying all of the Fire Islands under his rule.;;;;;;;;;;;;x
BM_BM_SOZIN_DESC_FN;With the passing of his father, Sozin was crowned as Fire Lord, leader of the advanced and prosperous Fire Nation. Meanwhile, the Earth Kingdom continues to fracture under the watch of yet another Earth King who is a mere puppet of Ba Sing Se's treacherous royal court. As Sozin's friend, Avatar Roku, travels the world to learn the four elements, a celestial body hurtles towards the world, a comet that will usher in a new erai?1\n\nAs a noble in the Fire Nation, things have never been better. It is a time of peace and prosperity under the Firelord's rule, but rumour has it that the Firelord has ambitions to make his domain even greater. What change this will bring, and potential gains for us, is yet to be seen.;;;;;;;;;;;;x
BM_BM_SOZIN_DESC_WTS;With the passing of his father, Sozin was crowned as Fire Lord, leader of the advanced and prosperous Fire Nation. Meanwhile, the Earth Kingdom continues to fracture under the watch of yet another Earth King who is a mere puppet of Ba Sing Se's treacherous royal court. As Sozin's friend, Avatar Roku, travels the world to learn the four elements, a celestial body hurtles towards the world, a comet that will usher in a new erai?1\n\nAs a chief in the Southern Water Tribe, you could care less for the world's concerns. Life in the south is good, peaceful and prosperous as these  unforgiving frozen lands can be.;;;;;;;;;;;;x
BM_BM_SOZIN_DESC_WTN;With the passing of his father, Sozin was crowned as Fire Lord, leader of the advanced and prosperous Fire Nation. Meanwhile, the Earth Kingdom continues to fracture under the watch of yet another Earth King who is a mere puppet of Ba Sing Se's treacherous royal court. As Sozin's friend, Avatar Roku, travels the world to learn the four elements, a celestial body hurtles towards the world, a comet that will usher in a new erai?1\n\nAs a chief of the Northern Water Tribe, the outside world's affairs are of little interest. The great Moon and Ocean Spirits continue their eternal dance in the Spirit Oasis, and there is great harmony between Man and Spirits.;;;;;;;;;;;;x
BM_BM_SOZIN_DESC_EK;With the passing of his father, Sozin was crowned as Fire Lord, leader of the advanced and prosperous Fire Nation. Meanwhile, the Earth Kingdom continues to fracture under the watch of yet another Earth King who is a mere puppet of Ba Sing Se's treacherous royal court. As Sozin's friend, Avatar Roku, travels the world to learn the four elements, a celestial body hurtles towards the world, a comet that will usher in a new erai?1\n\nAs a noble of the Earth Kingdom, you are far too aware of the Earth King's total lack of authority beyond Ba Sing Se. You're family have fought long and hard to keep your lands free of banditry and ambitious neighbours. You can only hope that the arrival of a new Avatar means greater stability for the world.;;;;;;;;;;;;x
BM_BM_SOZIN_DESC_AN;With the passing of his father, Sozin was crowned as Fire Lord, leader of the advanced and prosperous Fire Nation. Meanwhile, the Earth Kingdom continues to fracture under the watch of yet another Earth King who is a mere puppet of Ba Sing Se's treacherous royal court. As Sozin's friend, Avatar Roku, travels the world to learn the four elements, a celestial body hurtles towards the world, a comet that will usher in a new erai?1\n\nFar from worldly concerns, the Air Temples are a place of peaceful sanctuary far away from conflict and struggle. The Temples eagerly await the arrival of Roku, as the new Avatar sets out to learn Airbending.;;;;;;;;;;;;x
BM_BM_SOZIN_DESC_T;With the passing of his father, Sozin was crowned as Fire Lord, leader of the advanced and prosperous Fire Nation. Meanwhile, the Earth Kingdom continues to fracture under the watch of yet another Earth King who is a mere puppet of Ba Sing Se's treacherous royal court. As Sozin's friend, Avatar Roku, travels the world to learn the four elements, a celestial body hurtles towards the world, a comet that will usher in a new erai?1\n\nYou and your tribe could care less for the Fire Nation, Earth Kingdom and Avatar. You have a simple goal, the continued survival of your tribe, but perhaps it is time to expand beyond these lands.;;;;;;;;;;;;x
BM_BM_SOZIN_DESC_FL;With the passing of his father, Sozin was crowned as Fire Lord, leader of the advanced and prosperous Fire Nation. Meanwhile, the Earth Kingdom continues to fracture under the watch of yet another Earth King who is a mere puppet of Ba Sing Se's treacherous royal court. As Sozin's friend, Avatar Roku, travels the world to learn the four elements, a celestial body hurtles towards the world, a comet that will usher in a new erai?1\n\nIt is clear to you that the Fire Nation is perhaps the greatest empire in history. For now, it enjoys a tranquil peace but it's loyal people would eagerly follow you as their Firelord to war if you so desired. The Earth Kingdom is weak and chaotic, perhaps in need of your strong leadership...;;;;;;;;;;;;x
BM_BM_SOZIN_DESC_EM;With the passing of his father, Sozin was crowned as Fire Lord, leader of the advanced and prosperous Fire Nation. Meanwhile, the Earth Kingdom continues to fracture under the watch of yet another Earth King who is a mere puppet of Ba Sing Se's treacherous royal court. As Sozin's friend, Avatar Roku, travels the world to learn the four elements, a celestial body hurtles towards the world, a comet that will usher in a new erai?1\n\nAs Earth King, you are all too aware of the machinations of the royal court and your Dai Li agents. Perhaps it is time for change, and for you to restore order and stability to your Kingdom. You will have to tread carefully however, as the Dai Li are always watching.;;;;;;;;;;;;x
BM_BM_HUNDRD_DESC_FN;Description;;;;;;;;;;;;x
BM_BM_HUNDRD_DESC_WTN;Description;;;;;;;;;;;;x
BM_BM_HUNDRD_DESC_WTS;Description;;;;;;;;;;;;x
BM_BM_HUNDRD_DESC_EK;Description;;;;;;;;;;;;x
BM_BM_HUNDRD_DESC_SB;Description;;;;;;;;;;;;x
BM_BM_HUNDRD_DESC_FL;Description;;;;;;;;;;;;x
BM_BM_HUNDRD_DESC_EM;Description;;;;;;;;;;;;x
