#CODE;ENGLISH;;;;;;;;;;x


## Trait Opinion 

eastern_air_nomad_opinion;Eastern Air Opinion;;;;;;;;;;x
southern_air_nomad_opinion;Southern Air Opinion;;;;;;;;;;x
western_air_nomad_opinion;Western Air Opinion;;;;;;;;;;x
new_air_nation_opinion;New Air Nation Opinion;;;;;;;;;;x
colonial_air_fire_opinion;Colonial Air Fire Opinion;;;;;;;;;;x
colonial_air_earth_opinion;Colonial Air Earth Opinion;;;;;;;;;;x
colonial_air_water_opinion;Colonial Air Water Opinion;;;;;;;;;;x

#Outlaw Culture Group#
outlaw_cultures_opinion;Outlaw Opinion;;;;;;;;;;x
pirate_culture_opinion;Pirate Opinion;;;;;;;;;;x

#Water Tribe Culture Group#
water_tribe_cultures_opinion;Water Tribe Opinion;;;;;;;;;;x
northern_water_culture_opinion;Northern Water Opinion;;;;;;;;;;x
southern_water_culture_opinion;Southern Water Opinion;;;;;;;;;;x
swampfolk_opinion;Swampfolk Opinion;;;;;;;;;;x
colonial_water_fire_opinion;Water Colonial Water Fire Opinion;;;;;;;;;;x
colonial_water_earth_opinion;Water Colonial Water Earth Opinion;;;;;;;;;;x
colonial_water_air_opinion;Water Colonial Water Air Opinion;;;;;;;;;;x

#Republic City Culture Group#
republic_city_culture_opinion;Republic Opinion;;;;;;;;;;x
republic_city_opinion;Republic City Opinion;;;;;;;;;;x
metal_clan_opinion;Metal Clan Opinion;;;;;;;;;;x


## RELIGIONS ##

## Earth Religions ##
way_of_chin_opinion;Way of Chin Opinion;;;;;;;;;;x
followers_of_kyoshi_opinion;Followers of Kyoshi Opinion;;;;;;;;;;x
omashuan_ethics_opinion;Omashuan Ethics Opinion;;;;;;;;;;x
ba_sing_se_cultural_heritage_opinion;Ba Sing Se Heritage Opinion;;;;;;;;;;x
the_divided_opinion;The Divided Opinion;;;;;;;;;;x
path_of_jin_wei_opinion;Path of Jin Wei Opinion;;;;;;;;;;x
path_of_wei_jin_opinion;Path of Wei Jin Opinion;;;;;;;;;;x
earth_monarchism_opinion;Earth Monarchism Opinion;;;;;;;;;;x
unificationism_opinion;Unificationism Opinion;;;;;;;;;;x
earth_spirituality_opinion;Earth Spirituality Opinion;;;;;;;;;;x
fortune_telling_opinion;Fortune Telling Opinion;;;;;;;;;;x
fortune_telling_reformed_opinion;Reformed Fortune Telling Opinion;;;;;;;;;;x
the_great_serpent_opinion;The Great Serpent Opinion;;;;;;;;;;x
the_great_serpent_reformed_opinion;The Reformed Great Serpent Opinion;;;;;;;;;;x


## Fire Religions ##
fire_spirituality_opinion;Fire Spirituality Opinion;;;;;;;;;;;x
fire_nation_imperialism_opinion;Fire Imperialism Opinion;;;;;;;;;;x
bhanti_spirituality_opinion;Bhanti Spirituality Opinion;;;;;;;;;;x
bhanti_spirituality_reformed_opinion;Reformed Bhanti Spirituality Opinion;;;;;;;;;;x
the_eternal_flame_opinion;The Eternal Flame Opinion;;;;;;;;;;x
the_eternal_flame_reformed_opinion;The Reformed Eternal Flame Opinion;;;;;;;;;;x


## Air Religions ##
air_acolytes_opinion;Air Acolytes Opinion;;;;;;;;;;x
air_acolytes_reformed_opinion;Reformed Air Acolytes Opinion;;;;;;;;;;x
air_spirituality_opinion;Air Spirituality Opinion;;;;;;;;;;x
nomadic_nihilism_opinion;Nomadic Nihilism Opinion;;;;;;;;;;x


## Water Religions ##
southern_spirituality_opinion;Southern Spirituality Opinion;;;;;;;;;;x
witchcraft_opinion;Shamanism Opinion;;;;;;;;;;x
witchcraft_reformed_opinion;Reformed Shamanism Opinion;;;;;;;;;;x
tui_and_la_opinion;Tui and La Opinion;;;;;;;;;;x
the_great_swamp_opinion;The Great Swamp Opinion;;;;;;;;;;x
the_great_swamp_reformed_opinion;The Reformed Great Swamp Opinion;;;;;;;;;;x

## Other Religions ##
pirate_faith_opinion;Tagaka's Legacy Opinion;;;;;;;;;;x
barbarism_opinion;Barbarism Opinion;;;;;;;;;;x
barbarism_reformed_opinion;Reformed Barbarism Opinion;;;;;;;;;;x
