
#Casus Bellis

successful_kidnapping;Successful Kidnapping;;;;;;;;;;;x
executed_water_bender;Executed Waterbenders;;;;;;;;;;;x
failed_invaders_repelled;Failed to Repel Invaders;;;;;;;;;;;x
successful_invaders_repelled;Successfully Repelled Invaders;;;;;;;;;;;x
successful_invaded_waterbenders;Successfully Invaded Waterbenders;;;;;;;;;;;x
failed_invaded_waterbenders;Failed to Invade Waterbenders;;;;;;;;;;;x
unsettled_blood_feud;Unsettled Blood Feud;;;;;;;;;;;x

# Decisions

reform_barbarism;Reform Barbarism;;;;;;;;;;;x
reform_barbarism_desc;Codify the beliefs of Barbarism as a true religion, and claim the title of high priest.;;;;;;;;;;;x
reform_barbarism_execute_benders;Total Waterbender Executions among Barbarian rulers must pass a specific threshold (§G[global_barbarism_executed_waterbenders.GetValue]§!/35);;;;;;;;;;;x

execute_waterbender;Sacrifice Waterbender;;;;;;;;;;;x
execute_waterbender_desc;A public spectacle of sacrifice will raise §Ymoral authority§!, pleasing the spirits of the forest and the people of your tribe.;;;;;;;;;;;x

execute_waterbender_normal_outcome_bad;a pathetic execution.;;;;;;;;;;;x
execute_waterbender_normal_outcome_neutral;a normal execution.;;;;;;;;;;;x
execute_waterbender_normal_outcome_good;a §PClever§! execution.;;;;;;;;;;;x
execute_waterbender_normal_desc;Execute the Waterbender by conventional means. More successful for §YCruel§!, §YWroth§!, §YAmbitious§! characters, with §Yhigh prestige§!. Worse for §YKind§!, §YShy§!, or §YContent§! characters, with §Ylow prestige§!.;;;;;;;;;;;x

execute_waterbender_earthbending_bad;a pathetic execution.;;;;;;;;;;;x
execute_waterbender_earthbending_neutral;a normal execution.;;;;;;;;;;;x
execute_waterbender_earthbending_good;a §GGruesome§! execution.;;;;;;;;;;;x
execute_waterbender_earthbending_desc;Execute the Waterbender with §GEarthbending§!. Success entirely depends on your §Ybending skill§!.;;;;;;;;;;;x

execute_waterbender_duel_outcome_bad;a pathetic duel.;;;;;;;;;;;x
execute_waterbender_duel_outcome_neutral;a normal duel.;;;;;;;;;;;x
execute_waterbender_duel_outcome_good;a §RBrutal§! duel.;;;;;;;;;;;x
execute_waterbender_duel_desc;Execute the Waterbender in a §Rduel§!. More successful for §YStrong§!, §YBrawny§!, and §YGiant§! characters, with §Yhigh personal combat§! and §Yhigh martial§!. Worse for §YWeak§!, §YFrail§!, characters, with §Ylow personal combat§! and §Ylow martial§!. Not available to §YCraven§! rulers.;;;;;;;;;;;x

execute_waterbender_sacrifice_outcome_bad;a pathetic sacrifice.;;;;;;;;;;;x
execute_waterbender_sacrifice_outcome_neutral;a normal sacrifice.;;;;;;;;;;;x
execute_waterbender_sacrifice_outcome_good;a §YRighteous§! sacrifice.;;;;;;;;;;;x
execute_waterbender_sacrifice_desc;Sacrifice the Waterbender to the §YGods§!! Success entirely depends on your §Ylearning§! and §YPiety§!. Not available to §YCynical§! rulers.;;;;;;;;;;;x

# Events

BAR.1.T;The First Example;;;;;;;;;;;x
BAR.1.D;The barbarians of the northern Earth Kingdom are alight with jubilant celebration over the execution of a waterbender in their midst. Drums beat and weapons are sharpened, making clear that this will be only the first of many. As the bodies mount, so too will the boldness of the barbarians - and the threat they pose to the Northern Water Tribe.;;;;;;;;;;;x
BAR.1.OPTA;The blood of benders will be our prize!;;;;;;;;;;;x
BAR.1.OPTB;These upstart savages will amount to nothing.;;;;;;;;;;;x

A_PUSH_BACK_TITLE;A Push Back;;;;;;;;;;;x
A_PUSH_BACK_DESC;Fed up with the incessant raids along the coastline, the barbarians of the northern Earth Kingdom have begun to push back, kidnapping and executing all water benders they come across. Although sparse, their attacks are vicious, and this ruthlessness is enough to spure soldiers to amass on their own accord, in hopes of fighting back against the tribal menace.;;;;;;;;;;;x
A_PUSH_BACK_BARBARISM_OPTION;We will take back our lands!;;;;;;;;;;;x
A_PUSH_BACK_WATERBENDER_OPTION;Petty tribals. They won't stand in our way.;;;;;;;;;;;x

A_SHOW_OF_FORCE;A Show of Force;;;;;;;;;;;x
A_SHOW_OF_FORCE_DESC;Emboldened by their success, the barbaric rulers of the northern Earth Kingdom have made their vendetta official -- they will settle for nothing less than the absolute routing of the Northern Water Tribe from their lands, and the extinction of waterbenders among their people. To that end, a new call to arms has been declared, and the righteous among the barbarian populace gather in preparation to retake the coastal land lost to the invaders.;;;;;;;;;;;x
A_SHOW_OF_FORCE_BARBARISM_OPTION;The time has come to drive out the invaders!;;;;;;;;;;;x
A_SHOW_OF_FORCE_WATERBENDER_OPTION;They don't understand who they're dealing with.;;;;;;;;;;;x

THE_REVERSE_INVASION;The Reverse Invasion;;;;;;;;;;;x
THE_REVERSE_INVASION_DESC;Having fought the enemy in their stolen lands, and learning from the technology abandoned in their retreat, the barbarian leaders of the northern Earth Kingdom have mastered shipbuilding, and intend to take their war to the Northern Water Tribe. Praying to their primitive forest spirits, they set sail in their simple boats, fully intending to drive their enemies to eradication.;;;;;;;;;;;x
THE_REVERSE_INVASION_BARBARISM_OPTION;Crush their walls! Shatter their cities!;;;;;;;;;;;x
THE_REVERSE_INVASION_WATERBENDER_OPTION;They seek to breach our walls? Pitiful.;;;;;;;;;;;x

PRIDE_OF_THE_NORTH;Pride of the North;;;;;;;;;;;x
PRIDE_OF_THE_NORTH_DESC;All along the northern coast of the Earth Kingdom, the Barbarian tribes swell with a well-earned pride. Having driven off their foes, and staged grand public executions of the ones they captured, the very culture of these primitive people has changed. Once seen as just a nuisance, now a true strength has emerged, and the gleam of a formidable nation begins to shine. The Water Tribes would do well to handle these savages, lest the situation reach a point of no return.;;;;;;;;;;;x
PRIDE_OF_THE_NORTH_BARBARISM_OPTION;We are a nation, and we shall be feared.;;;;;;;;;;;x
PRIDE_OF_THE_NORTH_WATERBENDER_OPTION;They're still just lawless barbarians.;;;;;;;;;;;x

A_HIGHER_CALLING;A Higher Calling;;;;;;;;;;;x
A_HIGHER_CALLING_DESC;Seeing resounding success in their campaign against the Water Tribes, the Barbarians of the North have reached a crossroad -- as their victories are a clear sign of divine favour, do they continue to pursue their ancient vendetta, and hold on to their hate? Or do they abandon their blood feud for a chance at forming a real nation, blessed by their strange forest spirits? Only the most pious among their rulers is fit to make such a decision, and the world waits with bated breath to see what emerges from the Barbarians' newfound piety.;;;;;;;;;;;x
A_HIGHER_CALLING_BARBARISM_OPTION;We must decide our fate.;;;;;;;;;;;x
A_HIGHER_CALLING_WATERBENDER_OPTION;They will never be a true nation.;;;;;;;;;;;x

EXECUTE_WATERBENDER_EVENT;Wanting to make a public show of your power, you drudge up one of your imprisoned Waterbenders. Surrounded by your advisors, you must decide the heathen's fate.;;;;;;;;;;;x
EXECUTE_WATERBENDER_EVENT_NORMAL;A simple execution will suffice.;;;;;;;;;;;x
EXECUTE_WATERBENDER_EVENT_EARTHBENDING;I will kill the prisoner with Earthbending!;;;;;;;;;;;x
EXECUTE_WATERBENDER_EVENT_DUEL;Three days from now, we shall duel!;;;;;;;;;;;x
EXECUTE_WATERBENDER_EVENT_SACRIFICE;We'll sacrifice this heretic to [Root.Religion.GetHighGodName]!;;;;;;;;;;;x

EXECUTE_WATERBENDER_NORMAL_BAD_EVENT;Not having the stomach for the gruesomeness of a bloody execution, you sentence the Waterbender to be hanged. The tribesfolk, hungry for brutality, seem unimpressed, and disperse shortly after the deed is done. Although satisfied with how you handled the situation, you can't help but feel you missed an opportunity to bring more people over to your side.;;;;;;;;;;;x
EXECUTE_WATERBENDER_EVENT_OPTION_BAD;It is finished.;;;;;;;;;;;x

EXECUTE_WATERBENDER_NORMAL_NEUTRAL_EVENT;Grabbing your axe, you bellow "I shall do the deed myself!". Marching to the center of camp, you see the squirming Waterbender, held down by your guards. Cursing their people and all they've done to yours, you lift the axe high before dropping it with a loud THUNK -- one swing is enough to leave your prisoner headless.;;;;;;;;;;;x
EXECUTE_WATERBENDER_EVENT_OPTION_NEUTRAL;A fine swing, if I do say so myself.;;;;;;;;;;;x

EXECUTE_WATERBENDER_NORMAL_GOOD_TITLE;The Boiling Pit;;;;;;;;;;;x
EXECUTE_WATERBENDER_NORMAL_GOOD_EVENT;With a vile glee, you announce to your prisoner their fate: to be boiled alive in scalding water. For a moment, hope washes over them. When the time finally comes, the Waterbender breaks their loose restraints, and begins the motions of bending. But you knew this would happen. You instructed the restraints loosened, and you are not so gullible to give your ancient foe a weapon so easily. Smiling in delight, you watch the bender desperately try to move the boiling oil, and relish their surprise moments later as they are shoved in with little resistance.;;;;;;;;;;;x
EXECUTE_WATERBENDER_EVENT_OPTION_GOOD;The price for looking down on us.;;;;;;;;;;;x

EXECUTE_WATERBENDER_EARTHBENDING_BAD_EVENT;Tying your prisoner to a stake at the center of the camp, you begin the arduous task of using your earthbending to pelt them to death with rocks. Your advisors ask if you need any help, and several hours in, the thought does sound very appealing. However, this task is your burden to bear. After an excruciating amount of time, you take stock of the corpse of the once-Waterbender. However, the sun has long since set, and most of the crowd has already gone home.;;;;;;;;;;;x
EXECUTE_WATERBENDER_EARTHBENDING_EVENT_OPTION_BAD;Where did everybody go?;;;;;;;;;;;x

EXECUTE_WATERBENDER_EARTHBENDING_NEUTRAL_EVENT;Your prisoner lays tied and buckled in-front of you, cursing your name and making other guttural noises, but you ignore these and assume your proper bending-form. Suddenly, two giant stone walls emerge from both sides of the Waterbender, and begin moving towards them at an alarming speed. It only takes a few moments before you hear a satisfying crunch, and blood begins to pool at the base of the now-single wall.;;;;;;;;;;;x
EXECUTE_WATERBENDER_EARTHBENDING_EVENT_OPTION_NEUTRAL;Executed with impunity!;;;;;;;;;;;x

EXECUTE_WATERBENDER_EARTHBENDING_GOOD_TITLE;The Casket of Stone;;;;;;;;;;;x
EXECUTE_WATERBENDER_EARTHBENDING_GOOD_EVENT;"Release the prisoner of their bindings," you coldly announce, to the surprise of those around you. Concerned at the command, but still bound in their obedience, your guards do it. The Waterbender stares at you confused, but only for a moment, as you lift an open palm and clench your fist, before pulling your entire arm down. The ground beneath them becomes unstable, and they begin to sink into the floor. Flailing, desperately trying to grab anything, the Waterbender tries to escape, but nothing can save them now. Eventually, the almost-liquified floor swallows their entire body, and as a final act of cruelty, you once again solidify the ground. So simple, yet so gruesome. You see even some of your own people wincing at the thought of being put into such a casket of stone.;;;;;;;;;;;x
EXECUTE_WATERBENDER_EARTHBENDING_EVENT_OPTION_GOOD;Simply a master demonstrating their craft.;;;;;;;;;;;x

EXECUTE_WATERBENDER_DUEL_BAD_EVENT;To ensure victory, you tell your advisors the night before to break the Waterbender's arms and legs. Despite this, the match is somehow still even -- your frail body versus their intentionally broken one. At the end, you emerge victorious, but the victory is pyrrhic, at best. All across the tribe, people mock the chief who could barely hold their own against a prisoner with shattered bones.;;;;;;;;;;;x
EXECUTE_WATERBENDER_EVENT_DUEL_OPTION_BAD;Well I won, didn't I?!;;;;;;;;;;;x

EXECUTE_WATERBENDER_DUEL_NEUTRAL_EVENT;The morning of the duel comes, and you feel confident in your victory. The Waterbender is slightly drugged, but not enough that it would be obvious to the crowd. Once the fight starts, you feel the true heat of battle -- there is no bending present, only raw strength, as it should be. After almost an hour of combat, your opponent falls to the ground, and you deliver the finishing blow.;;;;;;;;;;;x
EXECUTE_WATERBENDER_EVENT_DUEL_OPTION_NEUTRAL;Bow to my strength!;;;;;;;;;;;x

EXECUTE_WATERBENDER_DUEL_GOOD_TITLE;The Wall of Meat;;;;;;;;;;;x
EXECUTE_WATERBENDER_DUEL_GOOD_EVENT;Your advisors ask if you want to make any... preparations... on the prisoner before your duel, but you brush them off -- cheating is for weaklings, not those fit to rule. When the day of the fight finally arrives, the Waterbender stares in abject horror at the absolute wall of meat and muscle approaching them. The fight doesn't last long -- grabbing your opponent by the head, you lift them into the air. Pushing your other hand against their temple, you squeeze until you hear a grisly crack. The crowd didn't expect to see a beheading today, but by god, you gave them one.;;;;;;;;;;;x
EXECUTE_WATERBENDER_EVENT_DUEL_OPTION_GOOD;Pathetic.;;;;;;;;;;;x

EXECUTE_WATERBENDER_SACRIFICE_BAD_EVENT;Few showed up to the morning's sacrifice, as your impiety is well known among the populace, and even the most fanatic priests refused to believe this was anything more than a show. Not gaining yourself any traction with your tribe, you begin thinking that even with the best intentions, playing the part of shaman might not be right for you.;;;;;;;;;;;x
EXECUTE_WATERBENDER_EVENT_SACRIFICE_OPTION_BAD;The life of the clergy bores me.;;;;;;;;;;;x

EXECUTE_WATERBENDER_SACRIFICE_NEUTRAL_EVENT;As the ceremony commences, the humdrum chanting of the clergymen is complemented by the screams of the burning Waterbender. Looking over your tribe, you see you've pulled in a decent crowd, ready to watch a violent end to their ancient enemy. You might not be the most pious, but it lifts the spirits of those around you to see that, given so many options for execution, you chose you to make it a religious affair. Perhaps it's not too late to court [Root.Religion.GetRandomGodName] to your side?;;;;;;;;;;;x
EXECUTE_WATERBENDER_EVENT_SACRIFICE_OPTION_NEUTRAL;[Root.Religion.GetRandomGodName] will know I respect them.;;;;;;;;;;;x

EXECUTE_WATERBENDER_SACRIFICE_GOOD_TITLE;The Blessed Visitation;;;;;;;;;;;x
EXECUTE_WATERBENDER_SACRIFICE_GOOD_EVENT;Everyone seems to be in good spirits for today's offering -- as they should, as you have spared no expense. For the glory of [Root.Religion.GetHighGodName], you have set out a grand feast, as a display of the bounty of your faith. Within the crowds, your priests are on patrol, entertaining the children with stories and proselytizing the adults. When the time finally comes to burn the Waterbender, you set the flame at their feet, only to see it immediately rise into an unnatural pillar of fire, the sounds of Spirits cackling and howling in delight all around it. When the flame dies down, all that remains are charred bones. So overwhelmed with what was witnessed, the crowd is silent, until finally the priests begin chanting "A Blessed Visitation! A Blessed Visitation!".;;;;;;;;;;;x
EXECUTE_WATERBENDER_EVENT_SACRIFICE_OPTION_GOOD;A blessed visitation!;;;;;;;;;;;x

REFORM_BARBARISM_OLD_WAYS_DESC;And so the barbarians in the north, successful in their campaign against the Waterbenders of the Northern Water Tribe, have decreed their hate be codified into their faith. Choosing to venerate the old ways, their once-coastal raids have turned into a full-fledged Holy War against Waterbenders across the world. Sailing beyond the icy lands of the north, these barbarians find themselves pillaging the coast of the Serpent's Pass, delving deep into the Swamp, and even plundering their enemy's sister tribe in the south. To their ancient foes, there shall be no sanctuary.;;;;;;;;;;;x

REFORM_BARBARISM_NEW_PATH_DESC;And so the barbarians in the north, successful in their campaign against the Waterbenders of the Northern Water Tribe, have decreed their blood feud come to an end. Having so badly beaten their opponents that they seem a non-threat, these savages look to the south for new lands to conquer. Although it feels like like a part of their culture has been forsaken, in truth, a new, proud people have emerged from the once blood-addled populace. These warriors seek new horizons, and are eager to settle lands beyond the mountains they've always known.;;;;;;;;;;;x

REFORM_BARBARISM_NEITHER_DESC;And so the barbarians in the north, successful in their campaign against the Waterbenders of the Northern Tribe, have been transformed by their wars. No longer defined by their hatred nor by their triumph, their blood-soaked history has already been consigned to naught but memories and legends. The new faith, codified into a single text, makes little mention of waterbenders. The Barbarians have reached an accord with the spirits, and seek only to please them and their clansmen, in whatever way they now understand.;;;;;;;;;;;x

BARBARIAN_REFORM_BARBARIAN;Our future is bright.;;;;;;;;;;;x
BARBARIAN_REFORM_WATERBENDER;Will they come to haunt our shores again?;;;;;;;;;;;x
BARBARIAN_REFORM_NEITHER;What a troubled place that region is.;;;;;;;;;;;x

BAR.7.T;The Barbarian Fleet;;;;;;;;;;;x
BAR.7.D;Emboldened by the victories of their new faith, the Warchief of the Barbarians has ordered a great fleet constructed. Blessed by the spirits they worship and manned by their warrior-priests, the Waterbenders they seek to sacrifice will never be out of reach again!;;;;;;;;;;;x
BAR.7.OPTA;They cannot escape us now.;;;;;;;;;;;x
BAR.7.OPTB;We must ensure our shores are prepared.;;;;;;;;;;;x

BAR.8.T;Barbarian Honour Guard;;;;;;;;;;;x
BAR.8.D;The Barbarian crusade against Waterbenders wages ever on. Tested in many battles and clad in the heavy metal taken in countless raids, a cadre of elite veteran warriors have pledged themselves to the service of the Barbarian Warchief. These brutal souls have been organised into a personal honour guard - and for every one that falls, another ten seem ready to take their place.;;;;;;;;;;;x
BAR.8.OPTA;They honour themselves!;;;;;;;;;;;x
BAR.8.OPTB;But can they stand up to our Bending arts?;;;;;;;;;;;x

BAR.9.T;Oceans of Blood;;;;;;;;;;;x
BAR.9.D;Towns on the North and South Pole lie abandoned. The waters of the Foggy Swamp are clogged with putrid and bloating bodies. Only the howling wind and the hollow laughter of dark spirits fill these places now. The Barbarians have forced the rivers and seas the Waterbenders once called home to run red with the blood. The power of the Barbarians is unmatched. Every day, entire towns pledge themselves to their way of life - lest they become the next nation to be wiped from the Earth.;;;;;;;;;;;x
BAR.9.OPTA;They are right to fear us.;;;;;;;;;;;x
BAR.9.OPTB;These are our final days.;;;;;;;;;;;x

# MISC

d_barbarism_high_priesthood;High Priesthood;;;;;;;;;;;x
BARBARIAN_KING;Warchief;;;;;;;;;;;x
BARBARIAN_QUEEN;Warchief;;;;;;;;;;;x
BARBARIAN_KING_FOA;My Warchief;;;;;;;;;;;x
