#code;ENGLISH;;;;;;;;;;x

aang_bloodline_desc;Avatar Aang was the Avatar succeeding Roku. He was frozen in ice during the first 100 years of the Great March on Civilization started by Firelord Sozin. He later defeated the Firelord and restored balance to the world.;;;;;;;;;;x

roku_bloodline;Blood of Avatar Roku;;;;;;;;;;x
roku_bloodline_desc;Avatar Roku was the Avatar succeeding Kyoshi. He failed to stop his old friend, Firelord Sozin's expansion and it led directly to the Hundred Year War.;;;;;;;;;;x

takahama_bloodline;Blood of Avatar Kyoshi;;;;;;;;;;x
takahama_bloodline_desc;Avatar Kyoshi was the Avatar succeeding Kuruk. During her tenure as Avatar, she stabilised the Earth Kingdom by putting down various rebellions and later compromised with the Earth King to create a new constitution, as well as founding the infamous Dai Li.;;;;;;;;;;x

kuruk_bloodline;Blood of Avatar Kuruk;;;;;;;;;;x
kuruk_bloodline_desc;Avatar Kuruk was the Avatar succeeding Yangchen. He lived in a time of peace between the Four Nations due to his predecessor, but fought with many Dark Spirits in secrecy. Due to a condition he developed while fighting these Dark Spirits, he lived a hedonistic lifestyle in order to cope and was perceived as a useless Avatar due to his neglect of international diplomacy. He later died at the young age of 33, leaving behind a world in strife and chaos.;;;;;;;;;;x

yangchen_bloodline;Blood of Avatar Yangchen;;;;;;;;;;x
yangchen_bloodline_desc;Avatar Yangchen was the Avatar succeeding Szeto. During her tenure, she was eager to make a difference in the world despite her inexperience, eventually becoming a respected figure. She was hailed for her wisdom, determination, and power.;;;;;;;;;;x

salai_bloodline;Blood of Salai;;;;;;;;;;x
salai_bloodline_desc;Avatar Salai was the Avatar preceeding Szeto. He was remembered as one of the greatest avatars who ever lived, inspiring even Yangchen and Kyoshi.;;;;;;;;;;x

szeto_bloodline;Blood of Szeto;;;;;;;;;;x
szeto_bloodline_desc;Avatar Szeto was the Avatar succeeding Salai. Szeto helped the Fire Nation through a period of great crisis with economic and political reforms. His wisdom was respected by all nations, although some saw his focus on the Fire Nation as favouritism.;;;;;;;;;;x

generic_avatar_bloodline;Blood of Avatar [This.Founder.GetFirstName];;;;;;;;;;x
generic_avatar_bloodline_desc;Avatar [This.Founder.GetFirstName] was the Avatar, master of the four elements, and boundary between the spirit and material world.;;;;;;;;;;x

avatar_killer_bloodline;Sin-Smeared Blood of [This.Founder.GetTitledFirstNameWithNick];;;;;;;;;;x
avatar_killer_bloodline_desc;The death of the Avatar at the hands of [This.Founder.GetTitledFirstName] has left a permanent stain on [This.Founder.GetHisHer] dynasty. While those who opposed the Avatar are pleased, the rest of the world recoils in horror and hatred in equal measure.;;;;;;;;;;x


#Events ##TODO: move these! AND DELETE THE METAL ONE, MY GOODNESS
EVTTITLEbender_bloodlines.3;[bloodline_metalbending_ancestor.GetFirstName] "Metalbending Founder";;;;;;;;;;x
EVTDESCbender_bloodlines.3;On [bloodline_metalbending.GetFoundationDate], your ancestor [bloodline_metalbending_ancestor.GetFirstNameWithNick] became the first known metalbender, a legendary feat of earthbending. Perhaps a long forgotten art, or perhaps undiscovered entirely, [bloodline_metalbending_ancestor.GetFirstName] believed [bloodline_metalbending_ancestor.GetHerHis] new-found mastery would benefit not just the Earth Kingdom, but the entire world.;;;;;;;;;;x
EVTOPTbender_bloodlines.3;I will keep [bloodline_metalbending_ancestor.GetHerHis] legacy alive;;;;;;;;;;x

EVTDESCbender_bloodlines.10;As a descendant of the Rakurai family, you have a chance to inherit the ability to bend lightning.;;;;;;;;;;x
EVTOPTbender_bloodlines.10;This is our privilege;;;;;;;;;;x

EVTTITLEbender_bloodlines.1;Blood of Chin;;;;;;;;;;x
EVTDESCbender_bloodlines.1;Chin was the most ambitious conqueror the Earth Kingdom had ever seen. He sought to unite the fractured Earth Kingdom and he did so with great success until his death at the hands of Avatar Kyoshi.;;;;;;;;;;x
EVTOPTbender_bloodlines.1;Can I live up to Chin's dream?;;;;;;;;;;x

EVTTbender_bloodlines.2;Avatar [Root.GetFirstName];;;;;;;;;;x
EVTDESCbender_bloodlines.2;Avatar [Root.GetFirstName] has completed [Root.GetHerHis] training. [Root.GetSheHeCap] traveled all over the world, from the Water Tribes to the Earth Kingdom, from the Fire Nation to the Air Nomads, where [Root.GetSheHe] learned from the best masters of water, earth, fire, and air magic.\n[Root.GetSheHeCap] is now a true Avatar, and [Root.GetHerHis] name will be remembered along with the names of Szeto, Yangchen, Kuruk, and Kyoshi.;;;;;;;;;;x
EVTOPTbender_bloodlines.2;This is just the beginning;;;;;;;;;;x

EVTTITLEbender_bloodlines.11;Blood of the Sun;;;;;;;;;;x
EVTDESCbender_bloodlines.11;After some deep meditation, you realize that you are a true Sun Warrior. Your ancestors were the first to master the art of firebending directly from the dragons..;;;;;;;;;;x
EVTOPTbender_bloodlines.11;I am a true Sun Warrior after all.;;;;;;;;;;x

BLOODEV.4.D;My Sin-Smeared blood makes me many enemies, but for a select few, it inspires a level of fanaticism that could only be aspired to by most. Today, one of those fanatics arrived in my court - an exceptional soldier and strategist, who pledges themselves to my service.;;;;;;;;;;x
BLOODEV.4.OPTA;They will make a fine addition to my officer corps.;;;;;;;;;;x
BLOODEV.5.D1;Being a young [Root.GetLordLady] is hard at the best of times, but its even harder for one with Sin-Smeared blood. The other children who aren't afraid of being near me choose to mock me instead, and my vassals are always saying such mean things when they think I can't hear. Some days, it seems like everyone hates me.;;;;;;;;;;x
BLOODEV.5.D2;Being the [Root.GetTitle] is rarely easy, but it's harder for one with Sin-Smeared blood. My vassals conspire against me, my courtiers slander me - even children stare and whisper when they see me. Some days, it seems like everyone hates me.;;;;;;;;;;x
BLOODEV.5.OPTA;If I cannot be loved, I will be feared!;;;;;;;;;;x
BLOODEV.5.OPTB;I'm tainted. I deserve everything they do;;;;;;;;;;x
BLOODEV.5.OPTC;The next person to slander me gets punched!;;;;;;;;;;x
BLOODEV.5.OPTD;I should go to my chambers and ignore them;;;;;;;;;;x
BLOODEV.6.D;While I pledge myself to live according to the examples set out by the Avatar, my fellow Followers regard me with suspicion or outright hostility. My blood is Sin-Smeared, and they never let me forget it. Is this to be my life, being hated for who I am, not how I try to live? How do I show people I'm more than my bloodline?;;;;;;;;;;x
BLOODEV.6.OPTA;By forgiving them, even when its hard;;;;;;;;;;x
BLOODEV.6.OPTB;I'll forego some niceities to make amends;;;;;;;;;;x
BLOODEV.6.OPTC;Dedicating time and effort to charity should do it;;;;;;;;;;x
BLOODEV.6.OPTD;I've done all I can...;;;;;;;;;;x
BLOODEV.6.OPTE;Maybe they're right. Maybe I do want them all dead!;;;;;;;;;;x
BLOODEV.7.D;A band of Kyoshi Warriors has arrived at court today. When they called for me to step forward, I feared it was to admonish me. Instead, they kneeled. Apparently word of my virtues has reached them, and they offer me an unimagineable blessing: to be redeemed. My blood, they say, is free of any evil - and it won't be held against me or my descendants.;;;;;;;;;;x
BLOODEV.7.OPTA;I'm finally free;;;;;;;;;;x
BLOODEV.7.OPTB;I can't erase the past, only try to rise above it;;;;;;;;;;x
