watertribeDESC.15;An envoy from the Water Tribes was recently intercepted in Fire Nation waters, attempting to deliver a message from a [From.GetTitledFirstName] to you. [From.GetTitledFirstName] knows the Fire Nation's victory is inevitable and offers us an alliance. While many among the Court and the Military loathe the idea of allying tribals, [From.GetTitledFirstName] could prove a useful ally in future wars against the Water Tribe.;;;;;;;;;;;;x
watertribeDESC.16;After months of silence, our envoy has returned from the Fire Nation, carrying a letter from the Firelord! It appears, [From.GetTitledFirstName] has seen the value of an alliance between our peoples. With this, we have secured the future for our Tribe. We must tread carefully though, for no doubt whispers of this alliance will spread to our fellow, less enlightened, Chieftains.;;;;;;;;;;;;x
watertribeDESC.17;After months of silence, our envoy has returned from the Fire Nation, carrying a letter from the Firelord! It appears, [From.GetTitledFirstName] has insulted us, dismissing all possibility of any alliance or truce.;;;;;;;;;;;;x
watertribeDESC.18;After months of silence, our envoy has returned from the Fire Nation, carrying a letter from the Firelord and a gift in appreciation of our new alliance! [From.GetTitledFirstName] suggests we take a strong hand in forging peace between our two nations, and has offered ready assistance to help us subdue our neighbouring Chieftains who may not share our ideals of peace.;;;;;;;;;;;;x
watertribeDESC.19;INSERT;;;;;;;;;;;;x
watertribeDESC.20;INSERT;;;;;;;;;;;;x
watertribeDESC.21;INSERT;;;;;;;;;;;;x
watertribeDESC.22;INSERT;;;;;;;;;;;;x
watertribeDESC.23;INSERT;;;;;;;;;;;;x
watertribeDESC.24;INSERT;;;;;;;;;;;;x
watertribeDESC.25;INSERT;;;;;;;;;;;;x
watertribeDESC.26;INSERT;;;;;;;;;;;;x
watertribeDESC.27;INSERT;;;;;;;;;;;;x
watertribeDESC.28;INSERT;;;;;;;;;;;;x
watertribeDESC.29;INSERT;;;;;;;;;;;;x
watertribeDESC.30;INSERT;;;;;;;;;;;;x
watertribeDESC.31;Ever since we defeated the Air Nomads and their Avatar, the threat of an Avatar emerging from the Water Tribes has proven a daunting possibility. Our advisors have made plans to deal with the eventuality, but perhaps contacting your allies there may prove fruitful?;;;;;;;;;;;;x
watertribeDESC.32;INSERT;;;;;;;;;;;;x
watertribeDESC.33;INSERT;;;;;;;;;;;;x
watertribeDESC.34;INSERT;;;;;;;;;;;;x
watertribeDESC.35;INSERT;;;;;;;;;;;;x
watertribeDESC.36;INSERT;;;;;;;;;;;;x
watertribeDESC.37;INSERT;;;;;;;;;;;;x
watertribeDESC.38;INSERT;;;;;;;;;;;;x
watertribeDESC.39;INSERT;;;;;;;;;;;;x
watertribeDESC.40;INSERT;;;;;;;;;;;;x
watertribeDESC.41;INSERT;;;;;;;;;;;;x
watertribeDESC.42;INSERT;;;;;;;;;;;;x
watertribeDESC.43;INSERT;;;;;;;;;;;;x
watertribeDESC.44;INSERT;;;;;;;;;;;;x
watertribeDESC.45;INSERT;;;;;;;;;;;;x
watertribeDESC.46;INSERT;;;;;;;;;;;;x
watertribeDESC.47;INSERT;;;;;;;;;;;;x
watertribeDESC.48;INSERT;;;;;;;;;;;;x
watertribeDESC.49;INSERT;;;;;;;;;;;;x
watertribeDESC.50;INSERT;;;;;;;;;;;;x
watertribeOPT.1;Our warriors should prepare themselves for the journey.;;;;;;;;;;;;x
watertribeOPT.2;Surely, they can't rule us from the other side of the world? ;;;;;;;;;;;;x
watertribeOPTA.3;We will emerge victorious one day.;;;;;;;;;;;;x
watertribeOPTB.3;The South will always remain free.;;;;;;;;;;;;x
watertribeOPTA.4;A great victory for our people!;;;;;;;;;;;;x
watertribeOPTB.4;Their victory will be short lived.;;;;;;;;;;;;x
watertribeOPT.5;It is time our tribe become an empire!;;;;;;;;;;;;x
watertribeOPT.6;I will keep an eye on [From.GetTitledFirstName].;;;;;;;;;;;;x
watertribeOPT.7;I am the Chief of Chiefs, ruler of all the Water Tribe.;;;;;;;;;;;;x
watertribeOPTA.8;I'm sure [From.GetTitledFirstName] is proud.;;;;;;;;;;;;x
watertribeOPTB.8;We'll one day free ourselves from Northern rule!;;;;;;;;;;;;x
watertribeOPT.9;With luck, our envoy will be swift.;;;;;;;;;;;;x
watertribeOPTA.10;We need allies in such desperate times.;;;;;;;;;;;;x
watertribeOPTB.10;I have no need of these Tribals to defend my Kingdom.;;;;;;;;;;;;x
watertribeOPTA.11;Expel them back to their wasteland.;;;;;;;;;;;;x
watertribeOPTB.11;A sound suggestion. Have them all executed.;;;;;;;;;;;;x
watertribeOPT.12;Together, we'll stand a chance of defeating those wretched Firebenders.;;;;;;;;;;;;x
watertribeOPTA.13;Spirits curse the fool!;;;;;;;;;;;;x
watertribeOPTB.13;Perhaps the Firelord would be a better ally after all...;;;;;;;;;;;;x
watertribeOPT.14;Hopefully this gambit will succeed. ;;;;;;;;;;;;x
watertribeOPTA.15;They might prove useful allies.;;;;;;;;;;;;x
watertribeOPTB.15;Bah, we have no need of savages.;;;;;;;;;;;;x
watertribeOPTC.15;Such an 'alliance' may be fruitful. We shall offer a gift of friendship.;;;;;;;;;;;;x
watertribeOPT.16;It always pays to be on the winning side.;;;;;;;;;;;;x
watertribeOPT.17;Ungrateful fool.;;;;;;;;;;;;x
watertribeOPT.18;It seems we made the right choice!;;;;;;;;;;;;x
oasis_pilgrimage;Visit the Spirit Oasis;;;;;;;;;;;;x
oasis_pilgrimage_desc;It is said within the Spirit Oasis at the heart of the Northern Water Tribe, the great Spirits known as Tui and La dwell, circling one for eternity. Forever have the Spirits of the Moon and Ocean guided and protected our people. Surely, at least once a lifetime, the leader of our tribe should visit their sanctuary to offer proper thanks.;;;;;;;;;;;;x
watertribeDESC.100;The time has come to set out to visit the Spirit Oasis and offer thanks to the Spirits. In the meantime, you will leave leadership of your people in the hands of another until you return.;;;;;;;;;;;;x
watertribeOPT.100;It shouldn't be that long a journey.;;;;;;;;;;;;x
watertribeDESC.102;The vast distance between your home and the great Spirit Oasis demanded that you travel by sea through the treacherous northern waters. Thankfully however, the sea is merciful and your ship continues it's journey without danger.;;;;;;;;;;;;x
watertribeOPTA.102;We are lucky to sail in such calm weather.;;;;;;;;;;;;x
watertribeOPTB.102;We must offer tribute to Tui and La for this safe passage.;;;;;;;;;;;;x
watertribeDESC.103;The vast distance between your home and the great Spirit Oasis demanded that you travel by sea through the treacherous northern waters. When storm clouds gather in the distance, your crew grow ever more anxious to go onwards. The captain suggests a traditional gift to the Ocean Spirit would calm the crew's nerves.;;;;;;;;;;;;x
watertribeOPTA.103;Very well, a tribute must be made.;;;;;;;;;;;;x
watertribeDESC.104;The vast distance between your home and the great Spirit Oasis demanded that you travel by sea through the treacherous northern waters. When a storm catches your ship mid-journey, a great deal of crew and supplies are lost. While you survive, your delayed arrival and dwindling food bring you a painful sickness.;;;;;;;;;;;;x
watertribeOPTA.104;I'm just glad to have survived...;;;;;;;;;;;;x
watertribeDESC.105;After a long journey, you finally arrive in the magnificent city at the heart of the Northern Water Tribe, home to the great Spirit Oasis. Here, a great many merchants from both the Tribe itself and the lands beyond gather to trade. Surely, taking some time to have a look at their wares wouldn't be amiss?;;;;;;;;;;;;x
watertribeDESCA.105;It is no greater honour to rule the magnificent city at the heart of the Northern Water Tribe, home to the great Spirit Oasis. Here, a great many merchants from both the Tribe itself and the lands beyond gather to trade. Surely, taking some time to have a look at their wares wouldn't be amiss?;;;;;;;;;;;;x
watertribeOPTA.105;I have no interest in purchasing trinkets on this occasion.;;;;;;;;;;;;x
watertribeOPTB.105;Perhaps I could acquire a few luxuries while I'm here?;;;;;;;;;;;;x
watertribeOPTC.105;Perhaps a gift to bring home to my dear [Root.GetHusbandWifeOpp]?;;;;;;;;;;;;x
watertribeDESC.106;After a long journey, you finally arrive in the magnificent city at the heart of the Northern Water Tribe, home to the great Spirit Oasis. From here, the Chief of the Northern Tribe rules from a splendid palace. While you are within the city, it might be diplomatic to pay a visit.;;;;;;;;;;;;x
watertribeDESCA.106;It is no greater honour to rule the magnificent city at the heart of the Northern Water Tribe, home to the great Spirit Oasis. In your recent preparations for your ritual visit to the Oasis to honour the Spirits, you feel there could be a greater sense of festivity.;;;;;;;;;;;;x
watertribeDESCB.106;After a long journey, you finally arrive in the magnificent city at the heart of the Northern Water Tribe, home to the great Spirit Oasis. Once, the Chief of the North ruled this city and protected the Oasis, but now, it has fallen into the hands of miscreants who know no gratitude to the Spirits.;;;;;;;;;;;;x
watertribeOPTA.106;Yes, this is a cause for great celebration!;;;;;;;;;;;;x
watertribeOPTB.106;This is a time to honour the Spirits, not distract ourselves.;;;;;;;;;;;;x
watertribeOPTC.106;I shall merely admire such a grand city...;;;;;;;;;;;;x
watertribeOPTD.106;Yes, a visit to the ruling chief would be a good idea.;;;;;;;;;;;;x
watertribeOPTE.106;One day this city should be freed from their tyranny.;;;;;;;;;;;;x
watertribeTITLE.200;Water Tribe Expansion;;;;;;;;;;;;x
watertribeDESCA.200;Word is spreading of a great victory over the Earthbenders, as [From.GetTitledFirstName] has defeated them on their own territory, beating the forces of one of their leaders known as [Root.GetTitledFirstName]. There hasn't been a Tribe who've held territory beyond the Arctic regions for centuries, but [From.GetTitledFirstName] has accomplished this feat. Whether or not this conquered territory remains held is in doubt, but if it can be done, it would signify to the whole word that the Water Tribe's strength is unquestionable.;;;;;;;;;;;;x
watertribeDESCB.200;News is spreading through the Earth Kingdom of the defeat of [Root.GetTitledFirstName] and [Root.GetHerHis] forces at the hands of a Water Tribe leader known as [From.GetTitledFirstName]. Through trickery or luck, these Tribals have apparently managed this victory, conquering the rightful lands of the Earth Kingdom. Many of the nobility agree that these Tribals should not get too used to unfrozen land, for it won't be long until they are driven back from whence they came.;;;;;;;;;;;;x
watertribeDESCC.200;News has reached us from across the seas that there has been a startling upset in the Earth Kingdom. The tribal forces of [From.GetTitledFirstName] have recently dealt a defeat to an Earth Kingdom noble named [Root.GetTitledFirstName], the Water Tribe Chief not just defeating [Root.GetHerHis] forces, but seizing Earth Kingdom territory itself. Perhaps it is not a question of if, but rather when [From.GetTitledFirstName] will lose control of this conquered territory to the native lords. If these gains aren't reversed however, it could signify how powerful the Water Tribes are growing in military strength.;;;;;;;;;;;;x
watertribeOPTA.200;There are many conquests to come!;;;;;;;;;;;;x
watertribeOPTB.200;An interesting development.;;;;;;;;;;;;x
watertribeOPTC.200;Those Tribals will not hold our land for long!;;;;;;;;;;;;x
watertribeOPTD.200;Startling news?;;;;;;;;;;;;x



begin_water_tribe_offensive;Begin Water Tribe Offensive;;;;;;;;;;;;x
begin_water_tribe_offensive_desc;Once we unite the Northern Water Tribe, we can begin conquering the coastline on the mainland.;;;;;;;;;;;;x
begin_water_tribe_offensive_tooltip;Unlocks §YCoastal Conquest§! casus belli for all §YTui and La§! rulers.\nGrants a small stack of raiders and galleys for all count-tier and higher §YTui and La§! rulers.;;;;;;;;;;;;x

found_healing_hut_north_decision;Found Healing Hut;;;;;;;;;;;x;;
found_healing_hut_north_decision_desc;Healers have always been part of our culture. With the right authority, they can be organized into a proper school to teach healing.;;;;;;;;;;;x;;
founded_healing_hut_north_tooltip;Creates the §YHealing Hut§! society.\nIf this decision is made by a female waterbender, she will become the Grandmaster of the society.;;;;;;;;;;;x;;

watertribe_offensive_declaration;With the Northern Water Tribes united behind you, your hunger for conquest turns upon the mainland. Though its walls are impeccable, the Earth Kingdom itself is rife with cracks -- false kings and paralyzing corruption leave territories outside of Ba Sing Se almost defenseless. The only answer to this weakness is a full-fledged coastal assult, to invade lands more fit for rule by your waterbending brethren.;;;;;;;;;;;x;;
watertribe_offensive_declaration_title;Coastal Conquest;;;;;;;;;;;x;;
watertribe_offensive_declaration_option;Let our warriors crash like a wave against them!;;;;;;;;;;;x;;

watertribe_offensive_free_troops;You awake to the unmistakable sound of the rabble of the soldiery. It seems as though the chief of your tribe has called for a full-fledged assault on the mainland, and a band of ambitious raiders has arrived to serve you!;;;;;;;;;;;x;;
watertribe_offensive_free_troops_conquest_option;We shall conquer Ba Sing Se itself!;;;;;;;;;;;x;;
watertribe_offensive_free_troops_mix_option;I'll put these men to good use.;;;;;;;;;;;x;;
watertribe_offensive_free_troops_raid_option;Riches and plunder await!;;;;;;;;;;;x;;

watertribe_offensive_free_troops_conquest_option_tooltip;Spawns a band of troops and galleys.;;;;;;;;;;;x;;
watertribe_offensive_free_troops_mix_option_tooltip;Spawns a band of raiders, troops, and galleys.\nRaiders are always set to raiding, but come in a larger stack than the regular troops.;;;;;;;;;;;x;;
watertribe_offensive_free_troops_raid_option_tooltip;Spawns a band of raiders and galleys.\nRaiders are always set to raiding, but come in a larger stack than the regular troops.;;;;;;;;;;;x;;
