#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTOPTAiC.700;It is time for Taku to fall.;;;;;;;;;;;;;x;
EVTOPTAiD.700;We'll conquer the North-East.;;;;;;;;;;;;;x;
EVTOPTAiE.700;Onto Nanchang. ;;;;;;;;;;;;;x;
EVTOPTAiF.700;Secure the Northern Mountains.;;;;;;;;;;;;;x;
EVTOPTAiG.700;We'll make landfall on the Dongfang Peninsular.;;;;;;;;;;;;;x;
EVTOPTAiH.700;The navy must secure the Earth Islands.;;;;;;;;;;;;;x;
EVTOPTAiI.700;We'll invade the Southern Earth Kingdom.;;;;;;;;;;;;;x;
EVTOPTAiJ.700;Gaoling will be the best target.;;;;;;;;;;;;;x;
EVTOPTAiK.700;Onto the Goalan region.;;;;;;;;;;;;;x;
EVTOPTAiL.700;Secure the Sikouzi region.;;;;;;;;;;;;;x;
EVTOPTAiM.700;We'll go up the East Coast.;;;;;;;;;;;;;x;
EVTOPTAiN.700;Time to finally take Omashu.;;;;;;;;;;;;;x;
EVTOPTAiO.700;Secure the South-West.;;;;;;;;;;;;;x;
EVTOPTAiP.700;Time to bring the rest of the world in line.;;;;;;;;;;;;;x;
EVTOPTAiA.701;A great victory for our nation!;;;;;;;;;;;;;x;
EVTOPTAiB.701;Worrying news for the Earth Kingdom.;;;;;;;;;;;;;x;
EVTOPTAiA.702;A glorious victory no doubt awaits!;;;;;;;;;;;;;x;
EVTOPTAiB.702;What terrible news.;;;;;;;;;;;;;x;
EVTOPTAiA.703;We'll fight for the Firelord, if only for revenge!;;;;;;;;;;;;;x;
EVTOPTAiB.703;We'll stick with the King for now.;;;;;;;;;;;;;x;
EVTOPTAiA.704;Let's hope these Barbarians can live up to their end of the bargain!;;;;;;;;;;;;;x;
EVTOPTAiB.704;A choice of little surprise from such savages.;;;;;;;;;;;;;x;
CB_NAME_FIRE_EXPANSION;Colonize [Title.GetBaseName];;;;;;;;;;;;;x;
fire_expansion_desc;In the name of the Firelord, we will invade this area to clear room for a new colony.;;;;;;;;;;;;;x;
WAR_NAME_FIRE_EXPANSION;War of Fire Nation Expansion - [Title.GetBaseName];;;;;;;;;;;;;x;
age_cb_unification_war_desc;In the aftermath of such a chaotic period, it has proven one cannot simply survive by standing still. If the realm is to remain intact, we must subjugate as much territory as possible and unify the people under one rule together to stand against future threats.;;;;;;;;;;;;;x;
CB_UNIFICATION_WAR;War of Unification - [Title.GetBaseName];;;;;;;;;;;;;x;
WAR_CUNIFICATION_WAR;Unification War - [Title.GetBaseName];;;;;;;;;;;;;x;
fire_modernization_war_desc;The future of the Fire Nation depends on the strength of the mainland. The smaller tribes must be brought into the fold if we are to properly modernize our country!.;;;;;;;;;;;;;x;
CB_FIRE_MODERNIZATION_WAR;Fire Modernisation War - [Title.GetBaseName];;;;;;;;;;;;;x;
WAR_FIRE_MODERNIZATION_WAR;Fire Modernisation War - [Title.GetBaseName];;;;;;;;;;;;;x;
air_destruction_cb;Airbender Purge - [Title.GetBaseName];;;;;;;;;;;;;x;
air_destruction_cb_desc;As long as the Avatar lives, the Fire Nation's is under threat. Destroying the Air Nomads will not only break the Avatar Cycle, but guarantee they will not interfere with our plans for the world.;;;;;;;;;;;;;x;
CB_NAME_FIRE_TEMPLE;Air Nomad Purge - [Title.GetBaseName];;;;;;;;;;;;;x;
air_temple_attack_desc;As long as the Avatar lives, the Fire Nation's is under threat. Destroying the Air Nomads will not only break the Avatar Cycle, but guarantee they will not interfere with our plans for the world.;;;;;;;;;;;;;x;
WAR_NAME_FIRE_TEMPLE;Air Nomad Purge - [Title.GetBaseName];;;;;;;;;;;;;x;
CB_FIRE_OFFENSIVE;Hundred Year War - [Title.GetBaseName];;;;;;;;;;;;;x;
fire_offensive_desc;We must advance and seize this area in the name of the Firelord.;;;;;;;;;;;;;x;
WAR_NAME_FIRE_OFFENSIVE;Fire Nation Offensive - [Title.GetBaseName];;;;;;;;;;;;;x;
CB_FIRE_OFFENSIVE_PORT;Seize Province - [Title.GetBaseName];;;;;;;;;;;;;x;
fire_offensive_port_desc;In the name of the ongoing war effort, we must seize this port.;;;;;;;;;;;;;x;
WAR_NAME_FIRE_OFFENSIVE_PORT;Fire Nation Offensive - [Title.GetBaseName];;;;;;;;;;;;;x;
CB_EARTH_OFFENSIVE;Hundred Year War - [Title.GetBaseName];;;;;;;;;;;;;x;
earth_offensive_desc;We must strike back and seize this area from the Fire Nation.;;;;;;;;;;;;;x;
WAR_NAME_EARTH_OFFENSIVE;Earth Kingdom Offensive - [Title.GetBaseName];;;;;;;;;;;;;x;
chin_county_conquest_desc;Once, nearly all the Earth Kingdom belonged to Chin the Great's empire. We must honour our fallen leader and reclaim his rightful territory.;;;;;;;;;;;;;x;
CB_CHIN_COUNTY_CONQUEST;Reconquest of Chin - [Title.GetBaseName];;;;;;;;;;;;;x;
WAR_CHIN_COUNTY_CONQUEST;Reconquest of Chin - [Title.GetBaseName];;;;;;;;;;;;;x;
CB_TRIBE_PRESTIGE_RAIDER;Gan Jin-Zhang Conflict;;;;;;;;;;;;;x;
WAR_TRIBE_PRESTIGE_RAIDER;Gan Jin-Zhang Conflict;;;;;;;;;;;;;x;
great_way_of_rivalry_desc;Long ago, our enemy wronged our ancestor and our tribe. It's time to fight it out and show them whose really right!;;;;;;;;;;;;;x;
earth_kingdom_reconquest_desc;This region has broken off ties with the Earth Kingdom as a whole and that allows us to reclaim it in the name of the Earth King!;;;;;;;;;;;;;x;
CB_EARTH_RECONQUEST;Earth Kingdom Reconquest - [Title.GetBaseName];;;;;;;;;;;;;x;
WAR_NAME_EARTH_RECONQUEST;Earth Kingdom Reconquest - [Title.GetBaseName];;;;;;;;;;;;;x;
CB_EARTH_RECONQUEST_DISUNION;Earth Kingdom Reconquest - [Title.GetBaseName];;;;;;;;;;;;;x;
WAR_NAME_EARTH_RECONQUEST_DISUNION;Earth Kingdom Reconquest - [Title.GetBaseName];;;;;;;;;;;;;x;
earth_kingdom_reconquest_disunion_desc;The Earth Kingdom has fractured and the many states are warring amongst themselves. Take action and unite them to restore the peace!;;;;;;;;;;;x;;;
fire_nation_revolt_desc;Revolt;;;;;;;;;;;;;x;
CB_NAME_FIRE_NATION_REVOLT;Fire Spiritualist Uprising;;;;;;;;;;;;;x;
WAR_NAME_FIRE_NATION_REVOLT;Fire Spiritualist Uprising;;;;;;;;;;;;;x;
omashu_revolt_desc;Revolt;;;;;;;;;;;;;x;
CB_NAME_OMASHU_REVOLT;Omashu Uprising;;;;;;;;;;;;;x;
WAR_NAME_OMASHU_REVOLT;Omashu Uprising;;;;;;;;;;;;;x;
dai_li_revolt_desc;A war wages for control of Ba Sing Se;;;;;;;;;;;;;x;
CB_NAME_DAI_LI;Earth Kingdom Civil War;;;;;;;;;;;;;x;
WAR_NAME_DAI_LI;Earth Kingdom Civil War;;;;;;;;;;;;;x;
CB_NAME_FIRE_SIEGE;Assault Ba Sing Se - [Title.GetBaseName];;;;;;;;;;;;;x;
WAR_NAME_FIRE_SIEGE;Siege of Ba Sing Se - [Title.GetBaseName];;;;;;;;;;;;;x;
ba_sing_se_siege_cb_desc;The time has come to assault the great walls of Ba Sing Se, overwhelm it's defenders and claim the world's greatest city as our own!;;;;;;;;;;;;;x;
local_factories;Local Factories;;;;;;;;;;;;;x;
