#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_AIRBALL_1104;Fit and sore, yes.;;;;;;;;;;;;x
EVTDESC_AIRBALL_1110;Recently, a letter from your fellow Airball Association member, [FromFrom.GetFullName], arrived, inviting you to participate in a friendly sparring match on duelling grounds. Defeating [FromFrom.GetFullName] in the arena would be a step forwards advancing in the Society.;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1110;Tell [FromFrom.GetHerHim] I'd be more than happy to participate.;;;;;;;;;;;;x
EVTOPTB_AIRBALL_1110;Tell [FromFrom.GetHerHim] I'm unfortunately too busy at the moment.;;;;;;;;;;;;x
EVTDESC_AIRBALL_1111;Word has returned from [From.GetFullName] that [From.GetSheHe] is more than happy to accept your invitation for a sparring match.;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1111;I'll prove myself a worthy opponent.;;;;;;;;;;;;x
EVTDESC_AIRBALL_1112;Word has returned from [From.GetFullName] that [From.GetSheHe] is unfortunately unable to meet you on the duelling ground for a sparring match, instead [From.GetSheHe] is currently preoccupied by other matters. ;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1112;What a shame.;;;;;;;;;;;;x
EVTDESC_AIRBALL_1113;Air is the element of freedom. Airbending martial style is known for its constant circular movement, which makes it difficult for opponents to attack directly or land a blow. A common tactic is to maneuver behind an opponent and mirror their movements, preventing them from turning to face the practitioner;;;;;;;;;;;;x
EVTDESC_ADUEL_260;Your opponent counterattacked you using the airbender's agility and speed.;;;;;;;;;;;;x
EVTOPTA_ADUEL_260;Dammit.;;;;;;;;;;;;x
airball_balance_training;Balancing Training;;;;;;;;;;;;x
airball_balance_training_desc;As a member of the Airball Association, we can begin highly intense balance training, bettering our balancing abilities and agility.;;;;;;;;;;;;x
airball_balance_training_power_desc;Enables a decision that allows for a member of the Airball Association to embark upon intense balancing training, boosting their agility and balancing abilities.;;;;;;;;;;;;x
airball_challenge_fellow_member_to_spar;Invite to Sparring;;;;;;;;;;;;x
airball_challenge_fellow_member_to_spar_desc;We can invite our fellow members to spar with us. By participating in this practise duel, both involved can better their skills, and one can prove themselves the better player.;;;;;;;;;;;;x
airball_challenge_fellow_member_to_spar_power_desc;Enables §Gright-clicking§! the portrait of a fellow society member and challenging them a sparring duel.;;;;;;;;;;;;x
airball_challenge_fellow_member_to_play_airball;Invite to Airball Sparring;;;;;;;;;;;;x
airball_challenge_fellow_member_to_play_airball_desc;We can invite our fellow members to spar with us. By participating in this practise duel, both involved can better their skills, and one can prove themselves the better player.;;;;;;;;;;;;x
airball_challenge_fellow_member_to_play_airball_power_desc;Enables §Gright-clicking§! the portrait of a fellow society member and challenging them a sparring duel.;;;;;;;;;;;;x
airball_learn_bending;Airball Training;;;;;;;;;;;;x
airball_learn_bending_desc;As a member of the Airball Association, we can begin some of the most challenging training exercises an Airbender can undertake, proving our mastery and worth.;;;;;;;;;;;;x
airball_learn_bending_power_desc;Enables a decision that allows for a member of the Airball Association to embark upon intense Airbending Training, furthering our mastery of the ultimate strength.;;;;;;;;;;;;x
airball_instruct_others;Instruct on Airbending;;;;;;;;;;;;x
airball_instruct_others_desc;As a renown member of the Airball Association, we are well versed in Airbending enough to serve as a master for another, and pass on our knowledge to the younger generations.;;;;;;;;;;;;x
airball_instruct_others_power_desc;Enables a decision that allows for a member of the Airball Association to instruct a ward in the ways of Airbending.;;;;;;;;;;;;x
EVTDESC_AIRBALL_1120;Recently, a letter from your fellow Airball Association member, [FromFrom.GetFullName], arrived, inviting you to participate in a friendly sparring duel in airball. Defeating [FromFrom.GetFullName] in the field poles would be a step forwards advancing in the Society.;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1120;Tell [FromFrom.GetHerHim] I'd be more than happy to participate.;;;;;;;;;;;;x
EVTOPTB_AIRBALL_1120;Tell [FromFrom.GetHerHim] I'm unfortunately too busy at the moment.;;;;;;;;;;;;x
EVTDESC_AIRBALL_1121;Word has returned from [From.GetFullName] that [From.GetSheHe] is more than happy to accept your invitation for a sparring match.;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1121;I'll prove myself a worthy opponent.;;;;;;;;;;;;x
EVTDESC_AIRBALL_1112;Word has returned from [From.GetFullName] that [From.GetSheHe] is unfortunately unable to meet you on the field poles for a sparring match, instead [From.GetSheHe] is currently preoccupied by other matters.;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1112A;What a shame.;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1112B;Okay.;;;;;;;;;;;;x
EVTDESC_AIRBALL_1123;The time to duel has arrived. Under terms, you and [From.GetFullName] will play until either combatant scores six goals. You can use any technique of airbending;;;;;;;;;;;;x
EVTDESC_AIRBALL_1124A;You control the ball. In this moment, you must decide your attack tactics.;;;;;;;;;;;;x
EVTDESC_AIRBALL_1124B;[From.GetFullName] controls the ball. In this moment, you must decide your defence tactics.;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1124;Powerful attack;;;;;;;;;;;;x
EVTOPTB_AIRBALL_1124;Ricochet attack;;;;;;;;;;;;x
EVTOPTC_AIRBALL_1124;Distraction attack;;;;;;;;;;;;x
EVTOPTD_AIRBALL_1124;Defend from a powerful attack;;;;;;;;;;;;x
EVTOPTE_AIRBALL_1124;Defend from a ricochet attack;;;;;;;;;;;;x
EVTOPTF_AIRBALL_1124;Defend from a distraction attack;;;;;;;;;;;;x
AIRBALL_SCORE_TOOLTIP;§GYour score: [Root.scored_goals.GetValue]§!\n§RYour opponent's score: [hostile.scored_goals.GetValue]§!;;;;;;;;;;;;x
AIRBALL_POWERFUL_ATTACK_TOOLTIP;Shoot the ball that hard that the goalkeeper can't stop the ball;;;;;;;;;;;;x
AIRBALL_RICOCHET_ATTACK_TOOLTIP;Cause the ball ricochet among the poles with very difficult trajectory;;;;;;;;;;;;x
AIRBALL_DISTRACTION_ATTACK_TOOLTIP;Direct a jet of air to the opponent to distract his attention before your shooting;;;;;;;;;;;;x
AIRBALL_POWERFUL_DEFENSE_TOOLTIP;Direct a strong jet of air to stop the ball;;;;;;;;;;;;x
AIRBALL_RICOCHET_DEFENSE_TOOLTIP;Wrap several of the poles with spiral air jets to redirect the ricochet towards the opponent;;;;;;;;;;;;x
AIRBALL_DISTRACTION_DEFENSE_TOOLTIP;Focus on the opponent's movements and prevent distraction;;;;;;;;;;;;x
EVTDESC_AIRBALL_1125A;You shot the ball with all your strength, gave it maximum acceleration with airbending, and the opponent could not stop it, flying away with the ball into the goal;;;;;;;;;;;;x
EVTDESC_AIRBALL_1125B;You caused the ball ricochet among the poles with very difficult trajectory, the opponent was unable to calculate its path and redirect it;;;;;;;;;;;;x
EVTDESC_AIRBALL_1125C;You distracted your opponent with a fake ball and the real ball successfully hits the goal;;;;;;;;;;;;x
EVTDESC_AIRBALL_1125D;You shot the ball with all your strength, gave it maximum acceleration with airbending, but the opponent stopped it with a powerful jet of air;;;;;;;;;;;;x
EVTDESC_AIRBALL_1125E;You caused the ball ricochet among the poles with very difficult trajectory, but the opponent wrapped several of the poles with spiral air jets and redirected the ball;;;;;;;;;;;;x
EVTDESC_AIRBALL_1125F;You distracted your opponent with a fake ball but the opponent recognised the real ball and caught it;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1125;Yes!;;;;;;;;;;;;x
EVTOPTB_AIRBALL_1125;Damn!;;;;;;;;;;;;x
EVTOPTC_AIRBALL_1125;It was hard...;;;;;;;;;;;;x
EVTDESC_AIRBALL_1126A;You stopped the ball with a powerful jet of air;;;;;;;;;;;;x
EVTDESC_AIRBALL_1126B;You wrapped several of the poles with spiral air jets and redirected the ball;;;;;;;;;;;;x
EVTDESC_AIRBALL_1126C;Your opponent tried to make air-copies of the real ball, but you were able to recognise the real one and stop it;;;;;;;;;;;;x
EVTDESC_AIRBALL_1126D;You tried to stop the ball by blowing out a strong blast of air, but could not even slow it down, flying away with the ball into the goal;;;;;;;;;;;;;x
EVTDESC_AIRBALL_1126E;You tried to wrap several of the poles with spiral air jets, but you chose the wrong poles, and the ball flew along a different trajectory, jumping out from unexpected side straight into the goal;;;;;;;;;;;;x
EVTDESC_AIRBALL_1126F;Your opponent tried to make air-copies of the real ball, you tried to find the real one among the copies, but it has already flown into the gate;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1126;Yes!;;;;;;;;;;;;x
EVTOPTB_AIRBALL_1126;Damn!;;;;;;;;;;;;x
EVTDESC_AIRBALL_1127;You lost to [From.GetFullName] [From.scored_goals.GetValue]:[Root.scored_goals.GetValue]:;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1127;Good game...;;;;;;;;;;;;x
EVTDESC_AIRBALL_1128;You won [From.GetFullName] §G[Root.scored_goals.GetValue]§!:§R[From.scored_goals.GetValue]§!;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1128;Good game!;;;;;;;;;;;;x
EVTDESC_AIRBALL_1140;For the next couple of weeks, you will gather with fellow Airball Association members to complete some of the most challenging airbending exercises possible. The ultimate aim is to emerge with a much greater understanding of the art.;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1140;I am ready for this.;;;;;;;;;;;;x
EVTDESC_AIRBALL_1141;After a week's progress, you feel completely drained. From sunrise to sunset, you endlessly practise every airbending technique you even could imagine to use in airball. Meanwhile, your other duties go unattended. You feel stretched to the limit, and wonder if you can afford to spend any longer doing this.;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1141;I must perfect every form!;;;;;;;;;;;;x
EVTOPTB_AIRBALL_1141;I will have to scale back my exercises.;;;;;;;;;;;;x
EVTDESC_AIRBALL_1142;After weeks of practise, you finally have mastered every form possible in the Coach's eyes. In a final demonstration, you perform form after form to perfection, earning applause from the crowd.;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1142;I feel like the master of my own destiny.;;;;;;;;;;;;x
EVTDESC_AIRBALL_1143;After weeks of practise, you have finally finished every exercise. More senior masters don't find you have sufficiently perfected every form, but you have done well enough to earn their respect.;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1143;For that, I am grateful.;;;;;;;;;;;;x
EVTDESC_AIRBALL_1144;After weeks of exercises, you have finished it all, and yet, the coaches don't feel you have achieved what some one of your ability should be capable of. Never the less, you feel better than ever, both in body and mind.;;;;;;;;;;;;x
EVTOPTA_AIRBALL_1144;I will strive to do better!;;;;;;;;;;;;x
