#CODE;#ENGLISH;#no idea lol
EVTDESCMAND12;Your unjust and immoral ways of ruling your kingdom have greatly decreased your authority. The annals of history won't remember you kindly.;;;;;;;;;;;;x
EVTDESCMAND13;Your ambitious ways of ruling, and your spirit that never relents, have immensely increased the respect your subjects feel for you. You give everything you have to achieve your goals!;;;;;;;;;;;;x
EVTDESCMAND14;Your lazy, slothful ways of governing have done nothing but harm the authority you seek to foster;;;;;;;;;;;;x
EVTDESCMAND15;A ruler that is diligent is indeed a good ruler -- your responsible ways of ruling help maintain the respect of the entire Kingdom.;;;;;;;;;;;;x
EVTDESCMAND16;Vassals should bend to their rulers, while a ruler must stand firm! -- Your content and unsure ways of ruling don't do any favours to your tenure.;;;;;;;;;;;;x
EVTDESCMAND17;You are a rare breed -- a Monarch who knows everyone's name! You captivate those around you when you speak, and your subjects look forward to the one-on-one time you afford each of them.;;;;;;;;;;;;x
EVTDESCMAND18;It's not befitting for the most powerful ruler in world to not be able to look into their subjects' eyes -- your shyness has become detrimental to your rule.;;;;;;;;;;;;x
EVTDESCMAND21;How can a leader be seen as the paragon they're meant to be, if they can't even speak properly? Your stutter has become so severe, your subjects would prefer to have an audience with your retainers!;;;;;;;;;;;;x
EVTDESCMAND22;How can a leader be seen as the paragon they're meant to be, if they can't even speak properly? Your lisp has become so severe, your subjects would prefer to have an audience with your retainers!;;;;;;;;;;;;x
EVTDESCMAND23;Diplomatically-gifted, your kind-nature makes you a pleasure work with, and a pleasure to serve under.;;;;;;;;;;;;x
EVTDESCMAND24;Your subjects live in fear of you, as your pronounced cruelty is well-known among your court. Although it keeps people in line, your retainers clearly dislike you, and they seem indifferent to the success of your rule.;;;;;;;;;;;;x
EVTDESCMAND25;Although you find it virtuous, those around you see your trusting nature as being hopelessly naive, and imagine you unfit to lead the Earth Kingdom.;;;;;;;;;;;;x
EVTDESCMAND26;Your rampant paranoia is making working with you difficult, and rumours spread that your courtiers are fed up with your deranged accusations.;;;;;;;;;;;;x
EVTDESCMAND27;Lecherousness among Monarchs is often seen as a blessing, as your carnal desires are viewed as a means to rearing many children, thus ensuring the stability of the realm.;;;;;;;;;;;;x
EVTDESCMAND28;Your apathy hasn't gone unnoticed by your subjects, and with it breeds a lack of respect for the Badgermole Throne.;;;;;;;;;;;;x

MANDATE_NOBLE_REVOLT;The nobility will take up arms against you!;;;;;;;;;;;;x
MANDATE_PEASENT_REVOLT;The peasantry will take up arms against you!;;;;;;;;;;;;x
WAR_NAME_DEC_MANDATE;Mandate Revolt;;;;;;;;;;;;x
