ATLA_LAWS_TOOLTIP_R_08;Requires Absolute Power\n;Terre Roi;;;;;;;;;;;;x
ATLA_LAWS_TOOLTIP_I_01;Requires Imperialism\n;Terre Roi;;;;;;;;;;;;x
ATLA_LAWS_TOOLTIP_I_02;Requires Imperial Pride\n;Terre Roi;;;;;;;;;;;;x
ATLA_LAWS_TOOLTIP_I_03;Requires National Supremacy\n;Terre Roi;;;;;;;;;;;;x
ATLA_LAWS_TOOLTIP_I_04;Requires Mandatory Education\n;Terre Roi;;;;;;;;;;;;x
ATLA_LAWS_TOOLTIP_I_05;Requires The Waking Dragon\n;Terre Roi;;;;;;;;;;;;x
ATLA_LAWS_TOOLTIP_I_06;Requires Navy Shipyards\n;Terre Roi;;;;;;;;;;;;x
ATLA_LAWS_TOOLTIP_I_07;Requires Southern Raiders\n;Terre Roi;;;;;;;;;;;;x
ATLA_LAWS_TOOLTIP_I_08;Requires Rough Rhinos\n;Terre Roi;;;;;;;;;;;;x
ATLA_LAWS_TOOLTIP_I_09;Requires Yu Yuan Archers\n;Terre Roi;;;;;;;;;;;;x
ATLA_LAWS_TOOLTIP_I_10;Requires The Colonies\n;Terre Roi;;;;;;;;;;;;x
ATLA_LAWS_TOOLTIP_I_11;Requires Colonial Expansion\n;Terre Roi;;;;;;;;;;;;x

#World Regions
world_hu_xin_provinces;Hu Xin Provinces;Terre Roi;;;;;;;;;;;;x
world_xiong_lin_territory;Xiong Lin Territory;Terre Roi;;;;;;;;;;;;x
world_old_makapu;Old Makapu;Terre Roi;;;;;;;;;;;;x
world_north_west_kingdom;North-West Earth Kingdom;Terre Roi;;;;;;;;;;;;x
world_northern_ranges;Northern Ranges;Terre Roi;;;;;;;;;;;;x
world_ba_sing_se;Ba Sing Se;Terre Roi;;;;;;;;;;;;x
world_ba_sing_se_upper_ring;Upper Ring;Terre Roi;;;;;;;;;;;;x
world_ba_sing_se_middle_ring;Middle Ring;Terre Roi;;;;;;;;;;;;x
world_ba_sing_se_lower_ring;Lower Ring;Terre Roi;;;;;;;;;;;;x
world_ba_sing_se_agrarian_zone;Agrarian Zone;Terre Roi;;;;;;;;;;;;x
world_ba_sing_se_laogai;Lake Laogai;Terre Roi;;;;;;;;;;;;x
world_northern_plains;Beidiqiu Plains;Terre Roi;;;;;;;;;;;;x
world_southern_plains;Nanchang;Terre Roi;;;;;;;;;;;;x
world_dongfang_peninsular;Dongfang Peninsular;Terre Roi;;;;;;;;;;;;x
world_earth_islands;Earth Islands;Terre Roi;;;;;;;;;;;;x
world_si_wong;Si Wong Desert;Terre Roi;;;;;;;;;;;;x
world_southern_air_temple;Southern Air Temple;Terre Roi;;;;;;;;;;;;x
world_eastern_air_temple;Eastern Air Temple;Terre Roi;;;;;;;;;;;;x
world_northern_air_temple;Northern Air Temple;Terre Roi;;;;;;;;;;;;x
world_western_air_temple;Western Air Temple;Terre Roi;;;;;;;;;;;;x
world_air_temples;Air Nomad Territory;Terre Roi;;;;;;;;;;;;x
world_southern_coast;Beihai Coast;Terre Roi;;;;;;;;;;;;x
world_southern_valley;Gaoling Region;Terre Roi;;;;;;;;;;;;x
world_central_desert;Gaolan Desert;Terre Roi;;;;;;;;;;;;x
world_western_plains;Sikouzi;Terre Roi;;;;;;;;;;;;x
world_eastern_coast;Huidong Coast;Terre Roi;;;;;;;;;;;;x
world_omashu_plains;Greater Omashu;Terre Roi;;;;;;;;;;;;x
world_si_wong_fringe;Si Wong Fringe;Terre Roi;;;;;;;;;;;;x
world_western_shore;Zhaonan;Terre Roi;;;;;;;;;;;;x
world_the_swamp;Foggy Swamp;Terre Roi;;;;;;;;;;;;x
world_fire_mainland;Great Isle;Terre Roi;;;;;;;;;;;;x
world_fire_islands;Fire Isles;Terre Roi;;;;;;;;;;;;x
world_northern_waters;Northern Tribeland;Terre Roi;;;;;;;;;;;;x
world_southern_waters;Southern Tribeland;Terre Roi;;;;;;;;;;;;x
world_water_tribes;Water Tribe Territory;Terre Roi;;;;;;;;;;;;x
world_fire_isles;Fire Islands;Terre Roi;;;;;;;;;;;;x
world_central_earth_kingdom;Central Earth Kingdom;Terre Roi;;;;;;;;;;;;x
world_southern_earth_kingdom;Southern Earth Kingdom;Terre Roi;;;;;;;;;;;;x
world_western_earth_kingdom;Western Earth Kingdom;Terre Roi;;;;;;;;;;;;x
world_north_east_earth_kingdom;North-East Earth Kingdom;Terre Roi;;;;;;;;;;;;x
world_greater_earth_kingdom;The Continent;Terre Roi;;;;;;;;;;;;x
world_world_grand_duchy_quan;Grand Duchy of Quan;;;;;;;;;;;x

#Terrain
glacial;Glacial;Glacial;Glacial;;;;;;;;;;;x
urban_basingse;Urban;Urban;Urban;;;;;;;;;;;x

#Trade
taki_trade_route;Fire Island Trade;Terre Roi;;;;;;;;;;;;x
tr_taki_trade_route_1;TTRN 1;Terre Roi;;;;;;;;;;;;x
tr_taki_trade_route_1_desc;TTR 1;Terre Roi;;;;;;;;;;;;x
tr_taki_trade_route_2;TTRN 1;Terre Roi;;;;;;;;;;;;x
tr_taki_trade_route_2_desc;TTR 2;Terre Roi;;;;;;;;;;;;x
tr_taki_trade_route_3;TTRN 1;Terre Roi;;;;;;;;;;;;x
tr_taki_trade_route_3_desc;TTR 3;Terre Roi;;;;;;;;;;;;x
TR_TAKI_TRADE_ROUTE_1_OTHER_PROVINCES_CONDITION;OPC 1;Terre Roi;;;;;;;;;;;;x
TR_TAKI_TRADE_ROUTE_2_OTHER_PROVINCES_CONDITION;OPC 2;Terre Roi;;;;;;;;;;;;x
TR_TAKI_TRADE_ROUTE_3_OTHER_PROVINCES_CONDITION;OPC 3;Terre Roi;;;;;;;;;;;;x
yu_dao_trade_route;Western Coast Trade;Terre Roi;;;;;;;;;;;;x
tr_yu_dao_trade_route_1;TTRN 1;Terre Roi;;;;;;;;;;;;x
tr_yu_dao_trade_route_1_desc;TTR 1;Terre Roi;;;;;;;;;;;;x
tr_yu_dao_trade_route_2;TTRN 1;Terre Roi;;;;;;;;;;;;x
tr_yu_dao_trade_route_2_desc;TTR 2;Terre Roi;;;;;;;;;;;;x
tr_yu_dao_trade_route_3;TTRN 1;Terre Roi;;;;;;;;;;;;x
tr_yu_dao_trade_route_3_desc;TTR 3;Terre Roi;;;;;;;;;;;;x
TR_YU_DAO_TRADE_ROUTE_1_OTHER_PROVINCES_CONDITION;OPC 1;Terre Roi;;;;;;;;;;;;x
TR_YU_DAO_TRADE_ROUTE_2_OTHER_PROVINCES_CONDITION;OPC 2;Terre Roi;;;;;;;;;;;;x
TR_YU_DAO_TRADE_ROUTE_3_OTHER_PROVINCES_CONDITION;OPC 3;Terre Roi;;;;;;;;;;;;x
gaoling_trade_route;Eastern Trade;Terre Roi;;;;;;;;;;;;x
tr_gaoling_trade_route_1;TTRN 1;Terre Roi;;;;;;;;;;;;x
tr_gaoling_trade_route_1_desc;TTR 1;Terre Roi;;;;;;;;;;;;x
tr_gaoling_trade_route_2;TTRN 1;Terre Roi;;;;;;;;;;;;x
tr_gaoling_trade_route_2_desc;TTR 2;Terre Roi;;;;;;;;;;;;x
tr_gaoling_trade_route_3;TTRN 1;Terre Roi;;;;;;;;;;;;x
tr_gaoling_trade_route_3_desc;TTR 3;Terre Roi;;;;;;;;;;;;x
TR_GAOLING_TRADE_ROUTE_1_OTHER_PROVINCES_CONDITION;OPC 1;Terre Roi;;;;;;;;;;;;x
TR_GAOLING_TRADE_ROUTE_2_OTHER_PROVINCES_CONDITION;OPC 2;Terre Roi;;;;;;;;;;;;x
TR_GAOLING_TRADE_ROUTE_3_OTHER_PROVINCES_CONDITION;OPC 3;Terre Roi;;;;;;;;;;;;x
omashu_trade_route;Si Wong Trade Route;Terre Roi;;;;;;;;;;;;x
tr_omashu_trade_route_1;TTRN 1;Terre Roi;;;;;;;;;;;;x
tr_omashu_trade_route_1_desc;TTR 1;Terre Roi;;;;;;;;;;;;x
tr_omashu_trade_route_2;TTRN 1;Terre Roi;;;;;;;;;;;;x
tr_omashu_trade_route_2_desc;TTR 2;Terre Roi;;;;;;;;;;;;x
tr_omashu_trade_route_3;TTRN 1;Terre Roi;;;;;;;;;;;;x
tr_omashu_trade_route_3_desc;TTR 3;Terre Roi;;;;;;;;;;;;x
TR_OMASHU_TRADE_ROUTE_1_OTHER_PROVINCES_CONDITION;OPC 1;Terre Roi;;;;;;;;;;;;x
TR_OMASHU_TRADE_ROUTE_2_OTHER_PROVINCES_CONDITION;OPC 2;Terre Roi;;;;;;;;;;;;x
TR_OMASHU_TRADE_ROUTE_3_OTHER_PROVINCES_CONDITION;OPC 3;Terre Roi;;;;;;;;;;;;x

#No idea group
String_Princess;Princess;;;;;;;;;;;;x
String_Prince;Prince;;;;;;;;;;;;x
CustomString_Sister;Sister;;;;;;;;;;;;x
CustomString_Brother;Brother;;;;;;;;;;;;x
force_vassal_to_develop;Develop Vassal Territories;;;;;;;;;;;;x
force_vassal_to_develop_desc;It is time we lend a helping hand to [Root.GetTitledFirstName], spending a great deal of capital and time to finally bring order to our vassal's territories. By helping others, we may help ourselves build a stronger, more stable realm.;;;;;;;;;;;;x
