ca_culture_earth_2_desc;The Academies are institutions which can prepare more Earthbenders for military service.;;;;;;;;;;;;x
ca_culture_earth_3;Earthbending Grand Academy;;;;;;;;;;;;x
ca_culture_earth_3;The most advanced techniques and equipment teach the students of the Grand Academy the best in Earthbending techniques.;;;;;;;;;;;;x
tb_culture_water_1;Waterbender Masters;;;;;;;;;;;;x
ca_culture_water_1;Waterbender Masters;;;;;;;;;;;;x
ca_culture_water_1_desc;The Waterbending Masters are venerable wielders of the art of Waterbending and they can impart their wisdom on the younger generations.;;;;;;;;;;;;x
tb_culture_water_2;Waterbender Schools;;;;;;;;;;;;x
ca_culture_water_2;Waterbender Schools;;;;;;;;;;;;x
ca_culture_water_2_desc;With dedicated time and resources, the Waterbending Masters can teach entire groups of youths the secrets of Waterbending.;;;;;;;;;;;;x
tb_culture_water_3;Grand Waterbender Schools;;;;;;;;;;;;x
ca_culture_water_3;Grand Waterbender Schools;;;;;;;;;;;;x
ca_culture_water_3_desc;Boasting greater numbers of teachers and students, Grand Schools ensure the tribe's waterbending arts are widepsread and well understood.;;;;;;;;;;;;x
ct_culture_fire_1;Firebending Dojo;;;;;;;;;;;;x
ct_culture_earth_1;Earthbending Dojo;;;;;;;;;;;;x
ct_culture_water_1;Waterbender Dojo;;;;;;;;;;;;x
air_wall_1;Monastery Wall;;;;;;;;;;;;x
air_wall_2;Monastery Wall;;;;;;;;;;;;x
air_wall_3;Monastery Wall;;;;;;;;;;;;x
air_wall_4;Monastery Wall;;;;;;;;;;;;x
air_wall_5;Monastery Wall;;;;;;;;;;;;x
air_monastery_1;Monastery;;;;;;;;;;;;x
air_monastery_2;Monastery;;;;;;;;;;;;x
air_monastery_3;Monastery;;;;;;;;;;;;x
air_monastery_4;Monastery;;;;;;;;;;;;x
air_monastery_5;Monastery;;;;;;;;;;;;x
air_monastery_6;Monastery;;;;;;;;;;;;x
air_training_grounds_1;Training Ground;;;;;;;;;;;;x
air_training_grounds_2;Training Ground;;;;;;;;;;;;x
air_training_grounds_3;Training Ground;;;;;;;;;;;;x
air_stable_1;Sky Bison Stable;;;;;;;;;;;;x
air_stable_2;Sky Bison Stable;;;;;;;;;;;;x
air_stable_3;Sky Bison Stable;;;;;;;;;;;;x
air_warehouse_1;Storehouse;;;;;;;;;;;;x
air_warehouse_2;Storehouse;;;;;;;;;;;;x
air_warehouse_3;Storehouse;;;;;;;;;;;;x
air_garden_1;Garden;;;;;;;;;;;;x
air_garden_2;Garden;;;;;;;;;;;;x
air_garden_3;Garden;;;;;;;;;;;;x
air_shrine_1;Shrine;;;;;;;;;;;;x
air_shrine_2;Shrine;;;;;;;;;;;;x
air_shrine_3;Shrine;;;;;;;;;;;;x
air_barracks_1;Auxillary Barracks;;;;;;;;;;;;x
air_barracks_2;Auxillary Barracks;;;;;;;;;;;;x
air_barracks_3;Auxillary Barracks;;;;;;;;;;;;x
ca_culture_fire_armour_factory_1;Tundra-Tank Factory;;;;;;;;;;;;x
ca_culture_fire_armour_factory_1_desc;This factory is dedicated to the production of Tundra Tanks, powerful weapons in the Fire Nation war machine.;;;;;;;;;;;;x

##FACTORIES##
industrial_complex_1;Local Industries;;;;;;;;;;;;x
industrial_complex_2;Small Industrial Shops;;;;;;;;;;;;x
industrial_complex_3;Industrial Complex;;;;;;;;;;;;x
industrial_complex_4;Large Industrial Complex;;;;;;;;;;;;x
industrial_complex_5;Monolithic Industrial Corporation;;;;;;;;;;;;x
chemical_plant_1;Local Chemical Shops;;;;;;;;;;;;x
chemical_plant_2;Regional Chemical Industry;;;;;;;;;;;;x
chemical_plant_3;Chemical Plants;;;;;;;;;;;;x
chemical_plant_4;Large Chemical Factories;;;;;;;;;;;x
chemical_plant_5;Huge Chemical Complex;;;;;;;;;;;x
agricultural_plant_1;Local Agricultural Farms;;;;;;;;;;;;x
agricultural_plant_2;Regional Agricultural Industry;;;;;;;;;;;;x
agricultural_plant_3;Agricultural Plants;;;;;;;;;;;;x
agricultural_plant_4;Large Agricultural Factories;;;;;;;;;;;;x
agricultural_plant_5;Huge Agricultural Complex;;;;;;;;;;;;x
goods_factory_1;Local Amenity Shops;;;;;;;;;;;;x
goods_factory_2;Regional Amenity Industry;;;;;;;;;;;;x
goods_factory_3;Amenity Plants;;;;;;;;;;;;x
goods_factory_4;Large Amenity Factories;;;;;;;;;;;x
goods_factory_5;Huge Amenity Complex;;;;;;;;;;;x
luxury_factory_1;Local Trinket Shops;;;;;;;;;;;;x
luxury_factory_2;Regional Trinket Industry;;;;;;;;;;;;x
luxury_factory_3;Luxury Plants;;;;;;;;;;;;x
luxury_factory_4;Large Luxury Factories;;;;;;;;;;;x
luxury_factory_5;Huge Luxury Complex;;;;;;;;;;;x
armour_factory_1;Armour Factory;;;;;;;;;;;;x
armour_factory_2;Armour Factory;;;;;;;;;;;;x
armour_factory_3;Armour Factory;;;;;;;;;;;;x
weapons_factory_1;Weapons Factory;;;;;;;;;;;;x
weapons_factory_2;Weapons Factory;;;;;;;;;;;;x
weapons_factory_3;Weapons Factory;;;;;;;;;;;;x
weapons_factory_4;Weapons Factory;;;;;;;;;;;;x
weapons_factory_5;Weapons Factory;;;;;;;;;;;;x
ca_weapons_1;Armoury;;;;;;;;;;;x
ca_weapons_2;Large Armoury;;;;;;;;;;;x
ca_weapons_3;Grand Armoury;;;;;;;;;;;x
production_lab_1;Production Lab;;;;;;;;;;;;x
production_lab_2;Production Lab;;;;;;;;;;;;x
production_lab_3;Production Lab;;;;;;;;;;;;x
military_lab_1;Military Lab;;;;;;;;;;;;x
military_lab_2;Military Lab;;;;;;;;;;;;x
military_lab_3;Military Lab;;;;;;;;;;;;x
research_lab_1;Research Lab;;;;;;;;;;;;x
research_lab_2;Research Lab;;;;;;;;;;;;x
research_lab_3;Research Lab;;;;;;;;;;;;x
industrial_complex_desc;This province is home to a vast industrial complex, manufacturing both goods for the economy and weapons for our armies.;;;;;;;;;;;;x
chemical_plant_desc;This chemical plant allows us to mass manufacture useful mixtures, both to aid in other industries as well as provide plentiful medicine to the masses.;;;;;;;;;;;;x
agricultural_plant_desc;This agricultural plant can process raw produce into preserved foodstuffs, eliminating our reliance on yearly harvests and allowing us to supply food to our armies far from home.;;;;;;;;;;;;x
goods_factory_desc;This factory is dedicated to the manufacture of civilian goods, greatly pleasing the capitalists and nobility in our realm.;;;;;;;;;;;;x
luxury_factory_desc;This factory is dedicated to the manufacture of luxury goods, all of course to be consumed by the upper classes of our realm.;;;;;;;;;;;;x
armour_factory_desc;This steelworks allows us to build stronger armour for our soldiers, and maybe even manufacture larger, heavy armoured war machines.;;;;;;;;;;;;x
weapons_factory_desc;This weapons factory provides the weapons and gear needed to equip our army.;;;;;;;;;;;;x
production_lab_desc;The production laboratory is dedicated to enhancing and improving upon our manufacturing and construction process.;;;;;;;;;;;;x
military_lab_desc;The military laboratory is dedicated to enhancing our soldier's equipment and improving our ability to wage war.;;;;;;;;;;;;x
research_lab_desc;The research laboratory is dedicated to theoretical research.;;;;;;;;;;;;x
weapons_desc;Once weapons are shipped from the factories, a small force can be well supplied.;;;;;;;;;;;x

##SPECIAL BUILDINGS##
ca_caldera_palace;Caldera Watchtower;;;;;;;;;;;x
ca_caldera_palace_desc;From the dawn of time, Firebenders have taken an oath to watch the smoking caldera. Volcanic activity has carved many cracks through the tower, but under good supervision it remains, ever ready to notify the Fire Nation of impending doom.;;;;;;;;;;;x
ct_caldera_city;Old Caldera City;;;;;;;;;;;x
ct_caldera_city_desc;In the heart of the bustling metropolis of the Fire Nation sits an older part of town, directly located on the waterfront. While these buildings are older and some have crumbled down, the sea breeze blows in new workers, ready to man the docks and Firebenders to stand guard.;;;;;;;;;;;x
ca_kyoshi;The Painted Tower;;;;;;;;;;;x
ca_kyoshi_desc;In an old tower built by a legendary Queen of the Earth Kingdom lies a painting, supposedly of the young Queen herself. This painting has been used for many years to inspire the young women of the area to be tough and bow to no man, just like the legendary Queen herself.;;;;;;;;;;;x
ca_omashu;Old Delivery Factory;;;;;;;;;;;x
ca_omashu_desc;Sitting behind the great Omashu is an old, decrepit factory, once used for early methods akin to the legendary delivery system. Now used by Earthbenders to train and practise in illegal methods of warfare (don't tell the King!);;;;;;;;;;;x
ca_northern_water_palace;Harbor Gate;;;;;;;;;;;x
ca_northern_water_palace_desc;Situated outside the walls of the city are two small buildings which are the first line of defence for the capital of the Northern Water Tribe.;;;;;;;;;;;x
tp_yangchen;Legendary Airbender Shrine;;;;;;;;;;;;x
tp_yangchen_desc;On the top of a nearby mountain close to the Eastern Air Temple lies a shrine devoted to a legendary airbender of past times. This place is one of the most protected locations for the Air Nomads.;;;;;;;;;;;x
tb_banyan;Swamp Groves;;;;;;;;;;;x
tb_banyan_desc;While the swamp lacks much in the way of fortresses, many waterbenders commune in these groves and any enemy would be misguided to think its just a big 'ole tree.;;;;;;;;;;;x
ca_banyan;Swamp Groves;;;;;;;;;;;x
ca_banyan_desc;Situated under the Banyan Grove tree lies a force of waterbenders to protect the tree from enemies. This wooden hideout is an improvement over the small caves they used to live in.;;;;;;;;;;;x
tb_misty_palms;Oasis Watchtower;;;;;;;;;;;x
tb_misty_palms_desc;Situated outside of the Oasis is a large tower where local Sandbenders watch for signs of potential trouble. Although the building looks abandoned, it is alive and well inside.;;;;;;;;;;;x
ca_earth_palace;Royal Sentry Tower;;;;;;;;;;;x
ca_earth_palace_desc;On the outskirts of the land owned by the Earth Kingdom's current ruler sits a pitch-black tower rising high. Many agents and troops are trained here, and some "suspicious" methods are rumoured to be used.;;;;;;;;;;;x
