#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#This is for special flavor buildings that are around the Avatar world but don't really fit into any certain category.
#Castle flavor buildings
fire_nation_bazaar_desc;A large, open-air market, the Fire Nation Bazaar is suitable for the buying and selling of top-quality goods.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
fire_fountain_city;North Chung-Ling;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
fire_fountain_city_desc;North Chung-Ling, also known as Fire Fountain City, is a large city that serves as a cultural, spiritual, and economic center among the outer Fire Islands.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
di_er;Di Er Fortress;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
di_er_desc;The seat of various warlords throughout the history of the Fire Nation, the Fortress of Di Er holds great strategic and economic power capable of rivalling the Fire Capital in both prosperity and splendor.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
twin_bay_shipyards;Twin Bay Shipyards;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
twin_bay_shipyards_desc;The Twin Bays's unique location allows for the presence of twin ports responsible for trade and shipbuilding.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
he_jin_statue;Statue of Avatar Jin;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
he_jin_statue_desc;The Statue of Avatar He Jin faces westward, acting as a watchman for future barbarian invasions.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
boiling_rock_prison;Boiling Rock Prison;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
boiling_rock_prison_desc;Built in the center of a volcanic lake, the Boiling Rock is a maximum security prison said to be inescapable.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
dengdai_bastion;Dengdai Bastion;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
dengdai_bastion_desc;Built upon waterways, the Dengdai Bastion is the largest barbarian-built city on the continent and serves as the barbarians' cultural and economic center.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
dengdai_bastion_tribal;Dengdai Bastion;;;;;;;;;;;x
ba_sing_se_immigration;Department of Immigration;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ba_sing_se_immigration_desc;The Ba Sing Se Immigration Office is responsible for approving and assigning residential areas to immigrants that wish to settle behind the city walls.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
xin_wan_bell_towers;Xin Wan Bell Towers;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
xin_wan_bell_towers_desc;The Twin Bell Towers of Xin Wan serve in multiple roles for the citizens of Gaolan, from desert raids to joyous celebrations.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
the_great_divide_pass_waypoints;The Great Divide Pass Waypoints;;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
the_great_divide_pass_waypoints_desc;With the establishment of strategic castles, gates, roads, and bridges across the Great Divide, it has become easier for armies and travelers alike to proceed through the great canyon unscathed.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
palace_of_peace;Palace of Peace;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
palace_of_peace_desc;Built by Warlord Xian during the Warring states, the Palace has a natural aura of intimidation and spiritual peace that is not found anywhere else in the known world.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
yunyu_farmers_fair;Yunyu Farmer's Fair;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
yunyu_farmers_fair_desc;When farming was first attempted in the soil of Yunyu, it was found to be extremely rich, richer than anywhere else in the world. As a result, Yunyu had become an agricultural powerhouse that amazed the world with its farming output on par with Ba Sing Se. Seeing this prosperity, a boastful lord of the past had invited foreign farmers, scholars, and tourists to Yunyu to see its vast riches. Because of this, The Yunyu Farmer's Fair was established, and has now become one of the largest agricultural markets in the world. Hundreds come to exchange ideas, participate in competitions, and enjoy in the festivities and bounties provided by the Earth's generous touch.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x 
mt_wu_temple;Mt. Wu Temple;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
mt_wu_temple_desc;The Temple of Mt. Wu is perhaps one of the most impressive architectual feats of the old Earth Islander peoples. Built completely of wood, hundreds upon thousands of scaffolding and stilts keep the building upright. The roof is curved in a traditional Earth style and has layers of permanent snow, while the inside creeks at even a single footstep. While many consider the complex unsecure and dangerous due to its outdated materials and constant creeks that echo throughout the Vale, the Earth Priests who have resided in its walls for generations assure that the Temple is completely safe. After all, if it could survive a thousand years unscathed by the heavy weight of snow, age old wooden beams, and cold weather, what says it cannot last another thousand?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
bo_hara_lumber_company;Bo-Hara Lumber Company;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
bo_hara_lumber_company_desc;The Bo-Hara Lumber Company was founded as a small local forestry business by Rian Bo-Hara, but as the demand for lumber, paper, and construction materials went through the roof, so did Rian's finances. Ever since, the Bo-Hara Lumber Company has become the provider of almost the entirety of the Eastern Earth Kingdom's lumber supply, especially Ba Sing Se itself, where the Earth King personally rewarded them for there loyalty with rule over Beidiqiu and monopoly charters.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
xintao_outposts;Xintao Military Outposts;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
xintao_outposts_desc;Two Earth king Army companies are stationed in this province to guard the rivers draining into the sea as a result of them connecting under the Walls of Ba Sing Se from nearby Lake Laogai. The Earth King has a vested interest in keeping Xintao safe from any secret attacks or infiltrations from foreign powers, and as a result has kept Xintao close to Ba Sing Se's inner economics, giving the county special subsidies from the Earth Kingdom's treasury.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
jing_guang_cavalry;The Jing Guang Cavalry Brigade;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
jing_guang_cavalry_desc;The Jing Guang Cavalry Brigade is a special Ba Sing Se charter unit that guards and patrols the northern entrance of Ba Sing Se. Highly flexible and bored of there jobs, they ride out occasionally to help the local populace in keeping the peace in the North of Ba Sing Se.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
shaodong_scouts;The Shaodong Scouting Corps;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
shaodong_scouts_desc;The Shaodong Scouting Corps is a special Ba Sing Se charter unit that guards and patrols the southern entrance of Ba Sing Se. They are Unique among the Earth Kingdom's for incorporating Sandbenders to better traverse the sandy terrain around the Southern Gate. Highly disciplined, but bored of there jobs, they occasionally sit around campfires at night as the Sandbenders of the corps tell ancient folklore stories and interesting encounters from back home.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
meicheng_coal;Meicheng Coal Mines;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
meicheng_coal_desc;The Coal Mines of Meicheng are a vast network of underground tunnels going deep into the canyon mountains of the Great Divide. Primarily using a force of Earthbenders and miners, the diggers are efficient in there methods, using multiple techniques not unlike the ancient earthbending badgermoles of old.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
sengli_quarry;Sengli Quarry Company;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
sengli_quarry_desc;The Sengli Quarry Company are the main providers of cut stone in the Southern Earth Kingdom. The stone they dig is of high quality, so much so that noble Earthbenders use it in training and the best construction contracters specifically use Sengli cut stone for construction. While the Quarries dig up most of the surrounding earth around the town of Sengli Co, the residents do not seem to mind, as the town has expanded into the abandoned quarry pits and repurposed the old miners roads into proper streets.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
hei_bai_forest;Hei Bai's Forest;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
hei_bai_forest_desc;Named after the spirit of Hei Bai, this forest is said to be highly spiritual and sacred to its spirit.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
zhous_wall;Zhou's Wall;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
zhous_desc;Zhou's wall is a large, crumbling wall on the outskirts of Ba Sing Se. An ambitious project to create another ring for Ba Sing Se, it was cut short by Earth King Zhou's short reign and untimely death. Though the project was passed on to his heir, Earth King Sum Ting Won, it was soon abandoned due to politics in the capital, as well as Sum Ting Won's own bitterness to his late father. The unfinished wall now stands as symbolism for the Ting dynasties' reign on the badgermole throne, something that was never truly finished, and a yearning by the people for something more.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
#
#Temple flavor buildings
si_wong_rock;Si Wong Rock;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
si_wong_rock_desc;Si Wong Rock stands as the central feature of the Si Wong Desert. The rock has magnetic properties, serving as a beacon for native sandbenders to use for navigation.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
room_of_laghima;Room of Guru Laghima;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
room_of_laghima_desc;It is said that Guru Laghima used this empty room to write his teachings. It is devoid of all light and completely quiet. The entrance to the room is completely sealed off, only being entered with a keen knowledge of airbending.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
room_of_shoken;Room of Guru Shoken;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
room_of_shoken_desc;While the room Guru laghima wrote his philosophies was empty, Guru Shoken's is the exact opposite. Pictures, paintings, and writings plaster the walls, ranging from people to different types of language scripts. Dusty scripts and books are kept on the nearby bookshelf, but some are left strewn all about the place on different pages. Finally, a single bed sits in the very corner of the room, and behind it, a single, large window with a view of the endless sky and sea.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
#City Flavor Buildings
masaharu_lighthouse;Masaharu Lighthouse;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
masaharu_lighthouse_desc;Named in honor of the first Lord of Badaji, Masaharu Lighthouse guides countless vessels to safety towards the cities shores.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
lords_manor_at_jundui;Lord's Manor at Jundui;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
lords_manor_at_jundui_desc;Built by a rich Oligarch in ancient times, the Lord's Manor at Jundui has continued to serve as the primary residence of countless rulers of Taki ever since.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
lords_manor_at_jundui_city;Lord's Manor at Jundui;;;;;;;;;;;x
nan_day_sundials;Nan Day Sundials;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
nan_day_sundials_desc;The Nan Day Sundials are a group of seven monolithic towers peppered throughout the island. Using there height and large shadows, they accurately tell the current time of Day. Each tower has the additonal feature of a built in mechanical calendar added by Earth Engineer Ke Lisi, greatly aiding in time keeping standards followed by a majority of the Eastern Earth Kingdom.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
daishan_monolith;Mysterious Monolith;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
daishan_monolith_desc;A mysterious metallic monolith has suddenly appeared at the outskirts of town after being found by a local citizen. The Mayor, being dutiful as they have, consulted each and every citizen of Daishan, only to realize that the monolith did not belong to anyone, nor did anyone ever see it there the previous day... or ever. Its mysterious origins have awed the local children, gone through the gossip machine with the women, and have scared the elderly shitless. Many want it removed, perhaps smelt it down, but the local smith won't even touch it, let alone come near it. After an unanimous vote in town, the people have decided that they would leave the monolith alone, and the monolith would keep to itself. §YCurrent Monolith feelings:§! §BThe Monolith is Sad.§!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
#Tribal Flavor Buildings
the_great_divide_pass;The Great Divide Pass;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
the_great_divide_pass_desc;Crossing the Great Divide is a dangerous and arduous task for even the most disciplined of armies to undertake, let alone conquer without heavy losses.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
