#Society
tea_enthusiasts;Tea Enthusiasts;x

brew_spiritual_tea_desc;Share a cup of sedative tea with someone.\nWill remove §YDepressed§!, §YPossessed§!, and §YInsane§! from the target, improve relations, and has a chance to make them your friend.;;;;;;;;;;;x
brew_spiritual_tea_power_desc;Share a cup of sedative tea, to help heal aching minds. Removes §YDepressed§!, §YPossessed§!, and §YInsane§! from the target, improve relations, and has a chance to make them your friend.\n§GOnly available on the Path of the Spirits!§!;;;;;;;;;;;x
tea_educate;Educate;;;;;;;;;;;x
tea_educate_desc;Take some time to be a teacher -- helping others find their way. Increases the target's §YEducation§! level by one. Can only be used on those with an §YEducation§! lower than your own.;;;;;;;;;;;x
tea_educate_power_desc;Take some time to be a teacher -- helping others find their way. Increases the target's §YEducation§! level by one. Can only be used on those with an §YEducation§! lower than your own.\n§GOnly available on the Path of the Self!§!;;;;;;;;;;;x
brew_herbal_tea;Brew Herbal Tea;;;;;;;;;;;x
brew_herbal_tea_desc;Share a cup of tea, blessed with the healing waters of the Northern Water Tribe.\nWill remove §Ybad treatment§! modifiers from the target, give a small §Yhealth§! and §Yfertility§! bonus, improve relations, and has a chance to make them your friend.;;;;;;;;;;;x
brew_herbal_tea_power_desc;Share a cup of tea, blessed with the healing waters of the Northern Water Tribe. Removes §Ybad treatment§! modifiers from the target, gives a small §Yhealth§! and §Yfertility§! bonus, improves relations, and has a chance to make them your friend.\n§GOnly available on the Path of the Spirits!§!;;;;;;;;;;;x
become_tea_mater;Become Tea Master;;;;;;;;;;;x
become_tea_mater_desc;Unlocks decision to become a §YTea Master§!, giving a massive boost to diplomacy and health, and increasing the chance of all other §YTea Enthusiast§! actions making people into friends.;;;;;;;;;;;x
become_tea_mater_power_desc;Unlocks decision to become a §YTea Master§!, giving a massive boost to diplomacy and health, and increasing the chance of all other §YTea Enthusiast§! actions making people into friends.\n§GOnly available on the Path of the Self!§!;;;;;;;;;;;x
