#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ATLAILLDESC.2;You have felt yourself growing weaker. As your skin begins to deteriorate, dark pus starts to ooze from the pox littering your body. You have contracted Pentapox.;Vos ganglions lymphatiques enfl§s sont devenus noirs et ont §clat§, r§pandant § pr§sent du sang et du pus. Vous avez contract§ la peste.;Eure geschwollenen Lymphknoten haben sich schwarz verf§rbt, sind geborsten und es quellen Blut und Eiter daraus hervor. Ihr habt die Pest.;;Tus linfas hinchadas se han ennegrecido y estallado, arrojando sangre y pus. Has contra§do la Peste.;;;;;;;;;x
ATLARdesc.760;After weeks of construction, work on the Shrine has been complete. In raising it, we honour the Spirits, and in particular, we dedicate this shrine to Yue, Spirit of the Moon. The once Princess of the Northern Water Tribe became one with Tui to restore balance to the world and resurrect the Spirit of the Moon. We honour her sacrifice and hope that she will bestow her favour upon us.;;;;;;;;;;;;x
ATLARdesc.761;After weeks of construction, work on the Shrine has been complete. In raising it, we honour the Spirits, and in particular, we dedicate this shrine to the Spirits mysterious to us, but none the less worthy of our respect. The Spirits roamed this world long before humanity did, and will roam it long after we're gone. May they grant us some of their divine endurance.;;;;;;;;;;;;x
ATLARdesc.762;After weeks of construction, work on the Shrine has been complete. In raising it, we honour the Spirits, and in particular, we dedicate this shrine to La, Spirit of the Ocean. Forever circling Tui in the Great Spirit Oasis, we hope La is merciful and keeps our ships safe from the great tides and storms.;;;;;;;;;;;;x
shrine_to_avatar;Shrine of Order;;;;;;;;;;;;x
shrine_to_heibai;Shrine of Nature;;;;;;;;;;;;x
shrine_to_generaloldiron;Shrine of War;;;;;;;;;;;;x
shrine_to_paintedlady;Shrine of Rivers;;;;;;;;;;;;x
shrine_to_agni;Shrine of Agni;;;;;;;;;;;;x
shrine_to_kemurikage;Shrine of Vengeance;;;;;;;;;;;;x
shrine_to_motheroffaces;Shrine of the Mother;;;;;;;;;;;;x
shrine_to_tienhai;Shrine of Peace;;;;;;;;;;;;x
shrine_to_tui;Shrine of the Moon;;;;;;;;;;;;x
shrine_to_la;Shrine of the Ocean;;;;;;;;;;;;x
shrine_to_yue;Shrine of Yue;;;;;;;;;;;;x
shrine_to_spirits;Shrine of the Spirits;;;;;;;;;;;;x
hundredYearWar_VictoryDecision;End the Hundred Year War;;;;;;;;;;;;x
hundredYearWar_VictoryDecision_desc;For so long have we warred, but the time has come to put an end to this conflict. Without a doubt, we are the supreme power of the world, and the time has come for our enemies to realise that.;;;;;;;;;;;;x
HYWVD_AN;As the §YAir Nomads§!, survive and be independent until §Y931 ASC§!\n;;;;;;;;;;;;x
HYWVD_FN;As the §YFire Nation§!, have the §YFire Palace§!, the §YEarth Palace§!, §YOmashu§!, the §YNorthern Water Tribe§! and §YSouthern Air Temple§! in your realm.\n;;;;;;;;;;;;x
HYWVD_WT;As the §YWater Tribe, have the §YNorthern Water Tribe§!, the §YSouthern Water Tribe§!, the §YEarth Palace§!, the §YFire Capital§! and §YYu Dao§! in your realm.;;;;;;;;;;;;x
HYWVD_EK;As the §YEarth Kingdom§!, have the §YEarth Palace§!, §YNorthern Water Tribe§!, the §YFire Palace§!, §YOmashu§!, §YGaoling§! and §YYu Dao§! in your realm.\n;;;;;;;;;;;;x
HYWVD_AV;As the §YAvatar§!, be independent until §Y931ASC§!.\n;;;;;;;;;;;;x
title_appointed_general;General of the Army;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
title_appointed_admiral;Admiral of the Navy;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCTLA.2;Suddenly over the distant horizon, on a normal Winter's day, a pillar of light appears that stretches all the way to the sky, a sight more majestic than anything you have ever seen before. A cool wind seems to sweep through the south, and what this means for the world, you do not know.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTTITLETLA.1;Boy in the Iceberg;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTTITLETLA.2;Girl in the Iceberg;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTTLA.1;Days like these are strange.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTTLAA.2;These are strange times, indeed.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTTLAB.2;The Spirits are sending us a sign!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTTLAC.2;Finally...;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTTLAD.2;Hey, that's me!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTTITLETLA.403;The Avatar's Arrival;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCTLA_AIR.403;Miraculous news has spread through the Temple. [From.GetTitledName], having been thought disappeared almost a century ago, has returned upon [From.GetHerHis] Sky-Bison, not a day older. [From.GetTitledName] is quick to tell tales of having flown into a storm, only to be caught beneath the waves, triggering the Avatar State and freezing [From.GetHerselfHimself] for all this time. Now, at last, the Avatar has returned home with a pair of companions from the Water Tribe.\n\nStill however, the Avatar is disheartened by the passage of time. Everyone [From.GetSheHe] once knew at the temple is long gone. For that reason, the Avatar refuses to stay, insistent on pressing onward to the Northern Water Tribe to begin [From.GetHerHis] Waterbending training.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCTLA_FIRE.403;A hurried messenger brings word from one of our outposts close to the ruins of the old Southern Air Temple. This morning, a patrol not too far from the ruins claimed to have spotted a Flying Bison in the sky. The patrol leader is adamant the sighting is no fiction, having seen illustrations of the supposedly extinct creatures throughout the temple's ruins. Your commanders were split between either dismissing this finding or spreading word until a beam of light suddenly appeared on the horizon, coming from the direction of the fallen Air Temple itself...;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCTLA_OTHER.403;A hurried messenger brings word from one of our outposts close to the ruins of the old Southern Air Temple. This morning, a group watchmen claims to have seen a Flying Bison in the skies overhead. Strange, considering such creatures haven?t been seen here ever since the fall of the Air Temple. That, combined with sightings of a Fire Nation warships nearby, has your advisors suggest this may be some kind of prelude to a Firebender attack. You are interrupted however, when a bright beam of light suddenly appears on the horizon, in the direction of the Southern Air Temple itself.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTTLAA.403;We wish you well in your quest, Avatar.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTTLAB.403;Is this some kind of trick?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTTLAC.403;What is this?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTTITLETLA.404;The Avatar Returns;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCTLA_AIR.404;Throughout the world, a great change has happened. Countless temples and shrines across the world have lit up in pure white light, shining from the stone images of all Avatars past. Everywhere, all the Sages agree that this sign can mean only one thing: the Avatar has returned after a century missing in parts unknown.\n\nNow the whole world knows of the Avatar's return, one thing is certain. All who thrive in the imbalance and chaos the Avatar's disappearance has caused will try to hunt them down. We can only hope the Avatar succeeds in restoring peace to this war ravaged world.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCTLA_FIRE.404;Throughout the world, a great change has happened. Countless temples and shrines across the world have lit up in pure white light, shining from the stone images of all Avatars past. Everywhere, all the Sages agree that this sign can mean only one thing: the Avatar has returned after a century missing in parts unknown.\n\nNow the whole world knows of the Avatar's return, one thing is certain. This will be a spark that may ignite rebellion across the world against Fire Nation dominance. Soon, action will have to be taken to ensure this pitiful ray of hope for the lesser nations is crushed.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCTLA_OTHER.404;Throughout the world, a great change has happened. Countless temples and shrines across the world have lit up in pure white light, shining from the stone images of all Avatars past. Everywhere, all the Sages agree that this sign can mean only one thing: the Avatar has returned after a century missing in parts unknown.\n\nNow the whole world knows of the Avatar's return, one thing is certain. If the Avatar is to side against the Fire Nation in retribution for their attack on the Air Nomads a century ago, this could be the end of the Fire Nation itself.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTTLAA.404;Change may indeed be coming...;;;;;;;;;;;;x
EVTTITLETLA.405;The Avatar on Kyoshi Island;;;;;;;;;;;;x
EVTDESCTLA.405;Early this morning, a group of Kyoshi Warriors brought three outsiders on the island to the village, finding them snooping around. These strange children don't strike you as Fire Nation spies, two obviously being from the Water Tribes further south and another dressed in peculiar, orange robes. When questioned by the Warriors, the orange-dressed [From.GetBoyGirl] claims to be the village's founder, Avatar Kyoshi herself! Despite the Warrior's doubt, the boy quickly proves [From.GetHerHis] claims, bending the air. It is so, that this child, who calls [From.GetHerselfHimself] [From.GetFirstName], is the long lost Avatar, returned at last!;;;;;;;;;;;;x
EVTOPTATLAA.405;We wish you well on your journey, Avatar.;;;;;;;;;;;;x
EVTOPTATLAB.405;We must welcome the Avatar with a feast!;;;;;;;;;;;;x
EVTDESCTLA.406;Even as the governor of Kyoshi Island, your entire life that you've spent on the island has been pretty uneventful and tiresome. This morning was far from that, however, as news reaches you that a native uprising has begun. This rebellion was spurred on by a visit of three children, one of which claims to be the Avatar [From.GetHerselfHimself]! It awes you that the natives actually believe this, rising up in mass under the banner of their idol, the long dead Avatar Kyoshi. Unless the Firelord sends assistance soon, you're not sure you can deal the sheer number of this rabble?;;;;;;;;;;;;x
EVTOPTTLAA.406;Send the Messenger-Hawk immediately!;;;;;;;;;;;;x
EVTDESCTLA.407;Rumours continue to spread regarding the Avatar's return. Some say that the Avatar has appeared on Kyoshi's Island in the southernmost region of the Earth Kingdom and has continued travelling northward.;;;;;;;;;;;;x
EVTOPTATLAA.407;That's Interesting if true...;;;;;;;;;;;;x
EVTDESCTLA.408;Rumours continue to spread regarding the Avatar's return. Kyoshi Island has risen up in rebellion against its occupiers as word spreads the Avatar has been sighted on the island. Apparently, the Avatar continues northward, spreading the seeds of rebellion.;;;;;;;;;;;;x
EVTOPTATLAA.408;It'll take more than a single island to change things.;;;;;;;;;;;;x
EVTDESCTLA.410;It appears recently that the Avatar has swept through our province, yet another one scarred by the ongoing war. Though [From.GetSheHe] did not stay for long, apparently, this visit has inspired many to join the fight against the Fire Nation.;;;;;;;;;;;;x
EVTOPTATLAA.410;Good tidings indeed?;;;;;;;;;;;;x
EVTDESCTLA.411;It appears that this mythical Avatar has struck again, [From.GetSheHe] and [From.GetHerHis] companions are now inciting rebellion in one of our work camps, causing the Earthbenders to rise up against us! If reinforcements are not sent, this uprising may quickly get out of hand?;;;;;;;;;;;;x
EVTOPTATLAA.411;Send for reinforcements now!;;;;;;;;;;;;x
EVTOPTTLAA.3;The Avatar's saved us!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTTLAB.3;Wretched Spirits.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTTLAC.3;Our losses have been great...;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTTITLETLA.3;The North;;;;;;;;;;;;x
EVTDESCTLA.3;It appears that shortly after the Avatar reached the North Pole and the stronghold of the Northern Water Tribe, a terrible cosmic terror occurred as the moon in the night's sky ran red with blood. This calamity was apparently caused by an ambitious Fire Nation commander known as Admiral Zhao, who unleashed thoughtless violence upon the great Spirit Tui.\n\nThe combined retribution of the Spirits and the Avatar quickly destroyed Zhao and his army. Somehow, the Avatar was successful in restoring Tui and ended the blood moon. Nevertheless, this event has left the world shaken and terrified of the Spirit's vengeance.;;;;;;;;;;;;x
EVTTITLETLA.4;Gaoling;;;;;;;;;;;;x
EVTTITLETLA.5;Fall of the Earth Kingdom;;;;;;;;;;;;x
EVTTITLETLA.6;The Black Sun;;;;;;;;;;;;x
EVTTITLETLA.7;Peace;;;;;;;;;;;;x
EVTDESCTLA.4;Not long after the cataclysmic battle in the North the Avatar was spotted again. This time in the city of Gaoling, far in the southern Earth Kingdom. No doubt, the Avatar is now searching for an Earthbending Master, in order to master all four elements.;;;;;;;;;;;;x
EVTDESCTLA.5;Word has come that Fire Nation infiltrators have attacked Ba Sing Se with the help of treacherous Dai Li agents. For the first time, Ba Sing Se's walls have fallen, allowing the invading Firebenders to pour into the city. Panicked rumours are swiftly spreading, telling that the Earth King has disappeared and the Avatar has been slain. What is definitely known, however, is that the Earth Kingdom has fallen and the Fire Nation has captured Ba Sing Se.;;;;;;;;;;;;x
EVTDESCTLA.6;After being believed dead in the Fall of Ba Sing Se, the Avatar has again returned, this time fighting alongside Water Tribe and Earth Kingdom forces in an attack upon the Fire Nation's capital city. While this attack may be quickly repulsed, it has signaled that the fight is far from over.;;;;;;;;;;;;x
EVTDESCTLA.7;It appears at the height of his power, the Firelord has been defeated by the young Avatar. Stripped of his Firebending in a miraculous feat, the Firelord is powerless and thus, unfit for his own throne. Now his once banished son, an ally of the Avatar, Prince Zuko, has ascended the throne.\n\nThe newly crowned Firelord has proclaimed a new era of peace for the Fire Nation, abandoning the Imperialist rule of his predecessors and returning to the old ways. In turn, he has offered a generous peace to his enemies, the return of all conquered territory to the Earth Kingdom.;;;;;;;;;;;;x
EVTOPTTLAA.4;Hopefully the Avatar will take action soon.;;;;;;;;;;;;x
EVTOPTTLAB.4;Hopefully, the Avatar will not last much longer.;;;;;;;;;;;;x
EVTOPTTLAC.4;Curse you, Avatar!;;;;;;;;;;;;x
EVTOPTTLAA.5;What terrible news!;;;;;;;;;;;;x
EVTOPTTLAB.5;What a glorious victory for the Fire Nation.;;;;;;;;;;;;x
EVTOPTTLAC.5;I must flee!;;;;;;;;;;;;x
EVTOPTTLAA.6;Hopefully, this distracts the Firelord.;;;;;;;;;;;;x
EVTOPTTLAB.6;The Avatar cannot hope to win.;;;;;;;;;;;;x
EVTOPTTLAA.7;Peace at last...;;;;;;;;;;;;x
EVTOPTTLAB.7;How could this be! Such a shameful defeat...;;;;;;;;;;;;x
