#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_ananexia;Ananexia;Ananexia;Ananexia;;Ananexia;;;;;;;;;x
b_ananexia_adj;Ananexian;;ananexer;;;;;;;;;;;x
b_anarchist_commune_of_luzhu;Anarchist Commune of Luzhu;Anarchist Commune of Luzhu;Anarchist Commune of Luzhu;;Anarchist Commune of Luzhu;;;;;;;;;x
b_anarchist_commune_of_luzhu_adj;Anarchist Commune of Luzhian;;Anarchist Commune of Luzher;;;;;;;;;;;x
b_anaxian;Anaxian;Anaxian;Anaxian;;Anaxian;;;;;;;;;x
b_anaxian_adj;Anaxianian;;anaxianer;;;;;;;;;;;x
b_anba;Anba;Anba;Anba;;Anba;;;;;;;;;x
b_anba_adj;Anban;;anber;;;;;;;;;;;x
b_andingmen;Andingmen;Andingmen;Andingmen;;Andingmen;;;;;;;;;x
b_andingmen_adj;Andingmenian;;andingmener;;;;;;;;;;;x
b_anlong;Anlong;Anlong;Anlong;;Anlong;;;;;;;;;x
b_anlong_adj;Anlongian;;anlonger;;;;;;;;;;;x
b_anqiu;Anqiu;Anqiu;Anqiu;;Anqiu;;;;;;;;;x
b_anqiu_adj;Anqian;;anqer;;;;;;;;;;;x
b_ansham;Ansham;Ansham;Ansham;;Ansham;;;;;;;;;x
b_ansham_adj;Anshamian;;anshamer;;;;;;;;;;;x
b_anshan;Anshan;Anshan;Anshan;;Anshan;;;;;;;;;x
b_anshan_adj;Anshanian;;anshaner;;;;;;;;;;;x
b_aoping;Aoping;Aoping;Aoping;;Aoping;;;;;;;;;x
b_aoping_adj;Aopingian;;aopinger;;;;;;;;;;;x
b_apsimayut;Apsimayut;Apsimayut;Apsimayut;;Apsimayut;;;;;;;;;x
b_apsimayut_adj;Apsimayutian;;apsimayuter;;;;;;;;;;;x
b_asa;Asa;Asa;Asa;;Asa;;;;;;;;;x
b_asa_adj;Asan;;aser;;;;;;;;;;;x
b_asunaro;Asunaro;Asunaro;Asunaro;;Asunaro;;;;;;;;;x
b_asunaro_adj;Asunarian;;asunarer;;;;;;;;;;;x
b_attukattak;Attukattak;Attukattak;Attukattak;;Attukattak;;;;;;;;;x
b_attukattak_adj;Attukattakian;;attukattaker;;;;;;;;;;;x
b_aurangabad;Aurangabad;Aurangabad;Aurangabad;;Aurangabad;;;;;;;;;x
b_aurangabad_adj;Aurangabadian;;aurangabader;;;;;;;;;;;x
b_aztlan;Aztlan;Aztlan;Aztlan;;Aztlan;;;;;;;;;x
b_aztlan_adj;Aztlanian;;aztlaner;;;;;;;;;;;x
b_azuli;Azuli;Azuli;Azuli;;Azuli;;;;;;;;;x
b_azuli_adj;Azulian;;azuler;;;;;;;;;;;x
b_ba_sing_se_bureaucratic_testing_grounds;Ba Sing Se Bureaucratic Testing Grounds;Ba Sing Se Bureaucratic Testing Grounds;Ba Sing Se Bureaucratic Testing Grounds;;Ba Sing Se Bureaucratic Testing Grounds;;;;;;;;;x
b_ba_sing_se_bureaucratic_testing_grounds_adj;Ba Sing Se Bureaucratic Testing Groundsian;;Ba Sing Se Bureaucratic Testing Groundser;;;;;;;;;;;x
b_ba_sing_se_commune;Ba Sing Se Commune;Ba Sing Se Commune;Ba Sing Se Commune;;Ba Sing Se Commune;;;;;;;;;x
b_ba_sing_se_commune_adj;Ba Sing Se Communean;;Ba Sing Se Communer;;;;;;;;;;;x
b_ba_sing_se_park;Ba Sing Se Park;Ba Sing Se Park;Ba Sing Se Park;;Ba Sing Se Park;;;;;;;;;x
b_ba_sing_se_park_adj;Ba Sing Se Parkian;;Ba Sing Se Parker;;;;;;;;;;;x
b_ba_sing_se_university;Ba Sing Se University;Ba Sing Se University;Ba Sing Se University;;Ba Sing Se University;;;;;;;;;x
b_ba_sing_se_university_adj;Ba Sing Se Universitian;;Ba Sing Se Universiter;;;;;;;;;;;x
b_ba_sing_se_zoo;Ba Sing Se Zoo;Ba Sing Se Zoo;Ba Sing Se Zoo;;Ba Sing Se Zoo;;;;;;;;;x
b_ba_sing_se_zoo_adj;Ba Sing Se Zian;;Ba Sing Se Zer;;;;;;;;;;;x
b_ba_xiyaxi;Ba Xiyaxi;Ba Xiyaxi;Ba Xiyaxi;;Ba Xiyaxi;;;;;;;;;x
b_ba_xiyaxi_adj;Ba Xiyaxian;;Ba Xiyaxer;;;;;;;;;;;x
b_ba_yule;Ba Yule;Ba Yule;Ba Yule;;Ba Yule;;;;;;;;;x
b_ba_yule_adj;Ba Yulean;;Ba Yuler;;;;;;;;;;;x
b_badaji;Badaji;Badaji;Badaji;;Badaji;;;;;;;;;x
b_badaji_adj;Badajian;;badajer;;;;;;;;;;;x
b_bai;Bai;Bai;Bai;;Bai;;;;;;;;;x
b_bai_adj;Bian;;ber;;;;;;;;;;;x
b_bai_bey;Bai Bey;Bai Bey;Bai Bey;;Bai Bey;;;;;;;;;x
b_bai_bey_adj;Bai Beian;;Bai Beer;;;;;;;;;;;x
b_baicheng;Baicheng;Baicheng;Baicheng;;Baicheng;;;;;;;;;x
b_baicheng_adj;Baichengian;;baichenger;;;;;;;;;;;x
b_baicheng_2;Baicheng;Baicheng;Baicheng;;Baicheng;;;;;;;;;x
b_baicheng_2_adj;Baichengian;;baichenger;;;;;;;;;;;x
b_baicigou;Baicigou;Baicigou;Baicigou;;Baicigou;;;;;;;;;x
b_baicigou_adj;Baicigian;;baiciger;;;;;;;;;;;x
b_baidapo;Baidapo;Baidapo;Baidapo;;Baidapo;;;;;;;;;x
b_baidapo_adj;Baidapian;;baidaper;;;;;;;;;;;x
b_baidu;Baidu;Baidu;Baidu;;Baidu;;;;;;;;;x
b_baidu_adj;Baidian;;baider;;;;;;;;;;;x
b_baijiaju;Baijiaju;Baijiaju;Baijiaju;;Baijiaju;;;;;;;;;x
b_baijiaju_adj;Baijiajian;;baijiajer;;;;;;;;;;;x
b_baijiantan;Baijiantan;Baijiantan;Baijiantan;;Baijiantan;;;;;;;;;x
b_baijiantan_adj;Baijiantanian;;baijiantaner;;;;;;;;;;;x
b_baikouquan;Baikouquan;Baikouquan;Baikouquan;;Baikouquan;;;;;;;;;x
b_baikouquan_adj;Baikouquanian;;baikouquaner;;;;;;;;;;;x
b_baimiahe;Baimiahe;Baimiahe;Baimiahe;;Baimiahe;;;;;;;;;x
b_baimiahe_adj;Baimiahean;;baimiaher;;;;;;;;;;;x
b_baimu;Baimu;Baimu;Baimu;;Baimu;;;;;;;;;x
b_baimu_adj;Baimian;;baimer;;;;;;;;;;;x
b_bainan;Bainan;Bainan;Bainan;;Bainan;;;;;;;;;x
b_bainan_adj;Bainanian;;bainaner;;;;;;;;;;;x
b_baishadong;Baishadong;Baishadong;Baishadong;;Baishadong;;;;;;;;;x
b_baishadong_adj;Baishadongian;;baishadonger;;;;;;;;;;;x
b_baishazhen;Baishazhen;Baishazhen;Baishazhen;;Baishazhen;;;;;;;;;x
b_baishazhen_adj;Baishazhenian;;baishazhener;;;;;;;;;;;x
b_bala;Bala;;;;;;;;;;;x
b_balao;Balao;Balao;Balao;;Balao;;;;;;;;;x
b_balao_adj;Balian;;baler;;;;;;;;;;;x
b_balitaizhen;Balitaizhen;Balitaizhen;Balitaizhen;;Balitaizhen;;;;;;;;;x
b_balitaizhen_adj;Balitaizhenian;;balitaizhener;;;;;;;;;;;x
b_ban_deua;Ban Deua;Ban Deua;Ban Deua;;Ban Deua;;;;;;;;;x
b_ban_deua_adj;Ban Deuan;;Ban Der;;;;;;;;;;;x
b_bandao;Bandao;Bandao;Bandao;;Bandao;;;;;;;;;x
b_bandao_adj;Bandian;;bander;;;;;;;;;;;x
b_bangdag;Bangdag;Bangdag;Bangdag;;Bangdag;;;;;;;;;x
b_bangdag_adj;Bangdagian;;bangdager;;;;;;;;;;;x
b_bankao;Bankao;Bankao;Bankao;;Bankao;;;;;;;;;x
b_bankao_adj;Bankian;;banker;;;;;;;;;;;x
b_banmuxian;Banmuxian;Banmuxian;Banmuxian;;Banmuxian;;;;;;;;;x
b_banmuxian_adj;Banmuxianian;;banmuxianer;;;;;;;;;;;x
b_banpo;Banpo;Banpo;Banpo;;Banpo;;;;;;;;;x
b_banpo_adj;Banpian;;banper;;;;;;;;;;;x
b_banshi;Banshi;Banshi;Banshi;;Banshi;;;;;;;;;x
b_banshi_adj;Banshian;;bansher;;;;;;;;;;;x
b_banton;Banton;Banton;Banton;;Banton;;;;;;;;;x
b_banton_adj;Bantonian;;bantoner;;;;;;;;;;;x
b_baoding;Baoding;Baoding;Baoding;;Baoding;;;;;;;;;x
b_baoding_adj;Baodingian;;baodinger;;;;;;;;;;;x
b_baoli_nu;Baoli Nu;Baoli Nu;Baoli Nu;;Baoli Nu;;;;;;;;;x
b_baoli_nu_adj;Baoli Nian;;Baoli Ner;;;;;;;;;;;x
b_baowo;Baowo;Baowo;Baowo;;Baowo;;;;;;;;;x
b_baowo_adj;Baowian;;baower;;;;;;;;;;;x
b_baoxing;Baoxing;Baoxing;Baoxing;;Baoxing;;;;;;;;;x
b_baoxing_adj;Baoxingian;;baoxinger;;;;;;;;;;;x
b_baqiao;Baqiao;Baqiao;Baqiao;;Baqiao;;;;;;;;;x
b_baqiao_adj;Baqian;;baqer;;;;;;;;;;;x
b_bei;Bei;Bei;Bei;;Bei;;;;;;;;;x
b_bei_adj;Bian;;ber;;;;;;;;;;;x
b_bei_yiwang;Bei Yiwang;Bei Yiwang;Bei Yiwang;;Bei Yiwang;;;;;;;;;x
b_bei_yiwang_adj;Bei Yiwangian;;Bei Yiwanger;;;;;;;;;;;x
b_beishang;Beishang;Beishang;Beishang;;Beishang;;;;;;;;;x
b_beishang_adj;Beishangian;;beishanger;;;;;;;;;;;x
b_beishi;Beishi;Beishi;Beishi;;Beishi;;;;;;;;;x
b_beishi_adj;Beishian;;beisher;;;;;;;;;;;x
b_beishizi;Beishizi;Beishizi;Beishizi;;Beishizi;;;;;;;;;x
b_beishizi_adj;Beishizian;;beishizer;;;;;;;;;;;x
b_beisu;Beisu;Beisu;Beisu;;Beisu;;;;;;;;;x
b_beisu_adj;Beisian;;beiser;;;;;;;;;;;x
b_beixing;Beixing;Beixing;Beixing;;Beixing;;;;;;;;;x
b_beixing_adj;Beixingian;;beixinger;;;;;;;;;;;x
b_beixinxiao;Beixinxiao;Beixinxiao;Beixinxiao;;Beixinxiao;;;;;;;;;x
b_beixinxiao_adj;Beixinxian;;beixinxer;;;;;;;;;;;x
b_bengbu;Bengbu;Bengbu;Bengbu;;Bengbu;;;;;;;;;x
b_bengbu_adj;Bengbian;;bengber;;;;;;;;;;;x
b_benlai;Benlai;Benlai;Benlai;;Benlai;;;;;;;;;x
b_benlai_adj;Benlian;;benler;;;;;;;;;;;x
b_bero_zeco;Bero Zeco;Bero Zeco;Bero Zeco;;Bero Zeco;;;;;;;;;x
b_bero_zeco_adj;Bero Zecian;;Bero Zecer;;;;;;;;;;;x
b_bianjing;Bianjing;Bianjing;Bianjing;;Bianjing;;;;;;;;;x
b_bianjing_adj;Bianjingian;;bianjinger;;;;;;;;;;;x
b_bianliang;Bianliang;Bianliang;Bianliang;;Bianliang;;;;;;;;;x
b_bianliang_adj;Bianliangian;;bianlianger;;;;;;;;;;;x
b_bianzhou;Bianzhou;Bianzhou;Bianzhou;;Bianzhou;;;;;;;;;x
b_bianzhou_adj;Bianzhian;;bianzher;;;;;;;;;;;x
b_biaomingliao;Biaomingliao;Biaomingliao;Biaomingliao;;Biaomingliao;;;;;;;;;x
b_biaomingliao_adj;Biaominglian;;biaomingler;;;;;;;;;;;x
b_bieshu;Bieshu;Bieshu;Bieshu;;Bieshu;;;;;;;;;x
b_bieshu_adj;Bieshian;;biesher;;;;;;;;;;;x
b_bijie;Bijie;Bijie;Bijie;;Bijie;;;;;;;;;x
b_bijie_adj;Bijiean;;bijer;;;;;;;;;;;x
b_billi;Billi;Billi;Billi;;Billi;;;;;;;;;x
b_billi_adj;Billian;;biller;;;;;;;;;;;x
b_bincheng;Bincheng;Bincheng;Bincheng;;Bincheng;;;;;;;;;x
b_bincheng_adj;Binchengian;;binchenger;;;;;;;;;;;x
b_binhai;Binhai;Binhai;Binhai;;Binhai;;;;;;;;;x
b_binhai_adj;Binhian;;binher;;;;;;;;;;;x
b_bisezaki;Bisezaki;Bisezaki;Bisezaki;;Bisezaki;;;;;;;;;x
b_bisezaki_adj;Bisezakian;;bisezaker;;;;;;;;;;;x
b_blue_tower;Blue Tower;Blue Tower;Blue Tower;;Blue Tower;;;;;;;;;x
b_blue_tower_adj;Blue Towerian;;Blue Towerer;;;;;;;;;;;x
b_blues_town;Blues Town;Blues Town;Blues Town;;Blues Town;;;;;;;;;x
b_blues_town_adj;Blues Townian;;Blues Towner;;;;;;;;;;;x
b_bo_beh;Bo Beh;Bo Beh;Bo Beh;;Bo Beh;;;;;;;;;x
b_bo_beh_adj;Bo Behian;;Bo Beher;;;;;;;;;;;x
b_boiling_rock;Boiling Rock;Boiling Rock;Boiling Rock;;Boiling Rock;;;;;;;;;x
b_boiling_rock_adj;Boiling Rockian;;Boiling Rocker;;;;;;;;;;;x
b_boku_wa;Boku Wa;Boku Wa;Boku Wa;;Boku Wa;;;;;;;;;x
b_boku_wa_adj;Boku Wan;;Boku Wer;;;;;;;;;;;x
b_boma;Boma;Boma;Boma;;Boma;;;;;;;;;x
b_boma_adj;Boman;;bomer;;;;;;;;;;;x
b_bon;Bon;Bon;Bon;;Bon;;;;;;;;;x
b_bon_adj;Bonian;;boner;;;;;;;;;;;x
b_bose;Bose;Bose;Bose;;Bose;;;;;;;;;x
b_bose_adj;Bosean;;boser;;;;;;;;;;;x
b_boshan;Boshan;Boshan;Boshan;;Boshan;;;;;;;;;x
b_boshan_adj;Boshanian;;boshaner;;;;;;;;;;;x
b_boun_neua;Boun Neua;Boun Neua;Boun Neua;;Boun Neua;;;;;;;;;x
b_boun_neua_adj;Boun Neuan;;Boun Ner;;;;;;;;;;;x
b_boxing;Boxing;Boxing;Boxing;;Boxing;;;;;;;;;x
b_boxing_adj;Boxingian;;boxinger;;;;;;;;;;;x
b_bucuo;Bucuo;Bucuo;Bucuo;;Bucuo;;;;;;;;;x
b_bucuo_adj;Bucian;;bucer;;;;;;;;;;;x
b_bude_bu;Bude Bu;Bude Bu;Bude Bu;;Bude Bu;;;;;;;;;x
b_bude_bu_adj;Bude Bian;;Bude Ber;;;;;;;;;;;x
b_budodake;Budodake;Budodake;Budodake;;Budodake;;;;;;;;;x
b_budodake_adj;Budodakean;;budodaker;;;;;;;;;;;x
b_bug_seong;Bug Seong;Bug Seong;Bug Seong;;Bug Seong;;;;;;;;;x
b_bug_seong_adj;Bug Seongian;;Bug Seonger;;;;;;;;;;;x
b_buha;Buha;Buha;Buha;;Buha;;;;;;;;;x
b_buha_adj;Buhan;;buher;;;;;;;;;;;x
b_bukimina_nanika;Bukimina Nanika;Bukimina Nanika;Bukimina Nanika;;Bukimina Nanika;;;;;;;;;x
b_bukimina_nanika_adj;Bukimina Nanikan;;Bukimina Naniker;;;;;;;;;;;x
b_bulag_hu;Bulag Hu;Bulag Hu;Bulag Hu;;Bulag Hu;;;;;;;;;x
b_bulag_hu_adj;Bulag Hian;;Bulag Her;;;;;;;;;;;x
b_bumahe;Bumahe;Bumahe;Bumahe;;Bumahe;;;;;;;;;x
b_bumahe_adj;Bumahean;;bumaher;;;;;;;;;;;x
b_bumthang;Bumthang;Bumthang;Bumthang;;Bumthang;;;;;;;;;x
b_bumthang_adj;Bumthangian;;bumthanger;;;;;;;;;;;x
b_caihecun;Caihecun;Caihecun;Caihecun;;Caihecun;;;;;;;;;x
b_caihecun_adj;Caihecunian;;caihecuner;;;;;;;;;;;x
b_caijiahe;Caijiahe;Caijiahe;Caijiahe;;Caijiahe;;;;;;;;;x
b_caijiahe_adj;Caijiahean;;caijiaher;;;;;;;;;;;x
b_caldera_fortress;Caldera Fortress;Caldera Fortress;Caldera Fortress;;Caldera Fortress;;;;;;;;;x
b_caldera_fortress_adj;Caldera Fortressian;;Caldera Fortresser;;;;;;;;;;;x
b_cao_bang;Cao Bang;Cao Bang;Cao Bang;;Cao Bang;;;;;;;;;x
b_cao_bang_adj;Cao Bangian;;Cao Banger;;;;;;;;;;;x
b_caowu;Caowu;Caowu;Caowu;;Caowu;;;;;;;;;x
b_caowu_adj;Caowian;;caower;;;;;;;;;;;x
b_capital_temple;Capital Temple;Capital Temple;Capital Temple;;Capital Temple;;;;;;;;;x
b_capital_temple_adj;Capital Templean;;Capital Templer;;;;;;;;;;;x
b_ceheng;Ceheng;Ceheng;Ceheng;;Ceheng;;;;;;;;;x
b_ceheng_adj;Cehengian;;cehenger;;;;;;;;;;;x
b_cengshan;Cengshan;Cengshan;Cengshan;;Cengshan;;;;;;;;;x
b_cengshan_adj;Cengshanian;;cengshaner;;;;;;;;;;;x
b_chabyer;Chabyer;Chabyer;Chabyer;;Chabyer;;;;;;;;;x
b_chabyer_adj;Chabyerian;;chabyerer;;;;;;;;;;;x
b_chagong;Chagong;Chagong;Chagong;;Chagong;;;;;;;;;x
b_chagong_adj;Chagongian;;chagonger;;;;;;;;;;;x
b_changan;Chang'an;Chang'an;Chang'an;;Chang'an;;;;;;;;;x
b_changan_adj;Chang'anian;;chang'aner;;;;;;;;;;;x
b_changge;Changge;Changge;Changge;;Changge;;;;;;;;;x
b_changge_adj;Changgean;;changger;;;;;;;;;;;x
b_changing;Changing;Changing;Changing;;Changing;;;;;;;;;x
b_changing_adj;Changingian;;changinger;;;;;;;;;;;x
b_changle;Changle;Changle;Changle;;Changle;;;;;;;;;x
b_changle_adj;Changlean;;changler;;;;;;;;;;;x
b_changyu;Changyu;Changyu;Changyu;;Changyu;;;;;;;;;x
b_changyu_adj;Changian;;changer;;;;;;;;;;;x
b_chaoyang;Chaoyang;Chaoyang;Chaoyang;;Chaoyang;;;;;;;;;x
b_chaoyang_adj;Chaoyangian;;chaoyanger;;;;;;;;;;;x
b_chaoyang_2;Chaoyang;Chaoyang;Chaoyang;;Chaoyang;;;;;;;;;x
b_chaoyang_2_adj;Chaoyangian;;chaoyanger;;;;;;;;;;;x
b_chaoyangmen;Chaoyangmen;Chaoyangmen;Chaoyangmen;;Chaoyangmen;;;;;;;;;x
b_chaoyangmen_adj;Chaoyangmenian;;chaoyangmener;;;;;;;;;;;x
b_charklik;Charklik;Charklik;Charklik;;Charklik;;;;;;;;;x
b_charklik_adj;Charklikian;;charkliker;;;;;;;;;;;x
b_chatan;Chatan;Chatan;Chatan;;Chatan;;;;;;;;;x
b_chatan_adj;Chatanian;;chataner;;;;;;;;;;;x
b_chatri;Chatri;Chatri;Chatri;;Chatri;;;;;;;;;x
b_chatri_adj;Chatrian;;chatrer;;;;;;;;;;;x
b_chencang;Chencang;Chencang;Chencang;;Chencang;;;;;;;;;x
b_chencang_adj;Chencangian;;chencanger;;;;;;;;;;;x
b_cheng_zi;Cheng Zi;Cheng Zi;Cheng Zi;;Cheng Zi;;;;;;;;;x
b_cheng_zi_adj;Cheng Zian;;Cheng Zer;;;;;;;;;;;x
b_chengbei;Chengbei;Chengbei;Chengbei;;Chengbei;;;;;;;;;x
b_chengbei_adj;Chengbian;;chengber;;;;;;;;;;;x
b_chengdou;Chengdou;Chengdou;Chengdou;;Chengdou;;;;;;;;;x
b_chengdou_adj;Chengdian;;chengder;;;;;;;;;;;x
b_chengdu;Chengdu;Chengdu;Chengdu;;Chengdu;;;;;;;;;x
b_chengdu_adj;Chengdian;;chengder;;;;;;;;;;;x
b_chengkeng_projects;Chengkeng Projects;Chengkeng Projects;Chengkeng Projects;;Chengkeng Projects;;;;;;;;;x
b_chengkeng_projects_adj;Chengkeng Projectsian;;Chengkeng Projectser;;;;;;;;;;;x
b_chengshang;Chengshang;Chengshang;Chengshang;;Chengshang;;;;;;;;;x
b_chengshang_adj;Chengshangian;;chengshanger;;;;;;;;;;;x
b_chharka;Chharka;Chharka;Chharka;;Chharka;;;;;;;;;x
b_chharka_adj;Chharkan;;chharker;;;;;;;;;;;x
b_chhusang;Chhusang;Chhusang;Chhusang;;Chhusang;;;;;;;;;x
b_chhusang_adj;Chhusangian;;chhusanger;;;;;;;;;;;x
b_chibi;Chibi;Chibi;Chibi;;Chibi;;;;;;;;;x
b_chibi_adj;Chibian;;chiber;;;;;;;;;;;x
b_chicomoztoc;Chicomoztoc;Chicomoztoc;Chicomoztoc;;Chicomoztoc;;;;;;;;;x
b_chicomoztoc_adj;Chicomoztocian;;chicomoztocer;;;;;;;;;;;x
b_chigu;Chigu;Chigu;Chigu;;Chigu;;;;;;;;;x
b_chigu_adj;Chigian;;chiger;;;;;;;;;;;x
b_chilong;Chilong;Chilong;Chilong;;Chilong;;;;;;;;;x
b_chilong_adj;Chilongian;;chilonger;;;;;;;;;;;x
b_chin_village;Chin Village;Chin Village;Chin Village;;Chin Village;;;;;;;;;x
b_chin_village_adj;Chin Villagean;;Chin Villager;;;;;;;;;;;x
b_chionin;Chionin;Chionin;Chionin;;Chionin;;;;;;;;;x
b_chionin_adj;Chioninian;;chioniner;;;;;;;;;;;x
b_chisana;Chisana;Chisana;Chisana;;Chisana;;;;;;;;;x
b_chisana_adj;Chisanan;;chisaner;;;;;;;;;;;x
b_chugoku;Chugoku;Chugoku;Chugoku;;Chugoku;;;;;;;;;x
b_chugoku_adj;Chugokian;;chugoker;;;;;;;;;;;x
b_chumo;Chumo;Chumo;Chumo;;Chumo;;;;;;;;;x
b_chumo_adj;Chumian;;chumer;;;;;;;;;;;x
b_chun_lee;Chun Lee;Chun Lee;Chun Lee;;Chun Lee;;;;;;;;;x
b_chun_lee_adj;Chun Leean;;Chun Ler;;;;;;;;;;;x
b_chunshu;Chunshu;Chunshu;Chunshu;;Chunshu;;;;;;;;;x
b_chunshu_adj;Chunshian;;chunsher;;;;;;;;;;;x
b_cima;Cima;Cima;Cima;;Cima;;;;;;;;;x
b_cima_adj;Ciman;;cimer;;;;;;;;;;;x
b_crescent_temple;Crescent Temple;Crescent Temple;Crescent Temple;;Crescent Temple;;;;;;;;;x
b_crescent_temple_adj;Crescent Templean;;Crescent Templer;;;;;;;;;;;x
b_crystal_catacombs;Crystal Catacombs;Crystal Catacombs;Crystal Catacombs;;Crystal Catacombs;;;;;;;;;x
b_crystal_catacombs_adj;Crystal Catacombsian;;Crystal Catacombser;;;;;;;;;;;x
b_cuoke;Cuoke;Cuoke;Cuoke;;Cuoke;;;;;;;;;x
b_cuoke_adj;Cuokean;;cuoker;;;;;;;;;;;x
b_cuolongka;Cuolongka;Cuolongka;Cuolongka;;Cuolongka;;;;;;;;;x
b_cuolongka_adj;Cuolongkan;;cuolongker;;;;;;;;;;;x
b_da_chengbao_zhong;Da Chengbao Zhong;Da Chengbao Zhong;Da Chengbao Zhong;;Da Chengbao Zhong;;;;;;;;;x
b_da_chengbao_zhong_adj;Da Chengbao Zhongian;;Da Chengbao Zhonger;;;;;;;;;;;x
b_da_chenjiawan;Da Chenjiawan;Da Chenjiawan;Da Chenjiawan;;Da Chenjiawan;;;;;;;;;x
b_da_chenjiawan_adj;Da Chenjiawanian;;Da Chenjiawaner;;;;;;;;;;;x
b_da_long_zhenzhu;Da Long Zhenzhu;Da Long Zhenzhu;Da Long Zhenzhu;;Da Long Zhenzhu;;;;;;;;;x
b_da_long_zhenzhu_adj;Da Long Zhenzhian;;Da Long Zhenzher;;;;;;;;;;;x
b_da_miao;Da Miao;Da Miao;Da Miao;;Da Miao;;;;;;;;;x
b_da_miao_adj;Da Mian;;Da Mer;;;;;;;;;;;x
b_da_wa_barracks;Da Wa Barracks;Da Wa Barracks;Da Wa Barracks;;Da Wa Barracks;;;;;;;;;x
b_da_wa_barracks_adj;Da Wa Barracksian;;Da Wa Barrackser;;;;;;;;;;;x
b_da_zhen;Da zhen;Da zhen;Da zhen;;Da zhen;;;;;;;;;x
b_da_zhen_adj;Da zhenian;;Da zhener;;;;;;;;;;;x
