#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_dajing_adj;Dajingian;;dajinger;;;;;;;;;;;x
c_dalaozi;Dalaozi;Dalaozi;Dalaozi;;Dalaozi;;;;;;;;;x
c_dalaozi_adj;Dalaozian;;dalaozer;;;;;;;;;;;x
c_dalidong;Dalidong;Dalidong;Dalidong;;Dalidong;;;;;;;;;x
c_dalidong_adj;Dalidongian;;dalidonger;;;;;;;;;;;x
c_daoli;Daoli;Daoli;Daoli;;Daoli;;;;;;;;;x
c_daoli_adj;Daolian;;daoler;;;;;;;;;;;x
c_daoliushui;Daoliushui;Daoliushui;Daoliushui;;Daoliushui;;;;;;;;;x
c_daoliushui_adj;Daoliushian;;daoliusher;;;;;;;;;;;x
c_daqing;Daqing;Daqing;Daqing;;Daqing;;;;;;;;;x
c_daqing_adj;Daqingian;;daqinger;;;;;;;;;;;x
c_daquan;Daquan;Daquan;Daquan;;Daquan;;;;;;;;;x
c_daquan_adj;Daquanian;;daquaner;;;;;;;;;;;x
c_dashan;Dashan;Dashan;Dashan;;Dashan;;;;;;;;;x
c_dashan_adj;Dashanian;;dashaner;;;;;;;;;;;x
c_datan;Datan;Datan;Datan;;Datan;;;;;;;;;x
c_datan_adj;Datanian;;dataner;;;;;;;;;;;x
c_gintong;Gintong;Gintong;Gintong;;Gintong;;;;;;;;;x
c_gintong_adj;Gintong;;Gintong;;;;;;;;;;;x
c_delongcun;Delongcun;Delongcun;Delongcun;;Delongcun;;;;;;;;;x
c_delongcun_adj;Delongcunian;;delongcuner;;;;;;;;;;;x
c_dongan;Dong'an;Dong'an;Dong'an;;Dong'an;;;;;;;;;x
c_dongan_adj;Dong'anian;;dong'aner;;;;;;;;;;;x
c_dongcheng;Dongcheng;Dongcheng;Dongcheng;;Dongcheng;;;;;;;;;x
c_dongcheng_adj;Dongchengian;;dongchenger;;;;;;;;;;;x
c_dongdi;Dongdi;Dongdi;Dongdi;;Dongdi;;;;;;;;;x
c_dongdi_adj;Dongdian;;dongder;;;;;;;;;;;x
c_donggang;Donggang;Donggang;Donggang;;Donggang;;;;;;;;;x
c_donggang_adj;Donggangian;;dongganger;;;;;;;;;;;x
c_dragon_island;Dragon Island;Dragon Island;Dragon Island;;Dragon Island;;;;;;;;;x
c_dragon_island_adj;Dragon Islander;;Dragon Islander;;;;;;;;;;;x
c_eastern_air_temple;Eastern Air Temple;Eastern Air Temple;Eastern Air Temple;;Eastern Air Temple;;;;;;;;;x
c_eastern_air_temple_adj;Eastern Air;;Eastern Air Templer;;;;;;;;;;;x
c_ember_island;Ember Island;Ember Island;Ember Island;;Ember Island;;;;;;;;;x
c_ember_island_adj;Ember Islander;;Ember Islander;;;;;;;;;;;x
c_emerald_district;Emerald District;Emerald District;Emerald District;;Emerald District;;;;;;;;;x
c_emerald_district_adj;Emerald District;;Emerald Districter;;;;;;;;;;;x
c_fancun;Fancun;Fancun;Fancun;;Fancun;;;;;;;;;x
c_fancun_adj;Fancunian;;fancuner;;;;;;;;;;;x
c_fang_yu_industrial_district;Fang Yu Industrial District;Fang Yu Industrial District;Fang Yu Industrial District;;Fang Yu Industrial District;;;;;;;;;x
c_fang_yu_industrial_district_adj;Fang Yu Industrial District;;Fang Yu Industrial Districter;;;;;;;;;;;x
c_feihe;Feihe;Feihe;Feihe;;Feihe;;;;;;;;;x
c_feihe_adj;Feihean;;feiher;;;;;;;;;;;x
c_feixi;Feixi;Feixi;Feixi;;Feixi;;;;;;;;;x
c_feixi_adj;Feixian;;feixer;;;;;;;;;;;x
c_fire_capital;Fire Capital;Fire Capital;Fire Capital;;Fire Capital;;;;;;;;;x
c_fire_capital_adj;Fire Capital;;Fire Capitaler;;;;;;;;;;;x
c_fire_palace;Fire Palace;Fire Palace;Fire Palace;;Fire Palace;;;;;;;;;x
c_fire_palace_adj;Fire Palace;;Fire Palacer;;;;;;;;;;;x
c_flower_district;Flower District;Flower District;Flower District;;Flower District;;;;;;;;;x
c_flower_district_adj;Flower District;;Flower Districter;;;;;;;;;;;x
c_ganbazi;Ganbazi;Ganbazi;District;;Ganbazi;;;;;;;;;x
c_ganbazi_adj;Ganbazian;;ganbazer;;;;;;;;;;;x
c_gangxi;Gangxi;Gangxi;Gangxi;;Gangxi;;;;;;;;;x
c_gangxi_adj;Gangxian;;gangxer;;;;;;;;;;;x
c_ganjingzi;Ganjingzi;Ganjingzi;Ganjingzi;;Ganjingzi;;;;;;;;;x
c_ganjingzi_adj;Ganjingzian;;ganjingzer;;;;;;;;;;;x
c_gansu;Gansu;Gansu;Gansu;;Gansu;;;;;;;;;x
c_gansu_adj;Gansian;;ganser;;;;;;;;;;;x
c_gao_si_wong;Gao Si Wong;Gao Si Wong;Gao Si Wong;;Gao Si Wong;;;;;;;;;x
c_gao_si_wong_adj;Gao Si Wong;;Gao Si Wonger;;;;;;;;;;;x
c_gaolan;Gaolan;Gaolan;Gaolan;;Gaolan;;;;;;;;;x
c_gaolan_adj;Gaolan;;gaolaner;;;;;;;;;;;x
c_gaoling;Gaoling;Gaoling;Gaoling;;Gaoling;;;;;;;;;x
c_gaoling_adj;Gaoling;;gaolinger;;;;;;;;;;;x
c_gaoqing;Gaoqing;Gaoqing;Gaoqing;;Gaoqing;;;;;;;;;x
c_gaoqing_adj;Gaoqing;;gaoqinger;;;;;;;;;;;x
c_gaoyou;Gaoyou;Gaoyou;Gaoyou;;Gaoyou;;;;;;;;;x
c_gaoyou_adj;Gaoian;;gaoer;;;;;;;;;;;x
c_garsai;Garsai;Garsai;Garsai;;Garsai;;;;;;;;;x
c_garsai_adj;Garsian;;garser;;;;;;;;;;;x
c_gaya;Gaya;Gaya;Gaya;;Gaya;;;;;;;;;x
c_gaya_adj;Gayan;;gaer;;;;;;;;;;;x
c_gerse;Gerse;Gerse;Gerse;;Gerse;;;;;;;;;x
c_gerse_adj;Gersean;;gerser;;;;;;;;;;;x
c_glory;Glory;Glory;Glory;;Glory;;;;;;;;;x
c_glory_adj;Glorian;;glorer;;;;;;;;;;;x
c_gold_district;Gold District;Gold District;Gold District;;Gold District;;;;;;;;;x
c_gold_district_adj;Gold District;;Gold Districter;;;;;;;;;;;x
c_gong_bailisi;Gong Bailisi;Gong Bailisi;Gong Bailisi;;Gong Bailisi;;;;;;;;;x
c_gong_bailisi_adj;Gong Bailisi;;Gong Bailiser;;;;;;;;;;;x
c_gorakhpur;Gorakhpur;Gorakhpur;Gorakhpur;;Gorakhpur;;;;;;;;;x
c_gorakhpur_adj;Gorakhpur;;gorakhpurer;;;;;;;;;;;x
c_gujia;Gujia;Gujia;Gujia;;Gujia;;;;;;;;;x
c_gujia_adj;Gujian;;gujer;;;;;;;;;;;x
c_gulou;Gulou;Gulou;Gulou;;Gulou;;;;;;;;;x
c_gulou_adj;Gulian;;guler;;;;;;;;;;;x
c_guyang;Guyang;Guyang;Guyang;;Guyang;;;;;;;;;x
c_guyang_adj;Guyangian;;guyanger;;;;;;;;;;;x
c_haidian;Haidian;Haidian;Haidian;;Haidian;;;;;;;;;x
c_haidian_adj;Haidianian;;haidianer;;;;;;;;;;;x
c_haikou;Haikou;Haikou;Haikou;;Haikou;;;;;;;;;x
c_haikou_adj;Haikian;;haiker;;;;;;;;;;;x
c_han_tui;Han Tui;Han Tui;Han Tui;;Han Tui;;;;;;;;;x
c_han_tui_adj;Han Tui;;Han Ter;;;;;;;;;;;x
c_he_de_xikou;He De Xikou;He De Xikou;He De Xikou;;He De Xikou;;;;;;;;;x
c_he_de_xikou_adj;He De Xikou;;He De Xiker;;;;;;;;;;;x
c_hegang;Hegang;Hegang;Hegang;;Hegang;;;;;;;;;x
c_hegang_adj;Hegang;;heganger;;;;;;;;;;;x
c_heigou_kouzi;Heigou Kouzi;Heigou Kouzi;Heigou Kouzi;;Heigou Kouzi;;;;;;;;;x
c_heigou_kouzi_adj;Heigou Kouzi;;Heigou Kouzer;;;;;;;;;;;x
c_heishaliao;Heishaliao;Heishaliao;Heishaliao;;Heishaliao;;;;;;;;;x
c_heishaliao_adj;Heishalian;;heishaler;;;;;;;;;;;x
c_hejiagou;Hejiagou;Hejiagou;Hejiagou;;Hejiagou;;;;;;;;;x
c_hejiagou_adj;Hejiagian;;hejiager;;;;;;;;;;;x
c_helong;Helong;Helong;Helong;;Helong;;;;;;;;;x
c_helong_adj;Helongian;;helonger;;;;;;;;;;;x
c_hequcun;Hequcun;Hequcun;Hequcun;;Hequcun;;;;;;;;;x
c_hequcun_adj;Hequcunian;;hequcuner;;;;;;;;;;;x
c_hiraa;Hira'a;Hira'a;Hira'a;;Hira'a;;;;;;;;;x
c_hiraa_adj;Hira'an;;hira'er;;;;;;;;;;;x
c_hong_chen;Hong Chen;Hong Chen;Hong Chen;;Hong Chen;;;;;;;;;x
c_hong_chen_adj;Hong Chen;;Hong Chener;;;;;;;;;;;x
c_hongxie;Hongxie;Hongxie;Hongxie;;Hongxie;;;;;;;;;x
c_hongxie_adj;Hongxie;;hongxer;;;;;;;;;;;x
c_hongxie_2;Ihao;Ihao;Ihao;;Ihao;;;;;;;;;x
c_hongxie_2_adj;Ihao;;Ihao;;;;;;;;;;;x
c_houpo;Houpo;Houpo;Houpo;;Houpo;;;;;;;;;x
c_houpo_adj;Houpian;;houper;;;;;;;;;;;x
c_huanglvezhen;Huanglvezhen;Huanglvezhen;Huanglvezhen;;Huanglvezhen;;;;;;;;;x
c_huanglvezhen_adj;Huanglvezhen;;huanglvezhener;;;;;;;;;;;x
c_huping;Huping;Huping;Huping;;Huping;;;;;;;;;x
c_huping_adj;Hupingian;;hupinger;;;;;;;;;;;x
c_ichiba;Ichiba;Ichiba;Ichiba;;Ichiba;;;;;;;;;x
c_ichiba_adj;Ichiban;;ichiber;;;;;;;;;;;x
c_imaq;Imaq;Imaq;Imaq;;Imaq;;;;;;;;;x
c_imaq_adj;Imaq;;imaqer;;;;;;;;;;;x
c_imavaalua;Imavaalua;Imavaalua;Imavaalua;;Imavaalua;;;;;;;;;x
c_imavaalua_adj;Imavaalua;;imavaaler;;;;;;;;;;;x
c_imnaq;Imnaq;Imnaq;Imnaq;;Imnaq;;;;;;;;;x
c_imnaq_adj;Imnaq;;imnaqer;;;;;;;;;;;x
c_ishigaki;Ishigaki;Ishigaki;Ishigaki;;Ishigaki;;;;;;;;;x
c_ishigaki_adj;Ishigakian;;ishigaker;;;;;;;;;;;x
c_izumo;Izumo;Izumo;Izumo;;Izumo;;;;;;;;;x
c_izumo_adj;Izumian;;izumer;;;;;;;;;;;x
c_jade_district;Jade District;Jade District;Jade District;;Jade District;;;;;;;;;x
c_jade_district_adj;Jade District;;Jade Districter;;;;;;;;;;;x
c_jang_hui;Jang Hui;Jang Hui;Jang Hui;;Jang Hui;;;;;;;;;x
c_jang_hui_adj;Jang Hian;;Jang Her;;;;;;;;;;;x
c_jiangcheng;Jiangcheng;Jiangcheng;Jiangcheng;;Jiangcheng;;;;;;;;;x
c_jiangcheng_adj;Jiangchengian;;jiangchenger;;;;;;;;;;;x
c_jianghe;Jianghe;Jianghe;Jianghe;;Jianghe;;;;;;;;;x
c_jianghe_adj;Jianghean;;jiangher;;;;;;;;;;;x
c_jianguomen;Jianguomen;Jianguomen;Jianguomen;;Jianguomen;;;;;;;;;x
c_jianguomen_adj;Jianguomenian;;jianguomener;;;;;;;;;;;x
c_jiaoliu;Jiaoliu;Jiaoliu;Jiaoliu;;Jiaoliu;;;;;;;;;x
c_jiaoliu_adj;Jiaolian;;jiaoler;;;;;;;;;;;x
c_jiapigou;Jiapigou;Jiapigou;Jiapigou;;Jiapigou;;;;;;;;;x
c_jiapigou_adj;Jiapigian;;jiapiger;;;;;;;;;;;x
c_jilin;Jilin;Jilin;Jilin;;Jilin;;;;;;;;;x
c_jilin_adj;Jilinian;;jiliner;;;;;;;;;;;x
c_jimo;Jimo;Jimo;Jimo;;Jimo;;;;;;;;;x
c_jimo_adj;Jimian;;jimer;;;;;;;;;;;x
c_jinchang;Jinchang;Jinchang;Jinchang;;Jinchang;;;;;;;;;x
c_jinchang_adj;Jinchangian;;jinchanger;;;;;;;;;;;x
c_jinghe;Jinghe;Jinghe;Jinghe;;Jinghe;;;;;;;;;x
c_jinghe_adj;Jinghean;;jingher;;;;;;;;;;;x
c_jinnanyuan;Jinnanyuan;Jinnanyuan;Jinnanyuan;;Jinnanyuan;;;;;;;;;x
c_jinnanyuan_adj;Jinnanyuanian;;jinnanyuaner;;;;;;;;;;;x
c_jinyingu;Jinyingu;Jinyingu;Jinyingu;;Jinyingu;;;;;;;;;x
c_jinyingu_adj;Jinyingian;;jinyinger;;;;;;;;;;;x
c_jinzhong;Jinzhong;Jinzhong;Jinzhong;;Jinzhong;;;;;;;;;x
c_jinzhong_adj;Jinzhongian;;jinzhonger;;;;;;;;;;;x
c_jinzhou;Jinzhou;Jinzhou;Jinzhou;;Jinzhou;;;;;;;;;x
c_jinzhou_adj;Jinzhian;;jinzher;;;;;;;;;;;x
c_jooshima;Jooshima;Jooshima;Jooshima;;Jooshima;;;;;;;;;x
c_jooshima_adj;Jooshiman;;jooshimer;;;;;;;;;;;x
c_junan;Jun'an;Jun'an;Jun'an;;Jun'an;;;;;;;;;x
c_junan_adj;Jun'anian;;jun'aner;;;;;;;;;;;x
c_kangaroo_island;West Kangaroo; West Kangaroo;West Kangaroo;;West Kangaroo;;;;;;;;;x
c_kangaroo_island_adj;Kangaroo Islander;;Kangaroo Islander;;;;;;;;;;;x
c_laghima's_peak;Laghima's Peak;Laghima's Peak;Laghima's Peak;;Laghima's Peak;;;;;;;;;x
c_laghima's_peak_adj;Laghima's Peak;;Laghima's Peak;;;;;;;;;;;x
c_kangrinboqe;Kangrinboqe;Kangrinboqe;Kangrinboqe;;Kangrinboqe;;;;;;;;;x
c_kangrinboqe_adj;Kangrinboqean;;kangrinboqer;;;;;;;;;;;x
c_kantake;Kantake;Kantake;Kantake;;Kantake;;;;;;;;;x
c_kantake_adj;Kantakean;;kantaker;;;;;;;;;;;x
c_kanzaki;Kanzaki;Kanzaki;Kanzaki;;Kanzaki;;;;;;;;;x
c_kanzaki_adj;Kanzakian;;kanzaker;;;;;;;;;;;x
c_karokou;Karokou;Karokou;Karokou;;Karokou;;;;;;;;;x
c_karokou_adj;Karokian;;karoker;;;;;;;;;;;x
c_kawazoe;Kawazoe;Kawazoe;Kawazoe;;Kawazoe;;;;;;;;;x
c_kawazoe_adj;Kawazoean;;kawazer;;;;;;;;;;;x
c_kiibuyat;Kiibuyat;Kiibuyat;Kiibuyat;;Kiibuyat;;;;;;;;;x
c_kiibuyat_adj;Kiibuyatian;;kiibuyater;;;;;;;;;;;x
c_kojiki_district;Kojiki District;Kojiki District;Kojiki District;;Kojiki District;;;;;;;;;x
c_kojiki_district_adj;Kojiki District;;Kojiki Districter;;;;;;;;;;;x
c_ma'inka;Ma'inka;Ma'inka;Ma'inka;;Ma'inka;;;;;;;;;x
c_ma'inka_adj;Ma'inkan;;ma'inker;;;;;;;;;;;x
c_kuka;Kuka;Kuka;Kuka;;Kuka;;;;;;;;;x
c_kuka_adj;Kukan;;kuker;;;;;;;;;;;x
c_kuqa;Kuqa;Kuqa;Kuqa;;Kuqa;;;;;;;;;x
c_kuqa_adj;Kuqan;;kuqer;;;;;;;;;;;x
c_kuqi;Kuqi;Kuqi;Kuqi;;Kuqi;;;;;;;;;x
c_kuqi_adj;Kuqian;;kuqer;;;;;;;;;;;x
c_kyoshi_island;Kyoshi Island;Kyoshi Island;Kyoshi Island;;Kyoshi Island;;;;;;;;;x
c_kyoshi_island_adj;Kyoshi Islander;;Kyoshi Islander;;;;;;;;;;;x
c_ladakh;Ladakh;Ladakh;Ladakh;;Ladakh;;;;;;;;;x
c_ladakh_adj;Ladakhian;;ladakher;;;;;;;;;;;x
c_lale;Lale;Lale;Lale;;Lale;;;;;;;;;x
c_lale_adj;Lalean;;laler;;;;;;;;;;;x
c_lan_shan;Lan Shan;Lan Shan;Lan Shan;;Lan Shan;;;;;;;;;x
c_lan_shan_adj;Lan Shanian;;Lan Shaner;;;;;;;;;;;x
c_laogai;Laogai;Laogai;Laogai;;Laogai;;;;;;;;;x
c_laogai_adj;Laogian;;laoger;;;;;;;;;;;x
c_lhari;Lhari;Lhari;Lhari;;Lhari;;;;;;;;;x
c_lhari_adj;Lharian;;lharer;;;;;;;;;;;x
c_lhasa;Lhasa;Lhasa;Lhasa;;Lhasa;;;;;;;;;x
c_lhasa_adj;Lhasan;;lhaser;;;;;;;;;;;x
c_linwei;Linwei;Linwei;Linwei;;Linwei;;;;;;;;;x
c_linwei_adj;Linwian;;linwer;;;;;;;;;;;x
c_lishudong;Lishudong;Lishudong;Lishudong;;Lishudong;;;;;;;;;x
c_lishudong_adj;Lishudongian;;lishudonger;;;;;;;;;;;x
c_litang;Litang;Litang;Litang;;Litang;;;;;;;;;x
c_litang_adj;Litangian;;litanger;;;;;;;;;;;x
c_liujiawan;Liujiawan;Liujiawan;Liujiawan;;Liujiawan;;;;;;;;;x
c_liujiawan_adj;Liujiawanian;;liujiawaner;;;;;;;;;;;x
c_liuxiayu;Liuxiayu;Liuxiayu;Liuxiayu;;Liuxiayu;;;;;;;;;x
c_liuxiayu_adj;Liuxiaian;;liuxiaer;;;;;;;;;;;x
c_longa;Long'a;Long'a;Long'a;;Long'a;;;;;;;;;x
c_longa_adj;Long'an;;long'er;;;;;;;;;;;x
c_lumbini;Lumbini;Lumbini;Lumbini;;Lumbini;;;;;;;;;x
c_lumbini_adj;Lumbinian;;lumbiner;;;;;;;;;;;x
c_lushan;Lushan;Lushan;Lushan;;Lushan;;;;;;;;;x
c_lushan_adj;Lushanian;;lushaner;;;;;;;;;;;x
c_luwu;Luwu;Luwu;Luwu;;Luwu;;;;;;;;;x
c_luwu_adj;Luwian;;luwer;;;;;;;;;;;x
c_luzhou;Luzhou;Luzhou;Luzhou;;Luzhou;;;;;;;;;x
c_luzhou_adj;Luzhian;;luzher;;;;;;;;;;;x
c_macun;Macun;Macun;Macun;;Macun;;;;;;;;;x
c_macun_adj;Macunian;;macuner;;;;;;;;;;;x
c_magou;Magou;Magou;Magou;;Magou;;;;;;;;;x
c_magou_adj;Magian;;mager;;;;;;;;;;;x
c_maizuru;Maizuru;Maizuru;Maizuru;;Maizuru;;;;;;;;;x
c_maizuru_adj;Maizurian;;maizurer;;;;;;;;;;;x
c_majia;Majia;Majia;Majia;;Majia;;;;;;;;;x
c_majia_adj;Majian;;majer;;;;;;;;;;;x
c_makapu;Makapu;Makapu;Makapu;;Makapu;;;;;;;;;x
c_makapu_adj;Makapian;;makaper;;;;;;;;;;;x
c_manas;Manas;Manas;Manas;;Manas;;;;;;;;;x
c_manas_adj;Manasian;;manaser;;;;;;;;;;;x
c_manlincun;Manlincun;Manlincun;Manlincun;;Manlincun;;;;;;;;;x
c_manlincun_adj;Manlincunian;;manlincuner;;;;;;;;;;;x
c_mauragaaqtuq;Mauragaaqtuq;Mauragaaqtuq;Mauragaaqtuq;;Mauragaaqtuq;;;;;;;;;x
c_mauragaaqtuq_adj;Mauragaaqtuqian;;mauragaaqtuqer;;;;;;;;;;;x
c_hujiang;Hujiang;Hujiang;Hujiang;;Hujiang;;;;;;;;;x
c_hujiang_adj;Hujiangen;;Hujianger;;;;;;;;;;;x
c_meilan;Meilan;Meilan;Meilan;;Meilan;;;;;;;;;x
c_meilan_adj;Meilanian;;meilaner;;;;;;;;;;;x
c_meixian;Meixian;Meixian;Meixian;;Meixian;;;;;;;;;x
c_meixian_adj;Meixianian;;meixianer;;;;;;;;;;;x
c_mengjin;Mengjin;Mengjin;Mengjin;;Mengjin;;;;;;;;;x
c_mengjin_adj;Mengjinian;;mengjiner;;;;;;;;;;;x
c_miao_qiao;Miao Qiao;Miao Qiao;Miao Qiao;;Miao Qiao;;;;;;;;;x
c_miao_qiao_adj;Miao Qian;;Miao Qer;;;;;;;;;;;x
c_miaoli;Miaoli;Miaoli;Miaoli;;Miaoli;;;;;;;;;x
c_miaoli_adj;Miaolian;;miaoler;;;;;;;;;;;x
c_misuitchuq;Misuitchuq;Misuitchuq;Misuitchuq;;Misuitchuq;;;;;;;;;x
c_misuitchuq_adj;Misuitchuqian;;misuitchuqer;;;;;;;;;;;x
c_miura;Miura;Miura;Miura;;Miura;;;;;;;;;x
c_miura_adj;Miuran;;miurer;;;;;;;;;;;x
c_mojiang;Mojiang;Mojiang;Mojiang;;Mojiang;;;;;;;;;x
c_mojiang_adj;Mojiangian;;mojianger;;;;;;;;;;;x
c_muli;Muli;Muli;Muli;;Muli;;;;;;;;;x
c_muli_adj;Mulian;;muler;;;;;;;;;;;x
c_muli_2;Muli;Muli;Muli;;Muli;;;;;;;;;x
c_muli_2_adj;Mulian;;muler;;;;;;;;;;;x
c_muqpaktuq;Muqpaktuq;Muqpaktuq;Muqpaktuq;;Muqpaktuq;;;;;;;;;x
c_muqpaktuq_adj;Muqpaktuqian;;muqpaktuqer;;;;;;;;;;;x
