count_female_southern_air_nomad;High Nun;Calpixqui;Calpixqui;;Calpixqui;;;;;;;;;x
baron_southern_air_nomad;Monk;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
baron_female_southern_air_nomad;Nun;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
temple_baron_southern_air_nomad;Monk;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
temple_baron_female_southern_air_nomad;Nun;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
job_chancellor_southern_air_nomad;Mediator;Cihuacoatl;Cihuacoatl;;Cihuacoatl;;;;;;;;;x
job_marshal_southern_air_nomad;Trainer;Tlacateccatl;Tlacateccatl;;Tlacateccatl;;;;;;;;;x
job_treasurer_southern_air_nomad;Book Keeper;Petlacalcatl;Petlacalcatl;;Petlacalcatl;;;;;;;;;x
job_spymaster_southern_air_nomad;Watcher;Tillancalqui;Tillancalqui;;Tillancalqui;;;;;;;;;x
job_spiritual_southern_air_nomad;Spiritual Master;Sahagï¿½n;Sahagun;;Sahagun;;;;;;;;;x
kingdom_of_southern_air_nomad;Temple of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x
duchy_of_southern_air_nomad;Temple of;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
county_of_southern_air_nomad;Temple of;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
city_duchy_of_southern_air_nomad;Temple of;Rï¿½publique de;Republik von;;Repï¿½blica de;;;;;;;;;x
city_county_of_southern_air_nomad;Temple of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
city_barony_of_southern_air_nomad;Temple of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
temple_county_of_southern_air_nomad;Temple of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
temple_barony_of_southern_air_nomad;Temple of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
temple_count_southern_air_nomad;Monk;;;;;;;;;;;;x
temple_count_female_southern_air_nomad;Nun;;;;;;;;;;;;x
king_northern_air_nomad;Grand Elder;;;;;;;;;;;;x
king_female_northern_air_nomad;Grand Elder;;;;;;;;;;;;x
city_duke_northern_air_nomad;Elder;Doge;Doge;;Dux;;;;;;;;;x
duke_northern_air_nomad;Elder;Huecalpixqui;Huecalpixqui;;Huecalpixqui;;;;;;;;;x
duke_female_northern_air_nomad;Elder;Huecalpixqui;Huecalpixqui;;Huecalpixqui;;;;;;;;;x
count_northern_air_nomad;High Monk;Calpixqui;Calpixqui;;Calpixqui;;;;;;;;;x
count_female_northern_air_nomad;High Nun;Calpixqui;Calpixqui;;Calpixqui;;;;;;;;;x
baron_northern_air_nomad;Monk;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
baron_female_northern_air_nomad;Nun;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
temple_baron_northern_air_nomad;Monk;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
temple_baron_female_northern_air_nomad;Nun;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
job_chancellor_northern_air_nomad;Mediator;Cihuacoatl;Cihuacoatl;;Cihuacoatl;;;;;;;;;x
job_marshal_northern_air_nomad;Trainer;Tlacateccatl;Tlacateccatl;;Tlacateccatl;;;;;;;;;x
job_treasurer_northern_air_nomad;Book Keeper;Petlacalcatl;Petlacalcatl;;Petlacalcatl;;;;;;;;;x
job_spymaster_northern_air_nomad;Watcher;Tillancalqui;Tillancalqui;;Tillancalqui;;;;;;;;;x
job_spiritual_northern_air_nomad;Spiritual Master;Sahagï¿½n;Sahagun;;Sahagun;;;;;;;;;x
kingdom_of_northern_air_nomad;Temple of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x
duchy_of_northern_air_nomad;Temple of;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
county_of_northern_air_nomad;Temple of;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
city_duchy_of_northern_air_nomad;Temple of;Rï¿½publique de;Republik von;;Repï¿½blica de;;;;;;;;;x
city_county_of_northern_air_nomad;Temple of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
city_barony_of_northern_air_nomad;Temple of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
temple_county_of_northern_air_nomad;Temple of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
temple_barony_of_northern_air_nomad;Temple of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
temple_count_northern_air_nomad;Monk;;;;;;;;;;;;x
temple_count_female_northern_air_nomad;Nun;;;;;;;;;;;;x
king_western_air_nomad;Grand Elder;;;;;;;;;;;;x
king_female_western_air_nomad;Grand Elder;;;;;;;;;;;;x
city_duke_western_air_nomad;Elder;Doge;Doge;;Dux;;;;;;;;;x
duke_western_air_nomad;Elder;Huecalpixqui;Huecalpixqui;;Huecalpixqui;;;;;;;;;x
duke_female_western_air_nomad;Elder;Huecalpixqui;Huecalpixqui;;Huecalpixqui;;;;;;;;;x
count_western_air_nomad;High Monk;Calpixqui;Calpixqui;;Calpixqui;;;;;;;;;x
count_female_western_air_nomad;High Nun;Calpixqui;Calpixqui;;Calpixqui;;;;;;;;;x
baron_western_air_nomad;Monk;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
baron_female_western_air_nomad;Nun;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
temple_baron_western_air_nomad;Monk;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
temple_baron_female_western_air_nomad;Nun;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
job_chancellor_western_air_nomad;Mediator;Cihuacoatl;Cihuacoatl;;Cihuacoatl;;;;;;;;;x
job_marshal_western_air_nomad;Trainer;Tlacateccatl;Tlacateccatl;;Tlacateccatl;;;;;;;;;x
job_treasurer_western_air_nomad;Book Keeper;Petlacalcatl;Petlacalcatl;;Petlacalcatl;;;;;;;;;x
job_spymaster_western_air_nomad;Watcher;Tillancalqui;Tillancalqui;;Tillancalqui;;;;;;;;;x
job_spiritual_western_air_nomad;Spiritual Master;Sahagï¿½n;Sahagun;;Sahagun;;;;;;;;;x
kingdom_of_western_air_nomad;Temple of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x
duchy_of_western_air_nomad;Temple of;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
county_of_western_air_nomad;Temple of;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
city_duchy_of_western_air_nomad;Temple of;Rï¿½publique de;Republik von;;Repï¿½blica de;;;;;;;;;x
city_county_of_western_air_nomad;Temple of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
city_barony_of_western_air_nomad;Temple of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
temple_county_of_western_air_nomad;Temple of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
temple_barony_of_western_air_nomad;Temple of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
temple_count_western_air_nomad;Monk;;;;;;;;;;;;x
temple_count_female_western_air_nomad;Nun;;;;;;;;;;;;x
king_water_tribe_cultures;Chief;;;;;;;;;;;;x
king_female_water_tribe_cultures;Chief;;;;;;;;;;;;x
city_duke_water_tribe_cultures;Chief;Doge;Doge;;Dux;;;;;;;;;x
duke_water_tribe_cultures;Chief;Huecalpixqui;Huecalpixqui;;Huecalpixqui;;;;;;;;;x
duke_female_water_tribe_cultures;Chief;Huecalpixqui;Huecalpixqui;;Huecalpixqui;;;;;;;;;x
count_water_tribe_cultures;Chief;Calpixqui;Calpixqui;;Calpixqui;;;;;;;;;x
count_female_water_tribe_cultures;Chief;Calpixqui;Calpixqui;;Calpixqui;;;;;;;;;x
baron_water_tribe_cultures;Chief;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
baron_female_water_tribe_cultures;Chief;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
temple_baron_water_tribe_cultures;Shaman;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
temple_baron_female_water_tribe_cultures;Shaman;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
job_chancellor_water_tribe_cultures;Diplomat;Cihuacoatl;Cihuacoatl;;Cihuacoatl;;;;;;;;;x
job_marshal_water_tribe_cultures;Chief Warrior;Tlacateccatl;Tlacateccatl;;Tlacateccatl;;;;;;;;;x
job_treasurer_water_tribe_cultures;Money Keeper;Petlacalcatl;Petlacalcatl;;Petlacalcatl;;;;;;;;;x
job_spymaster_water_tribe_cultures;Infiltrator;Tillancalqui;Tillancalqui;;Tillancalqui;;;;;;;;;x
job_spiritual_water_tribe_cultures;Chief Shaman;Sahagï¿½n;Sahagun;;Sahagun;;;;;;;;;x
kingdom_of_water_tribe_cultures;Tribe of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x
duchy_of_water_tribe_cultures;Tribe of;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
county_of_water_tribe_cultures;Tribe of;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
city_duchy_of_water_tribe_cultures;Tribe of;Rï¿½publique de;Republik von;;Repï¿½blica de;;;;;;;;;x
city_county_of_water_tribe_cultures;Tribe of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
city_barony_of_water_tribe_cultures;City of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
temple_county_of_water_tribe_cultures;Temple of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
temple_barony_of_water_tribe_cultures;Temple of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
temple_count_water_tribe_cultures;Shaman;;;;;;;;;;;;x
temple_count_female_water_tribe_cultures;Shaman;;;;;;;;;;;;x
king_pirate;Pirate King;;;;;;;;;;;;x
king_female_pirate;Pirate Queen;;;;;;;;;;;;x
city_duke_pirate;Pirate Lord;Doge;Doge;;Dux;;;;;;;;;x
duke_pirate;Pirate Lord;Huecalpixqui;Huecalpixqui;;Huecalpixqui;;;;;;;;;x
duke_female_pirate;Pirate Lord;Huecalpixqui;Huecalpixqui;;Huecalpixqui;;;;;;;;;x
count_pirate;Lord;Calpixqui;Calpixqui;;Calpixqui;;;;;;;;;x
count_female_pirate;Lady;Calpixqui;Calpixqui;;Calpixqui;;;;;;;;;x
baron_pirate;Lord;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
baron_female_pirate;Lady;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
temple_baron_pirate;Sage;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
job_chancellor_pirate;Diplomat;Cihuacoatl;Cihuacoatl;;Cihuacoatl;;;;;;;;;x
job_marshal_pirate;Guard Captain;Tlacateccatl;Tlacateccatl;;Tlacateccatl;;;;;;;;;x
job_treasurer_pirate;Merchant Advisor;Petlacalcatl;Petlacalcatl;;Petlacalcatl;;;;;;;;;x
job_spymaster_pirate;Espionage Expert;Tillancalqui;Tillancalqui;;Tillancalqui;;;;;;;;;x
job_spiritual_pirate;Spiritual Guide;Sahagï¿½n;Sahagun;;Sahagun;;;;;;;;;x
kingdom_of_pirate;Pirate Kingdom;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x
duchy_of_pirate;Outlaw Province;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
county_of_pirate;Settlement of;Teuhtli;Teuctli;;Teuctli;;;;;;;;;x
city_duchy_of_pirate;Pirate Haven;Rï¿½publique de;Republik von;;Repï¿½blica de;;;;;;;;;x
city_county_of_pirate;City of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
temple_county_of_pirate;Temple Settlement of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
temple_barony_of_pirate;Temple of;Grande Citï¿½ de;Großstadt;;Ciudad de;;;;;;;;;x
temple_count_pirate;Sage;;;;;;;;;;;;x
