#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
k_northern_air_temple;Northern Air Temple;Northern Air Temple;Northern Air Temple;;Northern Air Temple;;;;;;;;;x
k_northern_air_temple_adj;Northern Air Temple;;Northern Air Templer;;;;;;;;;;;x
k_northern_water_tribe;Northern Water Tribe;Northern Water Tribe;Northern Water Tribe;;Northern Water Tribe;;;;;;;;;x
k_northern_water_tribe_adj;Northern Water Tribe;;Northern Water Triber;;;;;;;;;;;x
k_omashu;Omashu;Omashu;Omashu;;Omashu;;;;;;;;;x
k_omashu_adj;Omashu;;omasher;;;;;;;;;;;x
k_sha_hai;Sha Hai;Sha Hai;Sha Hai;;Sha Hai;;;;;;;;;x
k_sha_hai_adj;Sha Hai;;Sha Her;;;;;;;;;;;x
k_sikouzi;Sikouzi;Sikouzi;Sikouzi;;Sikouzi;;;;;;;;;x
k_sikouzi_adj;Sikouzian;;sikouzer;;;;;;;;;;;x
k_southern_air_temple;Southern Air Temple;Southern Air Temple;Southern Air Temple;;Southern Air Temple;;;;;;;;;x
k_southern_air_temple_adj;Southern Air Temple;;Southern Air Templer;;;;;;;;;;;x
k_southern_water_tribe;Southern Water Tribe;Southern Water Tribe;Southern Water Tribe;;Southern Water Tribe;;;;;;;;;x
k_southern_water_tribe_adj;Southern Water Tribe;;Southern Water Triber;;;;;;;;;;;x
k_sun_warriors;Sun Warriors;Sun Warriors;Sun Warriors;;Sun Warriors;;;;;;;;;x
k_sun_warriors_adj;Sun Warriors;;Sun Warriorser;;;;;;;;;;;x
k_tongdoa;Tongdoa;Tongdoa;Tongdoa;;Tongdoa;;;;;;;;;x
k_tongdoa_adj;Tongdoan;;tongder;;;;;;;;;;;x
k_western_air_temple;Western Air Temple;Western Air Temple;Western Air Temple;;Western Air Temple;;;;;;;;;x
k_western_air_temple_adj;Western Air Temple;;Western Air Templer;;;;;;;;;;;x
k_xi_si_wong;Xi Si Wong;Xi Si Wong;Xi Si Wong;;Xi Si Wong;;;;;;;;;x
k_xi_si_wong_adj;Xi Si Wong;;Xi Si Wonger;;;;;;;;;;;x
k_xiong_lin;Xiong Lin;Xiong Lin;Xiong Lin;;Xiong Lin;;;;;;;;;x
k_xiong_lin_adj;Xiong Lin;;Xiong Liner;;;;;;;;;;;x
k_xisenlin;Xisenlin;Xisenlin;Xisenlin;;Xisenlin;;;;;;;;;x
k_xisenlin_adj;Xisenlin;;xisenliner;;;;;;;;;;;x
k_xishan;Xishan;Xishan;Xishan;;Xishan;;;;;;;;;x
k_xishan_adj;Xishan;;xishaner;;;;;;;;;;;x
k_yizhidifang;Yizhidifang;Yizhidifang;Yizhidifang;;Yizhidifang;;;;;;;;;x
k_yizhidifang_adj;Yizhidifang;;yizhidifanger;;;;;;;;;;;x
k_zaofu;Zaofu;Zaofu;Zaofu;;Zaofu;;;;;;;;;x
k_zaofu_adj;Zaofu;;zaofer;;;;;;;;;;;x
k_zhaonan;Zhaonan;Zhaonan;Zhaonan;;Zhaonan;;;;;;;;;x
k_zhaonan_adj;Zhaonanian;;zhaonaner;;;;;;;;;;;x
k_zhaoze_de;Zhaoze De;Zhaoze De;Zhaoze De;;Zhaoze De;;;;;;;;;x
k_zhaoze_de_adj;Zhaoze De;;Zhaoze Der;;;;;;;;;;;x
k_dragon_host;Dragon's Host;Zhaoze De;Zhaoze De;;Zhaoze De;;;;;;;;;x
k_dragon_host_adj;Dragon Host;Zhaoze De;Zhaoze De;;Zhaoze De;;;;;;;;;x
