EVTDESCbending.103;You hear an explosion outside. Rushing out, you find [From.GetFirstName] lying wounded in a smouldering crater. After rushing to treat their injuries, you learn [From.GetFirstName] caused this catastrophe with some kind of bending.;;;;;;;;;x
EVTOPTAbending.103;This ability is much too dangerous!;;;;;;;;;x
EVTDESCbending.104;You hear an explosion outside. Rushing out, you find [From.GetFirstName] creating these explosions with some kind of Firebending as [From.GetSheHe] happily blasting apart everything in sight.;;;;;;;;;x
EVTOPTAbending.104;What an extraordinary ability! Please stop!;;;;;;;;;x
EVTDESCbending.105;I've risen early every morning, listened closely to my instructors and practised whenever allowed. Bending comes naturally to me and I'm already more advanced than some adults.;;;;;;;;;x
EVTOPTAbending.105;They'll be so proud of me!;;;;;;;;;x
EVTDESCbending.106;[From.GetFirstName] recently showed off their bending, impressing everyone. It's clear [From.GetSheHe] is extraordinarily talented and a born natural.;;;;;;;;;x
EVTOPTAbending.106;[From.GetSheHeCap] makes me proud.;;;;;;;;;x
EVTOPTBbending.106;[From.GetSheHeCap] did well, but there are more important things than bending.;;;;;;;;;x
EVTDESCbending.162;I'm nearing the end of my training, but I still think there's more out there for me to learn about Bending. Perhaps I could ask for help?;;;;;;;;;x
EVTOPTAbendingA.162;I'm sure my parents can help!;;;;;;;;;x
EVTOPTAbendingB.162;Maybe my parents could find someone to help me.;;;;;;;;;x
EVTOPTAbendingC.162;Nah, I won't bother.;;;;;;;;;x
EVTDESCbending.163;Recently, [From.GetFirstName] came and asked me to complete [From.GetHerHis] training. [From.GetFirstName] is almost an adult and believes [From.GetSheHe] is ready to learn anything left we have to teach.;;;;;;;;;x
EVTOPTAbendingA.163;I have nothing left to teach you, child.;;;;;;;;;x
EVTOPTAbendingB.163;I'm sure there's a few more things you could learn.;;;;;;;;;x
EVTOPTAbendingC.163;Well, perhaps there is one technique I could teach you.;;;;;;;;;x
EVTOPTAbendingD.163;I'm too busy right now.;;;;;;;;;x
EVTDESCbending.164;[From.GetFirstName] has decided to teach me a special technique! I feel I'm so much better at Bending now because of it!;;;;;;;;;x
EVTOPTAbending.164;Much better.;;;;;;;;;x
EVTDESCbending.165;Recently, [From.GetFirstName] came and told you that [From.GetSheHe] feels [From.GetSheHe] isn't as good a Bender as [From.GetSheHe] should be and asked if you'd be willing to pay for an instructor so [From.GetSheHe] can improve.;;;;;;;;;x
EVTOPTAbendingA.165;I'll pay then.;;;;;;;;;x
EVTOPTAbendingB.165;I'll do no such thing.;;;;;;;;;x
DESCtest.1;[Root.Location.GetName] jylland;;;;;;;;;x
EVTOPTAtest.1;Fire for guardian!;;;;;;;;;x
EVTDESCtest.2;My [GetFromRelation] [From.GetFirstName] has fired an event. Capital [Root.Capital.GetName];;;;;;;;;x
EVTOPTAtest.2;Trigger for strong. Test son's name [From.GetFirstName];;;;;;;;;x
EVTOPTBtest.2;Should add brave because viking.;;;;;;;;;x
EVTOPTCtest.2;[Root.GetFirstName] test for own name;;;;;;;;;x
EVTDESCtest.3;guardian has reacted;;;;;;;;;x
EVTOPTAtest.3;1+ martial;;;;;;;;;x
avatar;Avatar;;;;;;;;;x
avatar_desc;This character is the Avatar, bridge between our world and the spiritual one, and master of all four elements. This character is barred from inheritance untill all elements have been mastered.;;;;;;;;;x
EVTDESCATLA.1;After many years of roaming the earth and maintain the balance, age has finally caught up with me.;;;;;;;;;x
EVTOPTAATLA.1;I think I can see the Spirit World!;;;;;;;;;x
EVTDESCATLA.2;Birth of the new Avatar;;;;;;;;;x
EVTOPTAATLA.2;It's me;;;;;;;;;x
EVTDESCATLA.3;News is quickly spreading that Avatar [From.GetFirstName] has perished. Just as the old Avatar has left this world, in sixteen years it is expected a new Avatar will emerge, but such interregnums have often been fraught with trouble, chaos and war.;;;;;;;;;x
EVTOPTAATLA.3;Such uncertain times;;;;;;;;;x
EVTDESCATLA.4;After 16 years, the elders of my nation has declared me the new Avatar.;;;;;;;;;x
EVTOPTAATLA.4;I shall do my best.;;;;;;;;;x
EVTDESCATLA.5;After sixteen years since the last Avatar perished, a successor has finally been identified as Avatar [From.GetFirstName]. Whether [From.GetSheHe] proves to be worthy of the title, time will tell, but for now what is certain is that the Avatar will set out to master the four elements once more.;;;;;;;;;x
EVTOPTAATLA.5;Finally;;;;;;;;;x
EVTDESCATLA.6;Birth of the new Avatar;;;;;;;;;x
EVTOPTAATLA.6;It's me;;;;;;;;;x
EVTDESCATLA.7;Birth of the new Avatar;;;;;;;;;x
EVTOPTAATLA.7;It's me;;;;;;;;;x
EVTDESCATLA.8;Birth of the new Avatar;;;;;;;;;x
EVTOPTAATLA.8;It's me;;;;;;;;;x
EVTDESCATLA.9;Birth of the new Avatar;;;;;;;;;x
EVTOPTAATLA.9;It's me;;;;;;;;;x
weak_ruler;This character is ruled by more able men.;;;;;;;;;x
waterbender;Waterbender;;;;;;;;;x
waterbender_desc;This character controls the element of water;;;;;;;;;x
earthbender;Earthbender;;;;;;;;;x
earthbender_desc;This character controls the element of earth;;;;;;;;;x
firebender;Firebender;;;;;;;;;x
firebender_desc;This character controls the element of fire;;;;;;;;;x
airbender;Airbender;;;;;;;;;x
airbender_desc;This character controls the element of air;;;;;;;;;x
incompetent_bender;Incompetent bender;;;;;;;;;x
incompetent_bender_desc;This person has either just started bending or is simply not as gifted as others.;;;;;;;;;x
competent_bender;Competent bender;;;;;;;;;x
competent_bender_desc;This person has had some training in bending and is mildly gifted. They can stand their own in a fight.;;;;;;;;;x
powerful_bender;Powerful bender;;;;;;;;;x
powerful_bender_desc;This person is likely well-known as one of the strongest benders in their village, city or tribe.;;;;;;;;;x
master_bender;Master bender;;;;;;;;;x
master_bender_desc;Truly a master at bending, this person is not easily beaten in a one-on-one fight.;;;;;;;;;x
legendary_bender;Legendary bender;;;;;;;;;x
legendary_bender_desc;This person is among the most gifted handful of benders on the planet. The Avatar is not able to reach this level in bending because it requires too much specialization into one element.;;;;;;;;;x
EVTTITLEATLA.5;Avatar [From.GetFirstName];;;;;;;;;x
EVTTITLEATLA.3;Death of Avatar [From.GetFirstName];;;;;;;;;x
EVTDESCduel_in.1;[From.GetFirstName] has exposed [From.GetHerselfHimself] on the battlefield and it is as if [From.GetSheHe] is brought to me on a silver platter. The moment is most oppertune!;;;;;;;;;x
EVTOPTAduel_ent.1;Fire is power! Strength is all I need to persevere!;;;;;;;;;x
EVTOPTBduel_ent.1;The wind is freedom. I shall decide what happens in this battle.;;;;;;;;;x
EVTOPTCduel_ent.1;The waters are ever-changing under the eternal Moon. ;;;;;;;;;x
EVTOPTDduel_ent.1;The very earth under my feet shall obey me. ;;;;;;;;;x
EVTOPTFduel_ent.1;I shall draw my weapon and my enemy will know my strength!;;;;;;;;;x
EVTOPTEduel_ent.1;A wise fighter knows when it is brave to enter a battle and when it is foolish - today is the latter.;;;;;;;;;x
EVTDESCAduel.1;"[From.GetFirstName]'s strong will and determination allows [From.GetHerHim] to quickly overpower me with a flurry of flames. I try my best to think of a way to counter my opponent but I must not ponder; it is now or never!";;;;;;;;;x
EVTDESCBduel.1;After masterfully evading several attacks, [From.GetFirstName] has stopped avoiding me and is now facing me! A single soaring wind blast is heading my way. I must now be decisive: what is my next action?;;;;;;;;;x
EVTDESCCduel.1;Spikes of ice and liquid surges home in on me from [From.GetFirstName], whose determination is not easily dissolved. The clear water is elegantly flowing around [From.GetFirstName] and [From.GetSheHe] is preparing for an attack. Now is the chance!;;;;;;;;;x
EVTDESCFduel.1;Though not a bender, my opponent [From.GetFirstName] should not be underestimated. After a short but intense dance, [From.GetSheHe] allows me to respond in kind.;;;;;;;;;x
EVTDESCDduel.1;My opponent [From.GetFirstName] makes the ground beneath me roar like a mighty lion elephant and shards of rock rise to do [From.GetHerHis] bidding. [From.GetFirstName] makes a move. This presents an opening to me and I must decide quickly.;;;;;;;;;
EVTOPTAduel.1;Hit the most vital organs;;;;;;;;;x
EVTOPTBduel.1;Strike the torso region;;;;;;;;;x
EVTOPTCduel.1;Strike the limbs;;;;;;;;;x
EVTOPTDduel.1;Flee;;;;;;;;;x
EVTOPTEduel.1;I must maintain balance and choose which element I shall use.;;;;;;;;;
EVTDESCAduel.2;I look in amazement as the battle has caused more damage to the once-beautiful vista than it has to me. My opponent's relentless use of force has made [From.GetHerHim] forget to maintain [From.GetHerHis] defenses. You now have an opening in which to act!;;;;;;;;;x
EVTDESCBduel.2;[From.GetFirstName] is an apt opponent and [From.GetSheHe] uses sudden stealthy strikes and quickly evades any of the attacks I throw at [From.GetHerHim], as befits an airbender. Suddenly however, my opponent makes a poor judgement call and I have an opening to respond!;;;;;;;;;x
EVTDESCCduel.2;The earth has been dificult to stand on, both from [From.GetFirstName]'s attacks and attempts to throw me off balance. As [From.GetFirstName] prepares another attack I see an opening!;;;;;;;;;x
EVTDESCDduel.2;My clothes are soaked and I'm freezing up. The floor is slippery, both from the muddied earth and the random bits of ice lying around. [From.GetFirstName]'s attacks continue. As [From.GetSheHe]  takes a fraction too long drawing water from [From.GetHerHis] waterpack I have a chance!;;;;;;;;;x
EVTDESCduel.2;[From.GetFirstName] has closed in on me and metal is now clashing a mere arm's length from my face. My opponent is not to be called an unskilled fighter, sustaining my onslaught for so long. It can't last, however, as you manage to sense an opportune moment at which to act!;;;;;;;;;x
EVTOPTAduel.2;Hit the most vital organs;;;;;;;;;x
EVTOPTBduel.2;Strike the torso region;;;;;;;;;x
EVTOPTCduel.2;Strike the limbs;;;;;;;;;x
EVTOPTDduel.2;Flee;;;;;;;;;x
EVTDESCduel.100;Something;;;;;;;;;x
EVTOPTAduel.100;Something;;;;;;;;;x
EVTDESCAduel_out.1;The heat is too strong and [From.GetFirstName] formidle attacks has pushed me back. As my defenses were down [From.GetSheHe] strikes a last time and the lights fade.;;;;;;;;;x
EVTDESCBduel_out.1;The wind are strong and [From.GetFirstName] has thrown me up and down against the ground. As I land a last time I feel a blinding pain at the back of my head.;;;;;;;;;x
EVTDESCCduel_out.1;[From.GetFirstName] has finally got the advantage and my lack of attacks has leaved me open to attacks. A last attack from [From.GetFirstName] sends a large boulder against meÄ;;;;;;;;;x
EVTDESCDduel_out.1;My clothes is soaked and a chill has finally reached my bones. [From.GetFirstName] sets [From.GetHerHis] final attack in and body is locked in frozen water. My arms can't move and everything is cold.;;;;;;;;;x
EVTDESCEduel_out.1;[From.GetFirstName] is clearly used to close combat and my attacks find no room and my defences is being pulled apart. [From.GetFirstName]'s clup finally meets my head and I fall back.;;;;;;;;;x
EVTOPTAduel_out.1;This is the endÉ;;;;;;;;;x
EVTDESCAduel_out.2;A long battle has raged between us. An attack has been blocked by a defence and my energy is soon ended. [From.GetFirstName] sees my wavering concentration and strikes me to the ground.;;;;;;;;;x
EVTDESCBduel_out.2;Everyone of my attacks agains [From.GetFirstName] has been avoided and several of [From.GetHerHis] attacks has hit me. Suddenly I feel my feet being sweeped off the ground. The world spin once or twice and I suddenly hit the ground.;;;;;;;;;x
EVTDESCCduel_out.2;Hindering and launching my own attacks has been exhausting but [From.GetFirstName] is unstoppable. The ground has been shaken under me and suddenly a rock at the size of my head is coming towards me. I get thrown back and land on my back.;;;;;;;;;x
EVTDESCDduel_out.2;A fast series of water and ice spears has been thrown against me and most I've avoided. As I lauch my own attack [From.GetFirstName] push me down with a large wave from the exess of water the battle has left behind.;;;;;;;;;x
EVTDESCEduel_out.2;[From.GetFirstName] relentlessly attacks me and I can barely manage a defence. Even though I try my best too late I notice a quick punch to my face and I fall back.;;;;;;;;;x
EVTOPTAduel_out.2;[From.GetFirstName] now has meÉ;;;;;;;;;x
EVTDESCAduel_out.3;A quick array of small burst of fires against me suddenly stop and I see [From.GetFirstName] flee from the fight.;;;;;;;;;x
EVTDESCBduel_out.3;After having avoided my attacks and hindered [From.GetHerHis] attacks I notice [From.GetFirstName] vanish in a cloud of dust.;;;;;;;;;x
EVTDESCCduel_out.3;It seems my attacks has been successful. [From.GetFirstName] has dropped [From.GetHerHis] attacks and is now fleeing the battle!;;;;;;;;;x
EVTDESCDduel_out.3;Even after the attacks of [From.GetFirstName] suddenly [From.GetFirstName] has turned [From.GetHerHis] back to me and is running away!;;;;;;;;;x
EVTDESCEduel_out.3;My superiority has finally resulted in [From.GetFirstName] turning [From.GetHerHis] back to me and runs away!;;;;;;;;;x
EVTOPTAduel_out.3;Fear me!;;;;;;;;;x
EVTDESCduel_out.4;[From.GetFirstName] has finally put me on my bag and the fury is burning in [From.GetHerHis] eyes and I have a choice!;;;;;;;;;x
EVTOPTAduel_out.4;I'm begging you!;;;;;;;;;x
EVTDESCduel_out.5;[From.GetFirstName] is laying on the floor is begging for [From.GetHerHis] life. What should I do?;;;;;;;;;x
EVTOPTAduel_out.5;I accept and you can go!;;;;;;;;;x
EVTOPTBduel_out.5;I spare you, but you wil be my prisoner;;;;;;;;;x
EVTOPTCduel_out.5;I decline and this ends here!;;;;;;;;;x
EVTDESCduel_out.100;[From.GetFirstName] is before me lifeles. A terrible ending to the battle.;;;;;;;;;x
EVTOPTAduel_out.100;I should never have happened like thisÉ;;;;;;;;;x
EVTDESCduel_out.101;[From.GetFirstName] has been incapicated and now I can put [From.GetHerHim] in my custody!;;;;;;;;;x
EVTOPTAduel_out.101;This should end this!;;;;;;;;;x
EVTTOOLTIPduel_ent.1;You charge ahead!;;;;;;;;;x
EVTTOOLTIPduel_out.4;You beg for mercy and to let you go;;;;;;;;;x
EVTTOOLTIPAduel.1;A quick succession of strikes to your enemy's vital regions or the head would decide the battle quickly, but you open yourself up to a hazardous counterattack.;;;;;;;;;x
EVTTOOLTIPBduel.1;"A routine strike at the torso region would be an all-round safe move; both for you and your opponent as it is easily anticipated or recovered from.";;;;;;;;;x
EVTTOOLTIPCduel.1;If you attempt to cripple your opponent by hitting their arms and legs, you can end this fight without blood being spilled. However, it is considered very risky with a small chance of success.;;;;;;;;;x
EVTTOOLTIPDduel.1;"Whether by necessity or tactic;  you can decide to end the battle here and now by fleeing.";;;;;;;;;x
EVTTOOLTIPAduel.2;A quick succession of strikes to your enemy's vital regions or the head would decide the battle quickly, but you open yourself up to a hazardous counterattack.;;;;;;;;;x
EVTTOOLTIPBduel.2;"A routine strike at the torso region would be an all-round safe move; both for you and your opponent as it is easily anticipated or recovered from.";;;;;;;;;x
EVTTOOLTIPCduel.2;If you attempt to cripple your opponent by hitting their arms and legs, you can end this fight without blood being spilled. However, it is considered very risky with a small chance of success.;;;;;;;;;x
EVTTOOLTIPDduel.2;"Whether by necessity or tactic;  you can decide to end the battle here and now by fleeing.";;;;;;;;;x
EVTTOOLTIPEduel.1;You will decide your next action.;;;;;;;;;
EVTDESCEduel.1;The avatar [From.GetFirstName] fires sharp discs of ice, rapid flares, boulders and powerfull winds against you. Between the attacks you try to counter but are almost overwhelmed untill a chance presents itself!;;;;;;;;;x
EVTDESCEduel.2;The avatar [From.GetFirstName] fires sharp discs of ice, rapid flares, boulders and powerfull winds against you. Between the attacks you try to counter but are almost overwhelmed untill a chance presents itself!;;;;;;;;;x
EVTOPTEduel.2;You decide on your next move;;;;;;;;;x
fullyrealisedavatar;Avatar;;;;;;;;;x
fullyrealisedavatar_desc;This Avatar has mastered all four elements, and most of all, the Avatar State. They are a force to be reckoned with.;;;;;;;;;x
directdescendantavatar;Direct Descendant;;;;;;;;;x
directdescendantavatar_desc;This character is a first generation, direct descendant of the Avatar. Some of their powerful blood might still run in their veins.;;;;;;;;;x
descendantavatar;Descendant;;;;;;;;;x
descendantavatar_desc;While this character descends from one of the Avatar's incarnations, there is much doubt as to whether their blood still runs strong in their veins.;;;;;;;;;x
EVTOPTGduel_ent.1;Unity through strenght! Strenght through unity!;;;;;;;;;x
EVTDESCduel.102;As master of all four elements you have all the power in the world at your disposal. How you decide to use it determines which avatar you are.;;;;;;;;;x
EVTOPTAduel.102;The skies and wind shall grant me victory;;;;;;;;;x
EVTTOOLTIPAduel.102;A wave of air and strong wind will be thrown towards your opponent;;;;;;;;;x
EVTOPTBduel.102;Rocks, stones and boulders shall grant me strengt!;;;;;;;;;x
EVTTOOLTIPBduel.102;The ground will shake and rocks will be thrown towards your opponent.;;;;;;;;;
EVTOPTCduel.102;The ancient element of the dragons will grant me victory!;;;;;;;;;
EVTTOOLTIPCduel.102;Shots of fire will be fired towards your opponent.;;;;;;;;;
EVTOPTDduel.102;My connection with the Moon Spirit will grant me victory!;;;;;;;;;
EVTTOOLTIPDduel.102;A wave of water and discs of ice will the thrown at your opponent.;;;;;;;;;
avatar_confront_ruler;Confront Ruler;;;;;;;;;x
avatar_confront_ruler_desc;Confront [ROOT.GetTitledName] about [ROOT.GetHerHis] occupation of Land that doesn't belong to [ROOT.GetHerHim].;;;;;;;;;x
EVTDESCATLA.10;The old Avatar is no longer among us and the search has startet for the new avatar. The Avatar is the bridge between worlds and is the keeper of balance in the world. Maybe I should search for the Avatar?;;;;;;;;;
EVTDESCAATLA.10;I shall make the preparations!;;;;;;;;;
EVTTOOLTIPAATLA.10;You will try your best to start your journey.;;;;;;;;;
EVTOPTBATLA.10;Others will find the Avatar before me.;;;;;;;;;
EVTDESCATLA.11;Able men have agreed to follow you on your quest, no doubt in the hope of the glory of finding the avatar. Food and water has been arranged and now there is only to decide where to begin the search.;;;;;;;;;
EVTOPTAATLA.11;The Fire Nation is where we will search!;;;;;;;;;
EVTTOOLTIPAATLA.11;You begin your search at the Fire Nation, but beware, you might stumble across ancient ruins, strange animals and dangerous waters.;;;;;;;;;
EVTOPTBATLA.11;I will be looking at the Air Temples!;;;;;;;;;
TOOLTIPBATLA.11;You begin your search at the Air Nation, but beware, you might stumble across treacherous mountain passes, strange animals and hostile inhabitants.;;;;;;;;;
EVTOPTCATLA.11;The Water Tribes is the obvious target!;;;;;;;;;
TOOLTIPCATLA.11;You begin your search at the Water Tribes, but beware, you might stumble across angry spirits, biting cold and unwelcoming people.;;;;;;;;;
EVTOPTDATLA.11;The vast Earth Kingdom is where the Avatar is!;;;;;;;;;
TOOLTIPDATLA.11;You begin your search at the Earth Kingdom, but beware, you might get lost in the desert, encounter strange people or encounter hostile rulers.;;;;;;;;;
EVTDESCATLA.12;Reports of a child able to bend other elements have reached you. It could be false reports to collect the reward you have set up.;;;;;;;;;
EVTOPTAATLA.12;It can't hurt to take a closer look.;;;;;;;;;
TOOLTIPAATLA.12;You will scout the area, where the report came from, for the Avatar.;;;;;;;;;
EVTOPTBATLA.12;We have gotten close enough. Let's stop the search.;;;;;;;;;
TOOLTIPBATLA.12;The search has been long and it's time to wait for the Avatar to reveal himself.;;;;;;;;;
EVTDESCATLA.13;Reports of a child able to bend other elements have reached you. It could be false reports to collect the reward you have set up.;;;;;;;;;
EVTOPTAATLA.13;It can't hurt to take a closer look.;;;;;;;;;
TOOLTIPAATLA.13;You will scout the area, where the report came from, for the Avatar.;;;;;;;;;
EVTOPTBATLA.13;We have gotten close enough. Let's stop the search.;;;;;;;;;
TOOLTIPBATLA.13;The search has been long and it's time to wait for the Avatar to reveal himself.;;;;;;;;;
EVTDESCATLA.14;Reports of a child able to bend other elements have reached you. It could be false reports to collect the reward you have set up.;;;;;;;;;
EVTOPTAATLA.14;It can't hurt to take a closer look.;;;;;;;;;
TOOLTIPAATLA.14;You will scout the area, where the report came from, for the Avatar.;;;;;;;;;
EVTOPTBATLA.14;We have gotten close enough. Let's stop the search.;;;;;;;;;
TOOLTIPBATLA.14;The search has been long and it's time to wait for the Avatar to reveal himself.;;;;;;;;;
EVTDESCATLA.15;Reports of a child able to bend other elements have reached you. It could be false reports to collect the reward you have set up.;;;;;;;;;
EVTOPTAATLA.15;It can't hurt to take a closer look.;;;;;;;;;
TOOLTIPAATLA.15;You will scout the area, where the report came from, for the Avatar.;;;;;;;;;
EVTOPTBATLA.15;We have gotten close enough. Let's stop the search.;;;;;;;;;
TOOLTIPBATLA.15;The search has been long and it's time to wait for the Avatar to reveal himself.;;;;;;;;;
EVTDESCAATLA.16;As you approach a humble hut, you begin to wonder if the mighty Avatar really is this close. The men you hired to come along your journey has suffered much and are hopefull this will be where the Avatar will be. You step inside and see a child playing. You give the child some toys, some of which belonged to the previous reincarnations. Without thinking the child plays with several toys. You have found the Avatar!;;;;;;;;;
EVTDESCBATLA.16;A vigerous search through the countryside has finally ended. Along with your men, you quickly surround the hut. As you circle in, a child comes out along with the elders of the village, preparing to protect the Avatar from harm.;;;;;;;;;
EVTTITLEATLA.16;You found the Avatar;;;;;;;;;
EVTOPTAATLA.16;I shall defeat and imprison the Avatar!;;;;;;;;;
TOOLTIPAATLA.16;You will battle the Avatar!;;;;;;;;;
EVTOPTBATLA.16;I shall help the Avatar with this heavy burden;;;;;;;;;
TOOLTIPBATLA.16;The Avatar will be revealed and you shall be one of the followers;;;;;;;;;
EVTOPTCATLA.16;I will quietly help the Avatar when the time is right;;;;;;;;;
TOOLTIPCATLA.16;You shall guide the Avatar, but the Avatar will be revealed when he is ready;;;;;;;;;
EVTOPTDATLA.16;I now know the world is safe.;;;;;;;;;
TOOLTIPDATLA.16;You will turn your back and not look back.;;;;;;;;;
EVTDESCATLA.20;Despite your best efforts, no men have joined you yet and several merchants is wary giving you credit for a journey far away.;;;;;;;;;
EVTOPTAATLA.20;The Avatar must be found!;;;;;;;;;
EVTOPTBATLA.20;Then that is how it isÉ;;;;;;;;;
EVTDESCATLA.25;Scouts and reports from the land has resulted in nothing but folk tales of children with special powers. It may be time to move on.;;;;;;;;;
EVTOPTAATLA.25;I shall look in another corner of the world;;;;;;;;;
EVTOPTBATLA.25;Enough of this!;;;;;;;;;
EVTDESCbending.1;This morning I found the tea I had drank the night before on the kitchen table. When I took a sip of it, it was boiling hot!;;;;;;;;;
EVTOPTAbending.1;I'm a firebender;;;;;;;;;
EVTOPTBbending.1;It must have been someone else's tea..;;;;;;;;;
EVTDESCbending.2;My [From.GetRelation] [From.GetFirstName] told me he boiled tea with firebending;;;;;;;;;
EVTOPTAbending.2;Kids say the darndest things;;;;;;;;;
EVTOPTBbending.2;A firebender just like me!;;;;;;;;;
EVTOPTCbending.2;My [GetFromRelation] is a firebender;;;;;;;;;
EVTDESCbending.3;[From.GetFirstName] says I'm not really a bender after all.;;;;;;;;;
EVTOPTAbending.3;That's too bad;;;;;;;;;
EVTDESCbending.4;[From.GetFirstName] asked me to try warming some tea again and it worked!;;;;;;;;;
EVTOPTAbending.4;[From.GetFirstName] says [From.SheHe] is proud of me. I can't wait to learn more!;;;;;;;;;
EVTDESCbending.5;I'm excited to start bending, but there's so much I don't know about it yet!;;;;;;;;;
EVTOPAbending.5;I should ask somone!;;;;;;;;;
EVTDESCbending.6;Today [From.GetFirstName] started asking me lots of questions about firebending.;;;;;;;;;
EVTOPTAbending.6;I'll tell you when you are older.;;;;;;;;;
EVTOPTBbending.6;Where do I start?;;;;;;;;;
EVTDESCbending.7;Today [From.GetFirstName] spent the day telling me about the finer points of firebending.;;;;;;;;;
EVTOPTAbending.7;I've learned so much.;;;;;;;;;
EVTDESCbending.8;[From.GetFirstName] told me [From.GetSheHe] would answer my questions about bending when I'm older.;;;;;;;;;
EVTOPTAbending.8;But I'm old enough;;;;;;;;;
EVTDESCbending.9;My friends say that our ancestors have been firebenders for hundreds of years, but where did it come from?;;;;;;;;;
EVTOPTAbending.9;I should ask someone!;;;;;;;;;
EVTTOOLTIPbending.9;You will ask the appropriate adult;;;;;;;;;
EVTDESCbending.10;[From.GetFirstName] has been to curious about firebending revently. Today [From.GetSheHe] asked me if I know its origns.;;;;;;;;;
EVTOPTAbending.10;Firebending originates from our ancestors eating all their vegetables.;;;;;;;;;
EVTOPTBbending.10;Let me tell you about the dragons!;;;;;;;;;
EVTOPTCbending.10;It was the sun? Or was it the turtleducks?;;;;;;;;;
EVTDESCbending.11;[From.GetFirstName] sat me down and told me all about dragons today.;;;;;;;;;
EVTOPTAbending.11;When I grow up I want to firebend just as good as the dragons can!;;;;;;;;;
EVTDESCbending.12;[From.GetFirstName] told me that our ancestors became firebenders from eating their vegetables.;;;;;;;;;
EVTOPTAbending.12;I hate vegetables!;;;;;;;;;
EVTDESCbending.13;When I asked [From.GetFirstName] about where firebending originates [From.GetSheHe]seemed very confused;;;;;;;;;
EVTOPTAbending.13;It's a mystery after all!;;;;;;;;;
EVTDESCbending.14;I've learned a lot since I discovered I'm a firebender, but it feels like there's still so much to discover. /n I should ask someone  about attending firebending school or maybe my very own private tutor?;;;;;;;;;
EVTOPTAbending.14;I really hope I'm good enough!;;;;;;;;;
EVTDESCbending.15;[From.GetFirstName] thinks it's about time [From.GetSheHe] attends a firebending academy to expand [From.GetHerHis] firebending skills.;;;;;;;;;
EVTOPTAbending.15;I'm all the education [From.GetSheHe] need!;;;;;;;;;
EVTOPTBbending.15;What a great idea!;;;;;;;;;
EVTDESCbending.16;[From.GetFirstName] told me I can't attend the local firebending academy. I begged to [From.GetHerHim] over and over but nothing changed [From.GetHerHis] mind at all.;;;;;;;;;
EVTOPTAbending.16;[From.GetSheHe] is just jealous of my talent.;;;;;;;;;
EVTDESCbending.17;[From.GetFirstName] says I can start school next week. I can't wait to learn more about firebending!;;;;;;;;;
EVTOPTAbending.17;I hope to make a lot of friends!;;;;;;;;;
EVTOPTBbending.17;I hope to make a lot of friends!;;;;;;;;;
EVTOPTCbending.17;I hope to make a lot of friends!;;;;;;;;;
EVTOPTDbending.17;I hope to make a lot of friends!;;;;;;;;;
EVTOPTEbending.17;I hope to make a lot of friends!;;;;;;;;;
